CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Anchorage,,AK,US,2017-06-01,dozens,24,24,24,26,22,general protesters,Protesting unsafe working conditions at hotel ,0,protest,0,0,0,0,1,1,http://www.ktva.com/employees-protest-unsafe-working-conditions-anchorage-hilton-311/,,,,
Augusta,State House,ME,US,2017-06-01,Around 50,50,50,50,55,45,YES on 5,opposing efforts to repeal ranked-choice voting in Maine,0,rally,,,,,1,1,http://mainepublic.org/post/amid-threat-ranked-choice-voting-supporters-rally-maine-state-house#stream/0,,,,
Bentonville ,Bentonville Welfare Office,AR,US,2017-06-01,,4,4,4,4,4,Making Change at Walmart,against Walmart wages and employee policies,0,protest,0,0,0,0,1,1,http://www.ozarksfirst.com/news/employees-of-walmart-protest-company-policies/729718723,,,Count from picture,
Idaho Falls,Melaleuca Events Center,ID,US,2017-06-01,dozens,24,24,24,26,22,general protesters,Labrador gubernatorial rally,0,rally,0,0,0,0,1,1,https://www.eastidahonews.com/2017/06/labrador-holds-gubernatorial-campaign-rally-idaho-falls/,http://www.kpvi.com/news/local_news/fourth-candidate-announces-their-running-for-governor/article_70334d22-4721-11e7-b612-db4bcaf7388d.html,,,
Jacksonville ,Hemming Park,FL,US,2017-06-01,,,,,,,general protesters,"anti war, anti US airstrikes on Syria",1,rally,5,0,0,0,1,1,http://www.firstcoastnews.com/news/local/hemming-five-protesters-enter-plea-deal/445293355,http://www.firstcoastnews.com/news/crime/three-arrested-in-hemming-park-protest-enter-pleas/445107991,,,
Juneau,outside the Moose Lodge,AK,US,2017-06-01,,3,3,3,3,3,general protesters,"against US withdrawal from Paris Agreement, climate change",1,protest,0,0,0,0,1,1,http://juneauempire.com/news/2017-06-01/juneau-protesters-speak-out-paris-agreement,,,,
Miami,Museum Park,FL,US,2017-06-01,two dozen people,24,24,24,26,22,local environmentalists (mostly members of Sierra Club),"Protest Trump withdrawal from Paris accords, climate change",1,rally,0,0,0,0,1,1,http://www.miamiherald.com/news/local/community/miami-dade/article153951614.html,,,,
Minneapolis,federal courthouse in downtown Minneapolis (4th Street and 4th Avenue).,MN,US,2017-06-01,About 100,100,100,100,110,90,Resist from Day One Coalition,anti-Trump,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/5/30/twin-cites-protest-demand-trump-out-now,https://www.facebook.com/events/128986614334655/,http://www.fightbacknews.org/2017/6/2/minneapolis-protest-demands-trump-out-now,,
New York,Brooklyn; Bed-Stuy; 631 Hancock St.,NY,US,2017-06-01,,,,,,,general protesters,"against predatory investors in Bushwick and Bed-Stuy, real estate, construction, economic development",0,protest,0,,,,1,1,https://patch.com/new-york/bed-stuy/protest-outside-historic-bed-stuy-brownstone-painted-black-neighbor,,,,
New York,City Hall Steps,NY,US,2017-06-01,Around 75,75,75,75,83,68,Waterfront Alliance,"for shared, resilient and accessible NY-NJ Harbor, economy",0,rally,0,,,,1,1,http://waterfrontalliance.org/2017/05/26/june-1-rally-for-our-waterfronts/,https://www.brooklyneagle.com/articles/2017/6/1/your-hood-safe-new-harbor-scorecard-measures-risk-waterfront-dangers,Onsite eyewitness for estimate of attendees,,
New York,Foley Square,NY,US,2017-06-01,More than 400,400,400,400,440,360,NYRenews,"against Trump's withdrawal from Paris Accord, climate change",1,rally,0,,,,1,1,http://www.nbcnewyork.com/news/local/NYC-President-Trump-Protest-WTC-Green-Climate-Change-Global-Paris-Agreement-425826564.html,,,,
New York,Trump Tower,NY,US,2017-06-01,100 Muslims and 100 non-Muslim allies,200,200,200,220,180,New York State Immigrant Action Fund and MPower Change ,Against Trump's Islamophobic rhetoric; for solidarity with Muslim community ,1,Protest,0,0,0,0,1,1,http://www.timesofisrael.com/muslims-in-ramadan-protest-outside-new-yorks-trump-tower/,http://www.huffingtonpost.com/entry/trump-tower-iftar_us_5931c835e4b02478cb9b8402,,,
Portland,Congress Square Park,ME,US,2017-06-01,,,,,,,"Mainers for Accountable Leadership, the Maine AFL-CIO and the Maine People's Alliance",Against GOP's AHCA and Medicaid cuts,1,rally,,,,,1,1,http://mainepublic.org/post/protesters-urge-maines-us-senators-reject-gop-health-bill-medicaid-cuts#stream/0,,,,
San Diego,Downtown Federal Building on Front Street and then marched down Front and along Broadway,CA,US,2017-06-01,hundreds ,200,200,200,220,180,San Diego 350,"Against pullout from Paris Accord, climate change",1,protest,,,,,1,1,http://www.cbs8.com/story/35570742/mayor-protesters-denounce-trumps-paris-climate-accord-exit,,,,
Syracuse,outside James M. Hanley Federal Building,NY,US,2017-06-01,dozens,24,24,24,26,22,general protesters,"protesting decision to leave Paris agreement, climate change",1,protest,0,0,0,0,1,1,http://cnycentral.com/news/local/some-cnyers-rally-in-protest-of-decision-to-leave-paris-climate-accord,,,,
Syracuse,,NY,US,2017-06-01,dozens,24,24,24,26,22,general protesters,"Oppose Trump's withdrawal from Paris Accord, climate change",1,rally,,,,,1,1,http://cnycentral.com/news/local/some-cnyers-rally-in-protest-of-decision-to-leave-paris-climate-accord,,,,
Troy,,NY,US,2017-06-01,about two-dozen,24,24,24,26,22,"Troy Area Labor Council AFL-CIO and including ICE-FREE Capital District, the Albany chapter of the Democratic Socialists of America and Citizen Action of New York ",Support Troy being a sanctuary city,1,protest,0,0,0,0,1,1,http://www.troyrecord.com/article/TR/20170602/NEWS/170609958,,,,
Troy,,NY,US,2017-06-01,about a half-dozen,6,6,6,7,5,general protesters,Oppose Troy being a sanctuary city,2,counter-protest,,,,,1,1,http://www.troyrecord.com/article/TR/20170602/NEWS/170609958,,,,
Washington,Outside White House,DC,US,2017-06-01,one hundred to two hundred,100,145,200,110,180,general protesters,protesting Trump's immigration policy,1,protest,20,0,0,0,1,1,http://wtop.com/local/2017/06/20_arrested_immigration_protest_white_house/slide/1/,,,,
Washington,White House,DC,US,2017-06-01,hundreds,200,200,200,220,180,350 DC,support Paris climate treaty; oppose US withdrawal,1,protest,,,,,1,1,http://thehill.com/policy/energy-environment/335871-pro-paris-agreement-protest-planned-outside-the-white-house,https://www.facebook.com/events/321801258240585/?,,,
Buffalo,Carl Paladino's office in the Ellicott Square Building ,NY,US,2017-06-02,dozens,24,24,24,26,22,"Showing Up for Racial Justice (SURJ) Buffalo, Open Buffalo, and Push Buffalo",drawing attention to the impact of gentrification; economy; housing ,0,,,,,,1,1,http://wivb.com/2017/06/02/protesters-picket-carl-paladinos-downtown-office/,,,,
Carson ,,CA,US,2017-06-02,several dozen,24,24,24,26,22,Carson and Wilmington residents,protesting Tesoro's refinery merger,1,protest,0,0,0,0,1,1,http://www.dailybreeze.com/business/20170602/tesoro-expansion-protest-interrupts-meeting-of-regional-air-pollution-regulators,,,,
Chicago,The Loop; Trump Tower Chicago,IL,US,2017-06-02,several hundred,,,,,,Food and Water Watch,protest Trump pullout from Paris accords; call on Bruce Rauner to comply with Paris accords commitments; climate change ,1,protest,0,0,0,0,1,1,http://chicago.cbslocal.com/2017/06/02/protesters-blast-trump-pullout-of-paris-accord/,,,,
Conway,,SC,US,2017-06-02,,10,10,10,11,9,Moms Demand Action for Gun Sense in America,Against gun violence; for stricter local ordinances on firing guns,0,rally,0,0,0,0,1,1,http://www.wfxg.com/story/35577003/volunteers-demonstrate-at-gun-violence-awareness-day-event-in-conway,http://wbtw.com/2017/06/02/people-wear-orange-to-rally-against-gun-violence/,,Count from picture,
Durham,Durham Police HQ,NC,US,2017-06-02,dozens,24,24,24,26,22,Moms Demand Action for Gun Sense in America,Against gun violence,0,rally,0,0,0,0,1,1,http://wncn.com/2017/06/02/dozens-wear-orange-in-durham-for-national-gun-violence-awareness-day/,,,,
Gettysburg,Lutheran Theological Seminary,PA,US,2017-06-02,,30,17,,33,0,Gettysburg for Gun Sense,Against gun violence,0,demonstration,0,0,0,0,1,1,http://www.gettysburgtimes.com/news/local/article_e64f90ea-e0e5-5b3f-be6b-cd10b7b1abac.html,,,,
Kansas City,in front of Richard Bolling Federal Building,MO,US,2017-06-02,three dozen,36,36,36,40,32,general protesters,"protesting US withdrawl from Paris Climate Accord, climate change",1,protest,0,0,0,0,1,1,http://www.kansascity.com/news/local/article154154784.html,,,,
Los Angeles,Van Nuys-area hotel,CA,US,2017-06-02,Around 20,20,20,20,22,18,NOlympics LA,against LA hosting 2024 Olympics,0,protest,0,0,0,0,1,1,http://www.latimes.com/sports/olympics/la-sp-nolympics-protest-20170602-story.html,,,,
Lynn,,MA,US,2017-06-02,more than 15,15,15,15,17,14,general protesters,anti-Trump,1,protest,0,0,0,0,1,1,http://www.itemlive.com/news/lots-of-honks-for-anti-trump-protesters/,,,,
Media,Second Baptist Church of Media; later walked along State Street,PA,US,2017-06-02,,400,400,400,440,360,Delaware County United for Sensible Gun Policy,Against gun violence,0,rally,0,0,0,0,1,1,http://www.delcotimes.com/article/DC/20170603/NEWS/170609904,,,,
New York,,NY,US,2017-06-02,,12,12,12,13,11,NYCLASS,"Oppose conditions for NYC carriage horses, animal rights",0,protest,0,0,0,0,1,1,http://pix11.com/2017/06/02/protesters-decry-horse-drawn-carriages-outside-nyc-stables/,,,Count from picture,
Newtown,,CT,US,2017-06-02,some 300 people,300,300,300,330,270,Newtown Action Alliance,Against gun violence,0,,0,0,0,0,1,1,http://www.newstimes.com/local/article/When-orange-means-stop-11193510.php#photo-13022068,,,,
Palo Alto,corner of El Camino Real and Embarcadero Road,CA,US,2017-06-02,more than 30,30,30,30,33,27,Peninsula Peace and Justice Center,"against withdrawl from Paris agreement, climate change",1,protest,0,0,0,0,1,1,https://mv-voice.com/news/2017/06/02/dozens-rally-against-trumps-withdrawal-from-paris-climate-agreement,,,,
Richmond,Capitol Square,VA,US,2017-06-02,dozens,24,24,24,26,22,Chesapeake Climate Action Network,against natural gas pipelines being build in Virginia,0,protest,,,,,1,1,http://wtvr.com/2017/06/04/virginia-hikers-protest-natural-gas-pipelines/,,,,
Richmond,Governor's Office,VA,US,2017-06-02,dozens,24,24,24,26,22,general protesters,oppose construction of Mountain Valley and Atlantic Coast pipelines; support protection of Appalachian Trail,0,rally,0,0,0,0,1,1,http://bluevirginia.us/2017/06/appalachian-trail-hikers-protest-mcauliffes-support-fracked-gas-pipelines,,,participants wore hiking gear,
Salt Lake City ,,UT,US,2017-06-02,about 20,,,,,,general protesters,anti-gay,0,protest,0,0,0,0,1,1,http://www.sltrib.com/home/5362130-155/protesters-shout-anti-gay-comments-outside-of,http://fox13now.com/2017/06/03/police-respond-to-anti-gay-protest-at-salt-lake-city-club/,,,
San Francisco,Federal Building,CA,US,2017-06-02,,,,,,,"Christopher Cook, Andrea Buffa",Oppose Trump's withdrawal from Paris Accord; climate change,1,rally,,,,,1,1,https://www.facebook.com/events/1864506810482882/?acontext=%7B%22source%22%3A3%2C%22source_newsfeed_story_type%22%3A%22regular%22%2C%22action_history%22%3A%22[%7B%5C%22surface%5C%22%3A%5C%22newsfeed%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22feed_story%5C%22%2C%5C%22extra_data%5C%22%3A[]%7D]%22%2C%22has_source%22%3Atrue%7D&source=3&source_newsfeed_story_type=regular&action_history=[%7B%22surface%22%3A%22newsfeed%22%2C%22mechanism%22%3A%22feed_story%22%2C%22extra_data%22%3A[]%7D]&has_source=1&fref=mentions,,,,
Sandpoint,,ID,US,2017-06-02,,,,,,,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://sandpointindivisible.wordpress.com/2017/06/02/march-for-truth/,,,
Akron,,OH,US,2017-06-03,,29,29,29,32,26,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/events/1927878564156815/,,,
Albany,,NY,US,2017-06-03,,48,48,48,53,43,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/events/295409800910342,,,
Albuquerque,Tiguex Park,NM,US,2017-06-03,about 200,200,200,200,220,180,March for Truth,Demand investigation into Trump-Russia ties,1,protest,0,0,0,0,1,1,http://www.kob.com/albuquerque-news/demonstrators-call-for-transparency-in-russia-investigation/4503354/,,,,
Anchorage,9th and E Street,AK,US,2017-06-03,,50,50,50,55,45,March for Truth,Demand investigation into Trump-Russia ties,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1345476142213316/,https://www.facebook.com/events/1345476142213316/,,,
Anchorage,,AK,US,2017-06-03,,,,,,,general protesters,Against gun violence,0,,0,0,0,0,1,1,http://www.ktva.com/wear-orange-march-gun-violence-708/,http://www.alaskapublic.org/2017/06/05/anchorage-activists-hold-march-against-gun-violence/,,,
Annapolis,,MD,US,2017-06-03,About 15,15,15,15,17,14,Moms Demand Action for Gun Sense in America,Against gun violence,0,,0,0,0,0,1,1,http://www.capitalgazette.com/news/annapolis/ph-ac-cn-gun-violence-0604-20170603-story.html,,,,
Asheville,Pack Square,NC,US,2017-06-03,several hundred people,300,300,300,330,270,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,http://wlos.com/news/local/protesters-gather-in-asheville-for-march-of-truth,,,,
Astoria,,OR,US,2017-06-03,,,,,,,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,,,,
Austin,outside City Hall,TX,US,2017-06-03,hundreds,200,375,588,220,529,March for Truth,Demand investigation into Trump-Russia ties,1,protest,0,0,0,0,1,1,http://kxan.com/2017/06/03/local-and-state-leaders-gather-for-austins-march-for-truth-rally/,http://kxan.com/2017/06/03/local-and-state-leaders-gather-for-austins-march-for-truth-rally/,https://www.facebook.com/events/1899873973623688/,,
Beacon,,NY,US,2017-06-03,,12,12,12,13,11,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/groups/1060350240778299/,,,
Bedminster,in the area of the Trump National Golf Club,NJ,US,2017-06-03,a few hundred,200,200,200,220,180,general protesters,anti-Trump; pro-Russia investigation,1,protest,0,0,0,0,1,1,http://www.mycentraljersey.com/story/news/politics/2017/05/31/anti-trump-activists-protests-bedminster/359756001/,http://www.star-telegram.com/news/politics-government/national-politics/article154212574.html,,,
Bedminster,,NJ,US,2017-06-03,a few hundred,200,200,200,220,180,March for Truth,Demand investigation into Trump-Russia ties,1,Demonstration,,,,,1,1,http://www.nbcboston.com/news/politics/March-For-Truth-Foley-Square-Russia-Election-Investigation-Manhattan--426133681.html,,,,
Blacksburg,,VA,US,2017-06-03,,,,,,,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,,,,
Bloomsburg,,PA,US,2017-06-03,,19,19,19,21,17,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/events/207915186386699,,,
Bluffton,,SC,US,2017-06-03,,,,,,,Moms Demand Action for Gun Sense in America,Against gun violence,0,rally,0,0,0,0,1,1,http://www.postandcourier.com/news/south-carolina-cities-going-orange-in-campaign-against-gun-violence/article_cb45828a-478e-11e7-8844-a326ee8b74d8.html,,,,
Boise,Capitol steps,ID,US,2017-06-03,estimated 250,72,152,250,79,225,March for Truth,Demand investigation into Trump-Russia ties,1,protest,0,0,0,0,1,1,http://idahostatejournal.com/members/protesters-rail-on-trump-s-decision-to-withdraw-u-s/article_66b3a621-702d-5086-b5d7-a00cb905052f.html,https://www.facebook.com/events/184962878694286/,,,
Boone,,IA,US,2017-06-03,,126,126,126,139,113,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/events/1886415901637203/,,,
Boston,Boston Common,MA,US,2017-06-03,Several hundred,200,200,200,220,180,March for Truth,Demand investigation into Trump-Russia ties,1,protest,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2017/06/03/protesters-call-for-independent-probe-trump-ties-russia/Q1WmLSVk3ztX386cV3HtXP/story.html,,,,
Boulder,Pearl Street Mall; County Commissioners Office,CO,US,2017-06-03,about 25; 30 or so,25,27,30,28,27,Proud Boys Colorado,"for freedom of speech, for antisemitism, against LGBTQ+ rights, for President Trump",2,rally,1,0,0,0,1,1,http://www.westword.com/news/march-for-truth-free-speech-rally-coming-to-denver-and-boulder-june-3-9116182,https://unicornriot.ninja/2017/far-right-proud-boys-hold-free-speech-rally-attended-colorado-neo-nazis/,,,
Boulder,Pearl Street Mall; County Commissioners Office,CO,US,2017-06-03,approximately 300,300,,300,,,general protesters,"against fascism, against racism, for LGBTQ+ rights",1,counter-protest,0,0,0,0,0,1,https://unicornriot.ninja/2017/far-right-proud-boys-hold-free-speech-rally-attended-colorado-neo-nazis/,,,,
Brandon,,FL,US,2017-06-03,,40,40,40,44,36,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/events/180803055776586/,,,
Brownsville,,TX,US,2017-06-03,,32,32,32,35,29,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/events/2003347703222528/,,,
Buckhannon,Upshur County Courthouse,WV,US,2017-06-03,more than 2 dozen and about 45,24,33,45,26,41,March for Truth,Demand investigation into Trump-Russia ties,1,march,0,0,0,0,1,1,http://www.theintermountain.com/news/local-news/2017/06/residents-take-part-in-peaceful-demonstration/,https://therecorddelta.com/article/marchers-want-the-truth-from-trump,,,
Buffalo,Niagara Square,NY,US,2017-06-03,a substantial crowd,,,,,,general protesters,in support of the Paris Accord; climate change,1,rally,0,0,0,0,1,1,http://www.wgrz.com/news/local/buffalo-rally-held-to-support-paris-accord/445471318,,,,
Buffalo,Virtual,NY,US,2017-06-03,,56,56,56,62,50,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/events/289186811540813/,,,
Cambria,Veterans Memorial Building,CA,US,2017-06-03,More than 85,85,101,120,94,108,March for Truth; Together We Will-Cambria,Demand investigation into Trump-Russia ties,1,rally,0,0,0,0,1,1,http://www.sanluisobispo.com/news/local/community/cambrian/article154806024.html,,,,
Cape Cod,Orleans Rotary,MA,US,2017-06-03,,,,,,,March for Truth,Demand investigation into Trump-Russia ties,1,protest,0,0,0,0,1,1,http://capecod.wickedlocal.com/news/20170531/standing-for-truth-in-orleans,,,,
Carbondale,Turley Park Pavilion,IL,US,2017-06-03,,60,60,60,66,54,March for Truth; Indivisible I-57,Demand investigation into Trump-Russia ties,1,protest,0,0,0,0,1,1,http://www.kfvs12.com/story/35581417/us-senator-dick-durbin-speaks-at-rally-for-truth-in-carbondale-il,https://www.facebook.com/events/1836941523292930/,,,
Carson City,Legislative Building,NV,US,2017-06-03,Nearly a hundred,100,100,100,110,90,Battle Born Progress,Anti-Education Savings Accounts,1,rally,,,,,1,1,https://www.reviewjournal.com/news/2017-legislature/nevada-rallies-attract-backers-foes-in-controversial-esa-debate/,,,,
Carson City,Legislative Building,NV,US,2017-06-03,Only several,,,,,,general protesters,Pro-Education Savings Accounts,0,rally,,,,,1,1,https://www.reviewjournal.com/news/2017-legislature/nevada-rallies-attract-backers-foes-in-controversial-esa-debate/,,,,
Cave Junction,,OR,US,2017-06-03,,,,,,,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,,,,
Charleston,Reynolds Street,SC,US,2017-06-03,,,,,,,Moms Demand Action,Rasie awareness for gun violence,0,rally,0,0,0,0,1,1,http://www.live5news.com/story/35582442/gun-violence-awareness-rallies-held-nationwide,,,,
Charleston,,SC,US,2017-06-03,,189,189,189,208,170,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/events/294110671018027/,,,
Charlotte ,,NC,US,2017-06-03,,151,151,151,166,136,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,http://abc11.com/news/anti-trump-demonstrations-slated-for-north-carolina/2063754/,https://www.facebook.com/events/1893241950934631/,,,
Charlottesville,downtown mall,VA,US,2017-06-03,,85,85,85,94,77,March for Truth; Indivisible Charlottesville,Demand investigation into Trump-Russia ties,1,protest,0,0,0,0,1,1,http://www.dailyprogress.com/news/local/march-through-city-streets-protests-lee-statue-and-arrests/article_49abcf8e-48c1-11e7-a46d-2be2081cacd7.html,https://www.facebook.com/events/306433459780844,,,
Charlottesville,from the University of Virginia Rotunda to Lee Park,VA,US,2017-06-03,more than 60,60,60,60,66,54,Black and Third World Alliance for Community Defense,against fascism; against Lee statue,1,protest; march,0,0,0,0,1,1,http://www.dailyprogress.com/news/local/march-through-city-streets-protests-lee-statue-and-arrests/article_49abcf8e-48c1-11e7-a46d-2be2081cacd7.html,,,,
Chattanooga,,TN,US,2017-06-03,several dozen,24,24,24,26,22,Moms Demand Action for Gun Sense in America,Against gun violence,0,march,0,0,0,0,1,1,http://www.timesfreepress.com/news/breakingnews/story/2017/jun/03/moms-demand-action-holds-march-against-gun-violence/431578/,,,,
Chicago,Federal Plaza,IL,US,2017-06-03,hundreds; about 2000,200,1010,2000,220,1800,March for Truth,Demand investigation into Trump-Russia ties,1,protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/local/breaking/ct-trump-protest-draws-hundred-to-federal-plaza-20170603-story.html,,,,
Chicago,George Washington Park ,IL,US,2017-06-03,hundreds,200,200,200,220,180,general protesters,Against gun violence,0,rally,0,0,0,0,1,1,http://wgntv.com/2017/06/03/hadiya-pendleton-remembered-as-hundreds-take-a-stand-against-gun-violence/,,,,
Cincinnati,Piatt Park,OH,US,2017-06-03,over 100,163,163,163,179,147,March for Truth; United We Stand,Demand investigation into Trump-Russia ties,1,rally,0,0,0,0,1,1,http://www.wcpo.com/news/local-news/hamilton-county/cincinnati/hundreds-call-for-president-trump-to-tell-the-truth-at-rally-downtown,https://www.facebook.com/events/118794478691256/?ti=icl,,,
Colorado Springs,City Hall,CO,US,2017-06-03,About 50 people ,50,50,50,55,45,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,http://fox21news.com/2017/06/03/protesters-take-to-colorado-springs-city-hall-to-march-for-truth/,,,,
Columbia,walked through the columns near the Boone County Courthouse,MO,US,2017-06-03,more than 50,42,46,50,46,45,March for Truth;  CoMo for Progress; Mid-Missouri Peaceworks ,Demand investigation into Trump-Russia ties,1,protest,0,0,0,0,1,1,http://www.columbiatribune.com/news/20170604/trump-administration-questioned-criticized-during-local-march-for-truth,https://www.facebook.com/events/1537608772916506/,,,
Columbia,State House,SC,US,2017-06-03,,57,57,57,63,51,March for Truth,Demand investigation into Trump-Russia ties,1,rally,0,0,0,0,1,1,https://www.youtube.com/watch?v=D6_Ulg2fhvQ,https://www.facebook.com/events/108425443035358/,,Count from picture,
Columbia,State House,SC,US,2017-06-03,,10,28,50,11,45,Moms Demand Action ,Against gun violence,0,rally,0,0,0,0,1,1,http://wach.com/news/local/midlands-community-groups-host-rally-for-gun-violence,,,Count from picture,
Columbus,outside the Ohio Supreme Court,OH,US,2017-06-03,at least 150,150,231,330,165,297,March for Truth,Demand investigation into Trump-Russia ties,1,protest; march,0,0,0,0,1,1,http://abc6onyourside.com/news/local/columbus-marchers-ask-for-truth-in-politics,https://www.facebook.com/events/627333640790564/,,,
Coos Bay,,OR,US,2017-06-03,,13,13,13,14,12,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/events/773529922805686/,,,
Dallas ,JFK Memorial,TX,US,2017-06-03,,146,146,146,161,131,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/events/228642117629200/,,,
Denver,Commons Park,CO,US,2017-06-03,A few hundred people; more than 200 people; estimated 500,200,335,500,220,450,March for Truth,Demand investigation into Trump-Russia ties,1,protest,0,0,0,0,1,1,http://www.denverpost.com/2017/06/03/march-for-truth-denver/,http://denver.cbslocal.com/2017/06/03/march-truth-donald-trump-denver/,,,
Denver,,CO,US,2017-06-03,dozens,24,24,24,26,22,Moms Demand Action for Gun Sense in America,Against gun violence,0,,0,0,0,0,1,1,http://kdvr.com/2017/06/03/moms-march-against-gun-violence-in-denver/,,,,
Detroit,Grand Circus Park Station,MI,US,2017-06-03,,300,300,300,330,270,March for Truth,Demand investigation into Trump-Russia ties,1,protest,0,0,0,0,1,1,https://twitter.com/March4TruthDet/status/871407580974911489,,,,
Driggs,,ID,US,2017-06-03,,,,,,,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,,,,
Durango,Buckley Park,CO,US,2017-06-03,,,,,,,Indivisible Durango,Wear Orange Rally; Durango Gun Violence Awareness Day,0,rally,0,0,0,0,1,1,https://durangoherald.com/articles/165645-gun-safety-rally-was-about-gun-control,https://www.facebook.com/events/305668859887596/?acontext=%7B%22source%22%3A3%2C%22source_newsfeed_story_type%22%3A%22regular%22%2C%22action_history%22%3A%22%5B%7B%5C%22surface%5C%22%3A%5C%22newsfeed%5C%22%2C%5C%22mechanism%5C%22%3A%5C%22feed_story%5C%22%2C%5C%22extra_data%5C%22%3A%5B%5D%7D%5D%22%2C%22has_source%22%3Atrue%7D&source=3&source_newsfeed_story_type=regular&action_history=%5B%7B%22surface%22%3A%22newsfeed%22%2C%22mechanism%22%3A%22feed_story%22%2C%22extra_data%22%3A%5B%5D%7D%5D&has_source=1&hc_ref=PAGES_TIMELINE,https://durangoherald.com/articles/162763,,
El Paso,,TX,US,2017-06-03,,16,16,16,18,14,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,https://www.facebook.com/events/1931778090391625/,,,
Escondido,near North County Westfield Mall,CA,US,2017-06-03,170+,170,170,170,187,153,March for Truth,Demand investigation into Trump-Russia ties,1,rally,0,0,0,0,1,1,https://sandiegofreepress.org/2017/06/photo-gallery-marches-for-truth-in-san-diego-nationwide/,,,,
Eugene,at the Federal Courthouse,OR,US,2017-06-03,about 500,500,500,500,550,450,March for Truth; Indivisible Eugene,Demand investigation into Trump-Russia ties,1,rally; march,0,0,0,0,1,1,http://kval.com/news/local/hundreds-rally-in-eugene-for-political-transparency-at-march-for-truth,,,,
Evansville,,IN,US,2017-06-03,,,,,,,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,https://www.marchfortruth.info/find-a-local-march/,,,,
Flagstaff,City Hall,AZ,US,2017-06-03,,,,,,,March for Truth; Indivisible Arizona,Demand investigation into Trump-Russia ties,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1306943876092956/,,,,
Fort Atkinson,Main Street Bridge,WI,US,2017-06-03,less than 20,9,14,20,10,18,March for Truth,Demand investigation into Trump-Russia ties,1,march,,,,,1,1,http://www.940wfaw.com/wfaw-news/2017/06/05/march-for-truth-rally-in-fort-atkinson,https://www.facebook.com/events/1332187780201289,,,
Fort Lauderdale,"Huizenga Plaza, along Las Olas Boulevard to Southeast 10th Terrace",FL,US,2017-06-03,About 100,100,114,130,110,117,March for Truth,Demand investigation into Trump-Russia ties,1,march,0,0,0,0,1,1,http://www.sun-sentinel.com/local/broward/fl-sb-march-for-truth-20170601-story.html,https://www.facebook.com/events/1212714965517879/,,,
