CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Ellensburg,Hal Holmes Community Center,WA,US,2018-09-08,about two dozen,24,,24,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally; educational event,0,0,0,0,1,1,https://www.dailyrecordnews.com/news/rise-for-climate-event-focuses-on-addressing-climate-change-locally/article_1f4d2797-8be7-5c86-8900-d4cd90419024.html,,,,
Elmhurst,Elmhurst Public Library,IL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Elmira,Fitch's Bridge Boat Launch,NY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,0,1,https://riseforclimate.org/live/#,https://eu.stargazette.com/story/news/local/2018/09/04/climate-change-rally-saturday-downtown-elmira/1191062002/,,,
Elmira,Wisner Park,NY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,https://eu.stargazette.com/story/news/local/2018/09/04/climate-change-rally-saturday-downtown-elmira/1191062002/,,,
Elwood,O'Connor Park,IL,US,2018-09-08,about 500,500,,500,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://www.theherald-news.com/2018/09/11/hundreds-rally-for-climate-march-in-elwood/am2bq62/,,,
Englewood,Democratic Party Office,CO,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Eugene,Campbell Community Center,OR,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Eureka Springs,Basin Park,AR,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Everett,Harborview Park,WA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Everett,Snohomish County Administration Building,WA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Fairbanks,Noel Wien Library,AK,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Fairbanks,University of Alaska Fairbanks,AK,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,0,1,https://riseforclimate.org/live/#,https://actionnetwork.org/events/alaska-leaping-forward,,,
Fairfax,across Fairfax County culminating at Lost Dog Cafe Dunn Loring,VA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally; petition drive,,,,,1,1,https://riseforclimate.org/live/#,,,,
Falmouth,Surf Drive Beach in Falmouth,MA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Fayetteville,New River Canyon Rim,WV,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Flint,U/M Flint Theater,MI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://nbc25news.com/news/local/cultural-event-combines-arts-with-action-at-u-m-flint,,,
Fort Collins,Library Park,CO,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Fort Dodge,City Square Park,IA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Fort Myers,Centennial Park,FL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Frederick,Between 4th and 5th on Market St. ,MD,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Fredericksburg,Old Mill Park,VA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Fullerton,Fullerton City Hall,CA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Gainesville,Emmanuel Mennonite Church,FL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Galena,Galena Gazette Parking Lot,IL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Garden City,Yes We Can Community Center,NY,US,2018-09-08,,,,,,,NY Gov. Andrew Cuomo reelection campaign,pro-Democratic party candidate,1,rally,,,,,1,1,http://longisland.news12.com/story/39051506/cuomo-holds-rally-in-garden-city-ahead-of-primary-vote,,,,
Gilbert,Southern Regional Library,AZ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Grand Forks,Lincoln Drive Park,ND,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Grand Junction,The Old Courthouse,CO,US,2018-09-08,count vid,30,,50,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://www.westernslopenow.com/news/local-news/locals-rise-for-climate-change/1427906739,,,
Grand Rapids,Central School,MN,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Greensboro,Greensboro College,NC,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Gualala,In front of Red Stella,CA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Harrisburg,Swenson Plaza - Walnut Street Bridge,PA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Harrisonburg,Pale Fire Brewing Company,VA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Hartford,Capital Community College,CT,US,2018-09-08,,,,,,,Moral Monday CT,"rallying for economic, racial, social, women's, environmental, disability, and immigrant justice",1,rally; door-knocking,,,,,0,1,https://moralmondayct.org/,,,,
Hartford,State Capitol,CT,US,2018-09-08,,,,,,,Connecticut Human Rights Partnership,rallying for human rights,1,rally,,,,,1,1,https://www.facebook.com/events/1837109232994042/,,,,
Hattiesburg,T-Bones Records and Cafe,MS,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Hilo,Prince Kuhio Plaza,HI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Homer,WKFL and Mariner Parks,AK,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Honolulu,Capitol Building Lawn,HI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Houston,Emancipation Park,TX,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Houston,Houston Stampede Event Center,TX,US,2018-09-08,,,,,,,Beto O'Rourke campaign,campaign rally,1,rally,,,,,0,1,https://www.texastribune.org/2018/09/08/ted-cruz-beto-orourke-kick-jumpstart-post-labor-day-campaigns-harris-c/,,,,
Houston,,TX,US,2018-09-08,,,,,,,Lizzie Fletcher campaign,campaign rally,1,rally,,,,,0,1,https://www.texastribune.org/2018/09/08/ted-cruz-beto-orourke-kick-jumpstart-post-labor-day-campaigns-harris-c/,,,,
Humble,barbecue restaurant,TX,US,2018-09-08,,,,,,,Ted Cruz campaign,campaign rally,2,rally,,,,,0,1,https://www.texastribune.org/2018/09/08/ted-cruz-beto-orourke-kick-jumpstart-post-labor-day-campaigns-harris-c/,,,,
Huntington,Heritage Station,WV,US,2018-09-08,about 50,50,,50,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,http://www.herald-dispatch.com/news/local-group-marches-as-part-of-peoples-climate-movement/article_4e947fc2-4cf2-5731-99f1-75256d26d0cd.html,,,
Hyannis,Cape Space,MA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Indianapolis,Indiana Statehouse,IN,US,2018-09-08,about 100,100,,100,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://indianapublicmedia.org/news/hoosiers-demand-climate-action-in-soggy-march.php,,,
Jersey City,The Fountain in Lincoln Park,NJ,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Johnstown,West Main Street park,NY,US,2018-09-08,na,6,,6,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://dailygazette.com/article/2018/09/08/rally-links-johnstown-to-global-movement,,,,
Joshua Tree,Beatnik Lounge to Coyote Corner,CA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Juneau,Alaska State Capitol,AK,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Kailua Kona,Mauku of LDS Church south of Henry Street,HI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Kalispell,Depot Park,MT,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Kansas City,Downtown Overland Park,KS,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Katy,Faith West Academy,TX,US,2018-09-08,,,,,,,Ted Cruz campaign,campaign rally,2,rally,,,,,0,1,https://www.texastribune.org/2018/09/08/ted-cruz-beto-orourke-kick-jumpstart-post-labor-day-campaigns-harris-c/,,,,
Keene,Railroad Square,NH,US,2018-09-08,hundreds,200,,200,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,http://nhlabornews.com/2018/09/new-hampshire-rises-for-climate-jobs-and-justice-a-just-and-fair-transition-to-fossil-freedom/,,,
Kent,Kent East Hill,WA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Knoxville,The Birdhouse,TN,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
La Crosse,Riverside Park,WI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://www.news8000.com/news/rise-for-climate-rally-unites-la-crosse-with-95-countries/792402849,,,,
Lake Placid,Mirror Lake,NY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Lake View,Hwy 41,SC,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Lansing,Lansing Community Center,NY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Laramie,18th and Sheridan,WY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://actionnetwork.org/events/climate-change-and-solutions-rally,,,,
Las Cruces,Southwest Environmental Center,NM,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Lawrence,Outside Lawrence Art Center,KS,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Lawrenceburg,Community Center and Newtown Park,IN,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Lincoln,201 N 8th St,NE,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Livingston,Park Senior High School to Park & 5th,MT,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://actionnetwork.org/events/rise-for-climate-livingston,,,,
Long Beach,Long Beach Boardwalk,NY,US,2018-09-08,about 100,100,,100,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://www.newsday.com/long-island/nassau/climate-action-long-beach-rally-1.20898593,,,
Longmont,Boulder County Fairgrounds - NW Corner,CO,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Lordstown ,UAW Union Hall,OH ,US,2018-09-08,count pic ,20,,40,,,UWA union,calls for the end of factory jobs being offshored ,1,rally,0,0,0,0,1,1,http://www.wfmj.com/story/39052718/lordstown-labor-rally-calls-for-end-to-offshoring,,,,
Los Angeles,Esperanza Community Housing,CA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Los Angeles,St. Mark's Lutheran Church,CA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,0,1,https://riseforclimate.org/live/#,,,,
Louisville,Louisville Metro Hall,KY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Manchester Center,Northshire Bookstore,VT,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Marquette,Marquette Commons,MI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Mattoon,Douglas Hart Nature Center,IL,US,2018-09-08,,,,,,,Coles Progressives and People's Climate Movement,"promoting renewable energy, educating kids",1,rally; fair,0,0,0,0,1,1,https://jg-tc.com/news/local/new-sun-wind-power-event-held-at-nature-center-in/article_4176ed8b-4ced-57d2-905a-3c61cde0699b.html,,,,
McAllen,Archer Park,TX,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Miami,Bayfront Park,FL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Middletown,Middlesex Community College,CT,US,2018-09-08,,,,,,,Moral Monday CT,"rallying for economic, racial, social, women's, environmental, disability, and immigrant justice",1,rally; door-knocking,,,,,1,1,https://moralmondayct.org/,,,,
Milwaukee,Zeidler Union Square,WI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Minneapolis,East Phillips Park Cultural and Community Center,MN,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Minocqua,Calvary Lutheran Church,WI,US,2018-09-08,dozens,24,,24,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,http://www.wjfw.com/storydetails/20180908213214/people_march_for_global_day_of_action_in_minocqua,http://lakelandtimes.com/MobileContent/Events/Events/Article/Rise-Up-rally-in-Minocqua-on-Sept-8/19/50/43322,,
Minona,Woodland Park,WI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Mobile,Ben May Main Library,AL,US,2018-09-08,,,,,,,Common Sense Campaign Tea Party,"against Drag Queen Story Hour at public library, for Christian values",2,protest,,,,,0,1,https://www.wkrg.com/news/mobile-county/drag-queen-story-hour-saturday-protest-and-counter-protest-planned/1427024373,https://www.vice.com/en/article/evy7e4/the-far-right-is-doxxing-and-threatening-drag-queen-story-hour-these-queens-wont-be-stopped,https://apnews.com/article/north-america-us-news-ap-top-news-libraries-childrens-books-9e2f08586e0e40fc89b05dcc4c61b925,,
Mobile,Ben May Main Library,AL,US,2018-09-08,,,,,,,Human Wall of Love Against Hate,"in support of Drag Queen Story Hour, for LGBTQ+ pride",1,counter-protest,,,,,0,1,https://www.wkrg.com/news/mobile-county/drag-queen-story-hour-saturday-protest-and-counter-protest-planned/1427024373,,,,
Mobile,Bienville Square,AL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Monticello,Broadway Courthouse,NY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Montpelier,Vermont State House Lawn,VT,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Morgantown,Morgantown Farmers Market,WV,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://www.dominionpost.com/2018/09/08/rise-for-renewables-a-family-friendly-way-to-learn-about-future-of-energy/,,,
Morristown,Morristown Town Hall,NJ,US,2018-09-08,over a hundred,100,,100,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://www.northjersey.com/story/news/local/2018/09/08/climate-activists-rally-action-morristown-nj/1241556002/,,,,
Mundelein,Fremont Township Administration Building Community Room,IL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Nacogdoches,Nacogdoches Public Library,TX,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Nashville,Metro Courthouse,TN,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Natick,Natick Common,MA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Natural Bridge,Natural Bridge Zoo,VA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Navasota,in Navasota,TX,US,2018-09-08,hundreds,200,,200,,,Beto O’Rourke,NA,1,rally,0,0,0,0,1,1,https://www.theeagle.com/news/local/beto-o-rourke-to-visit-college-station-for-town-hall/article_d527df8e-b1f8-11e8-851e-2715daad6fae.html,https://www.theeagle.com/news/local/o-rourke-campaign-we-never-asked-to-remove-flags-at/article_1ee6af45-28bd-5537-a759-6d366ebfe3de.html,,,
New Bern,Glenbernie Park - Jaycee Shelter,NC,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
New Haven,New Haven Peoples Center,CT,US,2018-09-08,,,,,,,Moral Monday CT,"rallying for economic, racial, social, women's, environmental, disability, and immigrant justice",1,rally; door-knocking,,,,,1,1,https://moralmondayct.org/,,,,
New Haven ,,CT,US,2018-09-08,several dozens ,24,,24,,,General protestors,"rallying to ""ensure that clean, renewable energy investments in the most impacted and vulnerable communities are made a priority""",1,rally,0,0,0,0,1,1,https://www.wtnh.com/news/environment/environmental-rally-held-in-new-haven-on-sunday/1429533907,,,,
New London,All Souls Unitarian Church,CT,US,2018-09-08,,,,,,,Moral Monday CT,"rallying for economic, racial, social, women's, environmental, disability, and immigrant justice",1,rally; door-knocking,,,,,0,1,https://moralmondayct.org/,,,,
New London,Parade Plaza,CT,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
New Orleans,Gordon Plaza,LA,US,2018-09-08,over 100,100,,100,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,https://www.desmogblog.com/2018/09/10/residents-louisiana-s-cancer-alley-join-climate-movement-call-environmental-justice,,,
New Paltz,In front of Elting Memorial Library,NY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Newaygo,Brooks Park,MI,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
Newburgh,Newburgh Free Library,NY,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally; forum,0,0,0,0,1,1,https://riseforclimate.org/live/#,http://www.dailyfreeman.com/article/DF/20180909/NEWS/180909725,,,
Norfolk,The Plot,VA,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,1,1,https://riseforclimate.org/live/#,,,,
North Lima,Fracking Waste Injection Well in North Lima; 10650 Market St,OH,US,2018-09-08,count pic,2,,2,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,http://www.wfmj.com/story/39051948/fracking-and-injection-well-protest-in-north-lima,,,
Oceanside,Oceanside Pier,CA,US,2018-09-08,about 150,150,,150,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,0,0,0,0,1,1,https://riseforclimate.org/live/#,http://www.sandiegouniontribune.com/news/environment/sd-me-climate-march-20180906-story.html,,,
Orlando,Broadway United Methodist Church,FL,US,2018-09-08,,,,,,,Rise for Climate,demanding that elected leaders commit to no new fossil fuels and a just and fair transition to 100% renewable energy,1,rally,,,,,0,1,https://riseforclimate.org/live/#,,,,
