CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Athens,Athens County Courthouse,OH,US,2018-03-01,more than 100,100,,100,,,Athens County Board of Developmental Disabilities,Rallying for National Developmental Disabilities Awareness Month,0,rally,0,0,0,0,1,1,https://www.athensnews.com/news/local/acbdd-march-defies-the-rain/article_590376ac-1fdb-11e8-962f-0371616a8887.html,,,,
Augusta,State Capitol,ME,US,2018-03-01,hundreds,200,,200,,,Maine Gun Safety Coalition,Protesting bill that would allow guns on school property,1,protest,0,0,0,0,1,1,http://wgme.com/news/local/proponents-opponents-rally-over-bill-that-would-allow-guns-on-school-property,,,,
Augusta,State Capitol,ME,US,2018-03-01,hundreds,200,,200,,,general protestors,"Counter-protest, rallying for guns on school property",2,protest,0,0,0,0,0,1,http://wgme.com/news/local/proponents-opponents-rally-over-bill-that-would-allow-guns-on-school-property,,,,
Buffalo,St. Paul's Cathedral,NY,US,2018-03-01,FB: 127,127,,127,,,general protestors,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,1,1,https://www.wkbw.com/news/going-from-sadness-to-action-buffalo-church-looks-to-inspire-gun-control-change,https://www.facebook.com/events/345289235977780/,,,
Chicago,Federal Plaza,IL,US,2018-03-01,,,,,,,United We Dream,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.chicagomaroon.com/article/2018/3/2/rally-demands-illinois-representatives-take-action/,,,,
Columbus,Columbus Gov. Center,GA,US,2018-03-01,,,,,,,Colgay Pride of Columbus,Protesting anti-LGBT state bill,0,protest,0,0,0,0,1,1,http://www.wtvm.com/story/37629093/colgay-pride-hosts-rally-to-protest-georgia-adoption-bill,,,,
Des Moines,Roosevelt High School,IA,US,2018-03-01,about 300,300,,300,,,Students  ,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,1,1,https://www.desmoinesregister.com/story/news/education/2018/03/01/des-moines-roosevelt-students-walk-out-school-protest-gun-violence/387311002/,https://www.desmoinesregister.com/story/news/education/2018/03/01/des-moines-roosevelt-students-walk-out-school-protest-gun-violence/387311002/,,,
Frankfort,State Capitol,KY,US,2018-03-01,,,,,,,general protestors,Protesting abortion,2,protest,0,0,0,0,1,1,https://www.wtvq.com/2018/03/02/pro-life-activists-rally-frankfort/,,,,
Great Falls,Great Falls Central Catholic High School.,MT,US,2018-03-01,,,,,,,students,"Respect Rally""; celebrate inclusion",0,rally,0,0,0,0,1,1,http://www.krtv.com/story/37628161/respect-rally-held-at-great-falls-central-catholic-high-school,,,,
Hartford,Main St.; in front of courthouse,CT,US,2018-03-01,dozens,24,,24,,,general protestors,Protesting deportation of local couple,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1892991340763909/,http://fox61.com/2018/03/01/rally-held-for-new-britain-pizza-owners-facing-deportation-friday/,,,
Hayden,Hayden High School,CO,US,2018-03-01,More than half of the school's 123 students,62,,62,,,Students,Protesting school schedule change,0,walkout; protest,0,0,0,0,1,1,https://www.steamboattoday.com/news/hayden-students-stage-walkout-in-protest-of-schedule-change/,,,,
Helena,Montana State Capitol,MT,US,2018-03-01,about 100,100,,100,,,general protestors,Protesting cuts to health and addiction services budgets,0,protest,0,0,0,0,1,1,http://helenair.com/news/government-and-politics/about-turn-out-in-helena-to-protest-and-testify-against/article_495d0e05-2867-59c2-8302-0f21d904081d.html,,,,
Honolulu,Kailua Neighborhood Board,HI,US,2018-03-01,,,,,,,general protestors,Protesting closing of a popular bowling alley,0,protest,0,0,0,0,1,1,http://www.khon2.com/news/local-news/community-rallies-to-save-longtime-bowling-alley-from-demolition/1003356975,,,,
Juneau,Several street corners,AK,US,2018-03-01,,,,,,,general protestors,Rallying for non-profits,0,rally,0,0,0,0,1,1,http://juneauempire.com/local/news/2018-03-02/juneau-nonprofits-rally-pickclickgive-donations,,,,
Lafayette,University of Louisiana-Lafayette,LA,US,2018-03-01,dozens,24,,24,,,general protestors,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,1,1,http://www.katc.com/story/37629635/ul-hold-vigil-to-honor-florida-shooting-victims,,,,
Lake Buena Vista,Walt Disney World Resort,FL,US,2018-03-01,dozens,24,,24,,,Disney Employees,Lack of bonuses; Labor Protest,0,protest,0,0,0,0,1,1,https://www.clickorlando.com/news/disney-union-workers-say-company-is-holding-bonuses-hostage,https://www.kiro7.com/news/trending-now/disney-union-employees-protest-about-not-getting-bonus/709168092,,,
Las Vegas,Highway billboard,NV,US,2018-03-01,,,,,,,INDECLINE,Protesting gun violence,1,political vandalism,0,0,0,1,1,1,https://www.timesunion.com/entertainment/article/Vandals-Act-was-gun-protest-12721807.php,,,,
Los Angeles,UCLA Campus,CA,US,2018-03-01,about 20,20,,20,,,Students,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,1,1,http://dailybruin.com/2018/03/01/ucla-students-protest-for-comprehensive-gun-control-laws/,,,,
Meridian,East Mississippi Correctional Facility,MS,US,2018-03-01,,,,,,,Prisoners,Protesting cellblock search following discovery of contraband,0,hunger strike,0,0,0,0,1,1,https://www.hattiesburgamerican.com/story/news/2018/03/02/hunger-strike-east-mississippi-prison-eve-trial/389225002/,,,,
Morganton,Ole Burke County Courthouse,NC,US,2018-03-01,,,,,,,general protestors,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,1,1,http://www.morganton.com/gallery/photos-candlelight-vigil-for-parkland-shooting-victims/collection_e7eaff70-1e50-11e8-9006-bf05616d9375.html,,,,
Muskogee,Muskogee High School,OK,US,2018-03-01,about a dozen teachers and 20 students,32,,32,,,"teachers, students",Protesting low teacher pay,0,parents,0,0,0,0,1,1,http://www.muskogeephoenix.com/news/muskogee-teachers-protest-budget-cuts/article_fe202a18-1d9c-11e8-a675-43fa09b1dd09.html,,,,
Pineville,Pineville Middle School,WV,US,2018-03-01,more than 300,300,,300,,,general protestors,Rallying for teachers' contracts,0,rally,0,0,0,0,1,1,http://www.wvnstv.com/local-news/wyoming-county/wyoming-teachers-rally-with-union-representatives-on-sixth-day-of-walkout/1001646429,,,,
Pittsburgh,University of Pittsburgh,PA,US,2018-03-01,about 30,30,,30,,,general protestors,Rallying for disability rights,0,rally,0,0,0,0,1,1,https://pittnews.com/article/128473/news/disabled-activists-take-part-in-nationwide-day-of-mourning/,,,,
Pompano Beach,,FL,US,2018-03-01,,,,,,,general protestors,Rally in support of Sherrif Israel,0,rally,0,0,0,0,1,1,http://www.miamiherald.com/news/local/community/broward/article202848284.html,,,,
Richmond,Capitol Square,VA,US,2018-03-01,hundreds;more than 100; hundreds,200,,200,,,Healthcare for All VA,Rallying for more expansive medicaid,1,rally,0,0,0,0,1,1,http://wtvr.com/2018/03/01/hundreds-of-virginians-rally-for-medicaid-expansion/,http://www.newsadvance.com/news/state/general_assembly/northam-rallies-behind-medicaid-expansion-reaching-out-to-legislators/article_0538666c-f717-5a62-a918-369313037362.html,http://richmondfreepress.com/news/2018/mar/10/hundreds-urge-support-medicaid-expansion-va/,,
Roanoke,Jefferson National Forest,VA,US,2018-03-01,two,2,,2,,,general protestors,protesting pipeline construction,1,protest,0,0,0,0,1,1,http://www.wacotrib.com/news/trending/pipeline-protesters-are-sitting-in-trees-along-its-route-in/article_8aa0e920-1847-56c8-ac2e-02f9ca27343f.html,,,,
Salem,Bowditch Elementary School,MA,US,2018-03-01,video,12,,12,,,Parents; Students; general protestors,Protesting proposal to close school,0,protest,0,0,0,0,1,1,http://www.salemnews.com/news/bowditch-families-protest-school-closing-outside-salem-city-hall/article_c5563600-17f2-11e8-b52c-73abfff3b0e1.html,,,,
Sand Springs,Charles Page High School,OK,US,2018-03-01,100 to 150,100,,150,,,Students,Protesting cuts to education budget,0,walkout,0,0,0,0,1,1,http://www.tulsaworld.com/news/education/sand-springs-students-walk-out-of-class-to-protest-state/article_37008a73-8bd6-5df3-b3c1-4006f34e3f8a.html,http://ktul.com/news/local/sand-springs-students-to-walk-out-protest-budget-cuts-district-to-count-them-absent,,,
Saratoga Springs,Holiday Inn,NY,US,2018-03-01,roughly two dozen,24,,24,,,general protestors,Protesting anti-democrat comments by senator,1,protest,0,0,0,0,1,1,https://www.timesunion.com/news/article/In-Saratoga-protesters-demand-apology-for-12721310.php,http://www.saratogian.com/government-and-politics/20180301/at-spa-city-event-protesters-call-on-congresswoman-to-apologize-for-comments,,,
Scarborough,Scarborough High School,ME,US,2018-03-01,hundreds,200,,200,,,general protestors,Rallying behind embattled principal,0,rally,0,0,0,0,1,1,http://wgme.com/news/local/hundreds-rally-in-support-of-scarborough-principal,,,,
Seattle,University of Washington,WA,US,2018-03-01,,,,,,,WashPIRG,Rallying for renewable energy,1,rally,0,0,0,0,1,1,http://www.dailyuw.com/news/article_bb7a6abe-1dbc-11e8-a9cc-2b6743368d58.html,,,,
South Portland,Southern Maine Community College,ME,US,2018-03-01,more than 50,50,,50,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.theforecaster.net/smcc-students-hold-vigil-for-school-shooting-victims/,,,,
Starkville,Mississippi State University,MS,US,2018-03-01,,,,,,,general protestors,Protesting pro-abortion speaker,2,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/mississippi/articles/2018-03-02/speech-by-abortion-doctor-attracts-protest-at-university,,,,
Syracuse,Syracuse University,NY,US,2018-03-01,,,,,,,general protestors,Rallying for disability rights,0,rally,0,0,0,0,1,1,http://dailyorange.com/2018/03/syracuse-university-hosts-vigil-people-disabilities-killed-parents-caretaker/,,,,
Washington,Capitol,DC,US,2018-03-01,,11,,11,,,"""Dreamers""; general protestors",Supporting DACA,1,march,0,0,0,0,1,1,http://www.gazettenet.com/Local-Dreamer-successfully-completes-protest-walk-to-D-C-15910376,,,,
Athens,Clarke Middle School,GA,US,2018-03-02,,,,,,,Students,Protesting gun violence in wake of school shooting; Black Lives Matter,1,protest,0,0,0,0,1,1,http://www.onlineathens.com/news/20180302/clarke-middle-school-students-stage-protest,,,,
Bloomington,Indiana University,IN,US,2018-03-02,,,,,,,Students,Protesting speech by Elliott Abrams,0,walkout; protest,0,0,0,0,1,1,http://www.idsnews.com/article/2018/03/faculty-students-protest-former-foreign-policy-official-by-walking-out-of-discussion,,,,
Bozeman,Bozeman High School,MT,US,2018-03-02,more than 350,350,,350,,,Students,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,1,1,https://www.bozemandailychronicle.com/news/education/enough-bozeman-students-march-against-gun-violence/article_6b026127-688c-5685-897e-65aac800d4ad.html,,,,
Bozeman,Chief Jospeh Middle School,MT,US,2018-03-02,about 250,250,,250,,,Students,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,0,1,https://www.bozemandailychronicle.com/news/education/enough-bozeman-students-march-against-gun-violence/article_6b026127-688c-5685-897e-65aac800d4ad.html,,,,
Bozeman,Sacajawea Middle School,MT,US,2018-03-02,more than 250,250,,250,,,Students,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,0,1,https://www.bozemandailychronicle.com/news/education/enough-bozeman-students-march-against-gun-violence/article_6b026127-688c-5685-897e-65aac800d4ad.html,,,,
Burlington,Burlington Community High School,IA,US,2018-03-02,about 150,150,,150,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://m.me/join/AbaFSpdX9tQOZWXi,https://www.radioiowa.com/2018/03/02/burlington-students-stage-walk-out-rally-for-student-safety/,,,
Burlington,Downtown,VT,US,2018-03-02,,,,,,,general protestors,Protesting basing of military planes in Burlington,1,protest,3,0,0,0,1,1,https://www.burlingtonfreepress.com/story/news/2018/03/03/ben-and-jerrys-ben-cohen-arrested-during-f-35-protest-noise-burlington/391987002/,,,,
Charleston,State Capitol,WV,US,2018-03-02,thousands,2000,,2000,,,general protestors,Rallying for teachers' contracts,0,rally,0,0,0,0,1,1,https://www.wvgazettemail.com/news/education/boone-county-students-organize-rally-march-for-teachers-employees/article_e0617a96-d82a-5bfb-90c1-48d81a35d67a.html,http://www.wymt.com/content/news/Thousands-pack-West-Virginia-Capitol-grounds-for-teacher-rally-475680453.html,,,
College Station,Outside United Methodist Church,TX,US,2018-03-02,,,,,,,PETA,protesting animal testing at Texas A&M University,0,protest,0,0,0,0,1,1,http://www.kbtx.com/content/news/PETA-protest-uses-local-church-475988243.html,,,,
Del City,Republican Dan Fisher Campaign Rally,OK,US,2018-03-02,about 400,400,,400,,,GOP supporters,Republican Campaign Rally,2,rally,0,0,0,0,1,1,http://newsok.com/republican-fisher-says-hes-only-gubernatorial-candidate-to-call-for-abolishing-abortion/article/5585680?custom_click=rss,,,,
Eagle River,Eagle River High School,AK,US,2018-03-02,,,,,,,Students,Protesting state budget cuts,0,protest,0,0,0,0,1,1,http://www.ktuu.com/content/news/Eagle-River-High-School-students--475711493.html,,,,
Fayetteville,Fayetteville State University,NC,US,2018-03-02,about 75,75,,75,,,general protestors,Protesting sexual assault,1,protest,0,0,0,0,1,1,http://www.fayobserver.com/news/20180302/fsu-rally-draws-awareness-to-victims-of-sex-assault-violence,,,,
Flagler Beach,State Road 100 Bridge,FL,US,2018-03-02,more than 100,100,,100,,,general protestors,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,1,1,http://www.news-journalonline.com/news/20180302/flagler-county-students-march-to-protest-gun-violence-in-wake-of-parkland-massacre,,,,
Grand Rapids,Grand Rapids West Catholic High School,MI,US,2018-03-02,,,,,,,Students,Protesting resignation of softball coach,0,protest,0,0,0,0,1,1,http://fox17online.com/2018/03/02/students-protest-resignation-of-west-catholic-softball-coach/,,,,
Honolulu,Farrington Highway,HI,US,2018-03-02,dozens,24,,24,,,general protestors,Rallying for harsher penalties for negligent homicide,0,rally,0,0,0,0,1,1,http://khon2.com/2018/03/02/victims-families-rally-for-stiffer-penalties-for-drivers-convicted-of-negligent-homicide/,,,,
Liberty,Liberty High School,IA,US,2018-03-02,dozens,24,,24,,,Students  ,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,0,1,https://www.usnews.com/news/best-states/mississippi/articles/2018-03-02/speech-by-abortion-doctor-attracts-protest-at-university,,,,
Liberty,North Central Junior High School,IA,US,2018-03-02,dozens,24,,24,,,Students,Protesting gun violence in wake of school shooting,1,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/mississippi/articles/2018-03-02/speech-by-abortion-doctor-attracts-protest-at-university,,,,
Louisville,John F. Kennedy Montessori School,KY,US,2018-03-02,hundreds,200,,200,,,students,Rallying for children's issues,1,rally,0,0,0,0,1,1,https://www.courier-journal.com/story/news/education/2018/03/02/jcps-students-silence-send-message/384567002/,,,,
Marion,Vernon Middle School,IA,US,2018-03-02,more than a dozen,13,,13,,,general protestors,protesting reinstatement of school teacher,0,protest,0,0,0,0,1,1,http://www.thegazette.com/subject/news/education/marion-school-district-releases-statement-on-diane-grahams-return-20180302,,,,
Marshall,,IL,US,2018-03-02,,,,,,,general protestors,Rallying for school safety,0,rally,0,0,0,0,1,1,http://www.mywabashvalley.com/news/vigil-for-school-safety/1004665055,,,,
Medford,Sen. Merkley's office,OR,US,2018-03-02,more than 100,100,,100,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.mailtribune.com/news/20180302/medford-students-walk-out-for-school-safety,,,,
Minneapolis,Patrick Henry High School,MN,US,2018-03-02,about two dozen,24,,24,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.kare11.com/article/news/patrick-henry-high-students-protest-gun-violence/89-524974455,,,,
Oklahoma City,County Courthouse,OK,US,2018-03-02,,,,,,,general protestors,Rallying for the deaf,0,rally,0,0,0,0,1,1,http://okcfox.com/news/local/advocates-for-the-deaf-rally-outside-oklahoma-county-courthouse,,,,
Pompano Beach,Word of the Living Ministries,FL,US,2018-03-02,about 100,100,,100,,,general protestors,Rallying behind Sherriff Israel,0,rally,0,0,0,0,1,1,https://www.npr.org/2018/03/02/590317905/broward-sheriff-avoids-the-spotlight-as-his-supporters-rally,,,,
Queens Creek,Queens Creek High School,AZ,US,2018-03-02,about 100,100,,100,,,Project Connect Dawn,Rallying for suicide prevention,0,rally,0,0,0,0,1,1,https://ktar.com/story/1974406/parents-advocates-rally-queen-creek-high-loses-five-suicide/,,,,
San Francisco,Sutter St.,CA,US,2018-03-02,about 30,30,,30,,,general protestors,Rallying for workers' right to unionize,0,rally,0,0,0,0,1,1,http://www.sfweekly.com/news/s-f-tech-workers-protest-for-the-right-to-unionize/,,,,
San Jose,King Road,CA,US,2018-03-02,,,,,,,general protestors,Protesting ICE raids,1,protest,0,0,0,0,1,1,http://abc7news.com/society/ice-activity-in-san-jose-prompts-friday-night-rally-in-san-jose/3166782/,,,,
Seattle,King County Building,WA,US,2018-03-02,about 50,50,,50,,,general protestors,Protesting proposed new juvenile detention center,0,protest,0,0,0,0,1,1,http://mynorthwest.com/915151/chokepoints-letter-city-seattle/,http://komonews.com/news/local/opponents-of-new-youth-jail-block-downtown-seattle-traffic,,,
South Bend,Notre Dame Campus,IN,US,2018-03-02,60 + another dozen or so,72,,72,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.wndu.com/content/news/March-march-for-Dreamers-lead-by-students--475697233.html,,,,
University City,Sen. Mcaskill's office,MO,US,2018-03-02,dozens,24,,24,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.kmov.com/story/37637083/dreamers-rally-near-sen-mccaskills-office-in-university-city,,,,
Walker,Walker High School,LA,US,2018-03-02,,,,,,,general protestors,Protesting students who have threatened violence,0,protest,0,0,0,0,1,1,http://www.wafb.com/story/37631297/see-it-say-it-school-rally-to-addresses-social-media-threats,,,,
Anchorage,near the starting line of the 46th Iditarod Trail Sled Dog Race,AK,US,2018-03-03,,,,,,,PETA,Protesting dog racing,0,protest,0,0,0,0,1,1,https://www.adn.com/outdoors-adventure/iditarod/2018/03/03/citing-dog-deaths-peta-brings-a-protest-to-the-iditarod-starting-line/,,,,
Anchorage,University Of Alaska Anchorage's Rasmuson Hall,AK,US,2018-03-03,,,,,,,general protestors,rallying for student funding,1,rally,0,0,0,0,0,1,http://www.ktuu.com/content/news/Anchorage-high-schoolers-want-to-see-more-funding-per-student-475760303.html,,,,
Ann Arbor,Liberty Plaza,MI,US,2018-03-03,hundreds,200,,200,,,"Pioneer High School Civic and Engagement Club, Washtenaw Youth Resistance",Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,https://www.detroitnews.com/picture-gallery/news/local/michigan/2018/03/03/high-school-students-stage-die-in-protest-against-guns-in-ann-arbor/111060206/,,,,
Austin,started at Decatur City Hall and ended at the Daikin Amphitheater,AL,US,2018-03-03,more than 100,101,,101,,,Stand Up and Stand Out Youth March,protesting gun violence,1,protest,0,0,0,0,1,1,http://www.decaturdaily.com/news/morgan_county/decatur/austin-high-senior-spearheads-rally-to-raise-awareness/article_2c929b61-9345-5fb0-838b-9d0f52f4c109.html,,,,
Austin,Congress Ave.,TX,US,2018-03-03,about 100,100,,100,,,Texans United for America,Rallying in support of Trump,2,rally,1,0,0,0,1,1,https://www.statesman.com/news/local/just-about-100-pro-trump-supporters-rally-the-capitol-march-down-congress-ave/GFYU1hmzEmZADqygagYrxM/,,,,
Austin,Congress Ave.,TX,US,2018-03-03,,,,,,,general protestors,"Counter-protest, against Trump",1,protest,0,0,0,0,0,1,https://www.statesman.com/news/local/just-about-100-pro-trump-supporters-rally-the-capitol-march-down-congress-ave/GFYU1hmzEmZADqygagYrxM/,,,,
Berkeley,Revolution Books,CA,US,2018-03-03,,,,,,,general protestors,Protesting leftist bookstore,2,protest,0,0,0,0,1,1,http://abc7news.com/politics/revolution-books-in-berkeley-becomes-target-for-right-wing-groups/3191606/,,,,
Bozeman,Bozeman High School to Senator Daines Office in downtown Bozeman,MT,US,2018-03-03,hundreds,200,,200,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,0,1,http://www.kbzk.com/story/37636556/bozeman-high-school-students-participate-in-gun-control-protest,,,,
Bozeman,Gallatin County Fairgrounds,MT,US,2018-03-03,,,,,,,general protestors,Rallying to protect public lands,1,rally,0,0,0,0,1,1,https://www.bozemandailychronicle.com/news/environment/following-daines-and-gianforte-bills-residents-rally-for-public-lands/article_ff76cc48-db8f-569e-ac4b-416a5331ba07.html,,,,
Charleston,State Capitol,WV,US,2018-03-03,FB: 361,361,,361,,,Morgantown NOW,Protesting bill that would limit access to abortion,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/135933593887357/,,,,
Charlotte ,Marshall Park,NC,US,2018-03-03,FB: 67,67,,67,,,Libre,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/202997930284761/,,,,
Charlottesville,from the University of Virginia through Charlottesville,VA,US,2018-03-03,dozens,24,,24,,,general protestors,Rallying for racial justice/to commemorate liberation of slaves,1,march,0,0,0,0,1,1,http://www.whsv.com/content/news/475833143.html,,,,
Chattanooga,11th Ave.,TN,US,2018-03-03,FB: 87,87,,87,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/283117712218354/,,,,
Cheyenne,State Capitol,WY,US,2018-03-03,,,,,,,general protestors,Protesting domestic violence,0,protest,0,0,0,0,1,1,https://www.wyomingnews.com/news/local_news/faith-leaders-advocates-rally-against-domestic-violence/article_306835e2-1f82-11e8-9ebc-83d9a19d854e.html,,,,
Columbia,Offices of Vision Property Management,SC,US,2018-03-03,about 45,45,,45,,,Youngstown Neighborhood Development Corp.; Alliance for Congregational Transformation Influencing Our Neighborhoods,Protesting predatory land grabs,1,protest,0,0,0,0,1,1,http://www.vindy.com/news/2018/mar/04/valley-activists-denounce-land-contracts/,http://www.vindy.com/news/2018/mar/02/vindy-live-reports-saturday-protest-caravan-over-c/,,,
Corning,,CA,US,2018-03-03,,,,,,,general protestors,Rallying for gun rights,2,rally,0,0,0,0,1,1,http://www.actionnewsnow.com/content/news/Supporters-gather-for-pro-gun-rally-in-Corning-475774203.html,,,,
East Hartford,Cabela’s; 475 East Hartford Blvd North,CT,US,2018-03-03,,,,,,,Indivisible CT,Protesting gun violence in wake of school shooting; pro-gun control,1,protest,0,0,0,0,1,1,Facebook,,,,
Flossmoor,Planned Parenthood,IL,US,2018-03-03,estimated 90 to 100,90,,100,,,Pro-Life Action League,Protesting abortion,2,protest,0,0,0,0,1,1,https://hfchronicle.com/article/2018/mar/04/pro-life-activists-stage-protest-flossmoor-planned-parenthood-facility,,,,
Fort Bragg,Outside Pentecost Hall,CA,US,2018-03-03,,,,,,,general protestors,Protesting pro-NRA event,1,protest,0,0,0,0,1,1,http://www.advocate-news.com/general-news/20180308/friends-of-nra-event-protested,,,,
Fort Lauderdale,E. Broward Blvd.,FL,US,2018-03-03,FB: 38,38,,38,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/216272192283111/,,,,
Hollywood,,CA,US,2018-03-03,hundreds,200,,200,,,National Hispanic Media Coalition,Protesting Oscars for being so white,0,protest,0,0,0,0,1,1,http://deadline.com/2018/03/national-hispanic-media-coalition-oscar-protest-1202309472/,,,,
Hood River,Overlook Memorial Park,OR,US,2018-03-03,25,25,,25,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.hoodrivernews.com/news/2018/mar/02/daca-rally-saturday-hood-river/,http://www.hoodrivernews.com/news/2018/mar/07/daca-rally/,,,
Houston,Emancipation Park,TX,US,2018-03-03,more than 1000,1000,,1000,,,Black Lives Matter and Houston Rising,Rallying for black women,0,rally,0,0,0,0,1,1,https://www.chron.com/news/houston-texas/houston/article/Houston-march-celebrates-black-women-12725885.php,,,,
Indialantic,Douglas Park,FL,US,2018-03-03,about two dozen,24,,24,,,general protestors,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.kgw.com/article/news/nation-now/vigil-for-parkland-school-shooting-victims-gives-voice-to-frustration/465-0d235b33-0100-4f62-9207-d8a963b1ccb5,,,,
Jonesboro,Craighead County Courthouse,AR,US,2018-03-03,FB: 9,9,,9,,,Arkansas United Community Coalition,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/543668709353528/,,,,
Lima,Town Square,OH,US,2018-03-03,,,,,,,general protestors,Protesting high cable TV prices,0,protest,0,0,0,0,1,1,http://www.limaohio.com/news/288590/lima-protesters-call-out-high-cost-of-cable,,,,
Lincoln,Gov's Mansion,NE,US,2018-03-03,about 20,20,,20,,,Action Committee Nebraska,Rallying for gun control,1,rally,0,0,0,0,1,1,http://journalstar.com/news/local/protect-my-friends-protesters-rally-outside-governor-s-mansion-for/article_bc2f2a72-3b81-57e4-bd49-8948843cefcc.html,,,,
Lincoln,outside Governor's Mansion,NE,US,2018-03-03,about 20,20,,20,,,general protestors,rallying for stricter gun laws,1,rally,0,0,0,0,1,1,http://journalstar.com/news/local/protect-my-friends-protesters-rally-outside-governor-s-mansion-for/article_bc2f2a72-3b81-57e4-bd49-8948843cefcc.html,,,,
Livingston,Temple B’nai Abrahama,NJ,US,2018-03-03,,,,,,,Jewish Federation of Greater MetroWest of New Jersey,Protesting gun violence in the wake of school shooting,1,rally,0,0,0,0,1,1,http://www.montclairlocal.news/wp/index.php/2018/03/03/montclair-parkland-survivors-rally/,,,,
Long Island City,44th Drive and Vernon Boulevard,NY,US,2018-03-03,,,,,,,general protestors,protesting waterfront developments,0,protest,0,0,0,0,1,1,http://qns.com/story/2018/03/01/long-island-city-residents-rally-city-plans-waterfront-sites-44th-drive/,,,,
Marysville,Corner of State Street and Fourth Street,WA,US,2018-03-03,dozens; about 80,24,,80,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.king5.com/article/news/local/marysville-students-hold-anti-gun-march-in-wake-of-school-shootings/281-525088105,http://www.heraldnet.com/news/students-demand-gun-control/,http://www.marysvilleglobe.com/news/marysville-students-rally-for-safe-schools-angry-fed-up-with-gun-violence/,,
Milton,Rep. Handel's office,GA,US,2018-03-03,,,,,,,Students,Protesting gun violence in the wake of school shooting,1,protest,0,0,0,0,1,1,http://www.11alive.com/article/news/local/milton-high-students-march-to-local-congresswomans-office-demanding-gun-control/85-525164935,,,,
New Hartford,Cavallo's Restaurant,CT,US,2018-03-03,more than 60,60,,60,,,Indivisible Mohawk Valley,Protesting Rep. Tenney's announcement to run for reelection,0,protest,0,0,0,0,1,1,http://www.timestelegram.com/news/20180303/more-than-60-protest-at-tenney-announcement,,,,
New Orleans,City Hall,LA,US,2018-03-03,more than 100,100,,100,,,Students for a National Health Program,March for Universal Health Care,1,rally,0,0,0,0,0,1,http://www.fox8live.com/story/37640667/medical-students-march-for-universal-healthcare,,,,
New Orleans,Duncan Plaza,LA,US,2018-03-03,dozens,24,,24,,,general protestors,Protesting proposed power plant construction,0,protest,0,0,0,0,1,1,http://www.wwltv.com/article/news/local/dozens-come-out-to-protest-proposed-entergy-power-plant/289-525211503,,,,
New York,Mott St.,NY,US,2018-03-03,FB: 50,50,,50,,,NYC for Abortion Rights,Rallying for reproductive rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1563771943699611/,,,,
Norwalk,St. Paul's on the Green,CT,US,2018-03-03,,,,,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/163551671117247/,,,,
Oklahoma City,a metro park,OK,US,2018-03-03,dozens,24,,24,,,general protestors,Counterprotest in opposition to confederate flag,1,protest,0,0,0,0,0,1,http://kfor.com/2018/03/03/crowd-gathers-in-okc-in-support-opposition-of-confederate-flag-rally/,,,,
