date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2022-05-09,Lawrenceville,NJ,"Shred-It, 649 Whitehead Rd",,,,,Teamsters Local 469,,"against unfair labor practices at Shred-It, for higher pay for drivers and helpers",0,strike; picket,,,,,,,,,,,,https://www.instagram.com/p/CXv74K0svtK/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Lincoln,NE,W Pioneers Blvd and S 1st St,Niskithe Prayer Camp,,,,,Native Americans,"against Wilderness Crossing development project, for protection of sacred ceremonial land, for environmental conservation, for indigenous peoples' rights, for meaningful engagement with protesters by city officials and the Catholic Diocese and developers",1,demonstration,,encampment of six teepees,,,,,,,,,,https://itsgoingdown.org/prayer-camp-launched-lincoln-nebraska/,https://www.niskitheprayercamp.com/,https://www.ketv.com/article/indigenous-advocates-protest-prayer-protect-spiritually-based-sweat-lodge/39949291,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Los Angeles,CA,Cedars-Sinai Medical Center,,,,,,maintenance workers; service staff; clinical support workers,"against unfair labor practices at Cedars-Sinai Medical Center, for higher pay and safe staffing",0,strike; picket,,,,,,,,,,,,https://www.nbclosangeles.com/on-air/cedars-sinai-workers-to-protest-unfair-labor-practices/2888594/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Los Angeles,CA,"Century Regional Detention Facility, 11705 S Alameda St",Free Black Mamas,count video,35,40,Essie Justice Group; Dignity & Power Now; A New Way of Life; Black Lives Matter LA; National Bail Out,,"for investing in care first and jails last, for decarceration of Black women and men, fund our communities now, bring Black mamas home, care not cages, care first jails never",0,rally; press conference,,,,,,,,,,,,https://twitter.com/essie4justice/status/1518753810558046209,https://twitter.com/essie4justice/status/1523726979668664333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Los Angeles,CA,"Philippine Consulate General Los Angeles, 3435 Wilshire Blvd",Vigil for Democracy,,,,Malaya San Diego,,"for clean and honest elections in the Philippines, for democracy, against Marcos-Duterte ticket",0,vigil,,,,,,,,,,,,https://www.instagram.com/p/CdOPYobrsQj/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Los Angeles,CA,Uber Greenlight Hub,,count video,10,20,,,"for higher pay for rideshare workers, unions for all, for 55 cent surcharge to help cover increased gas prices",0,rally,,,,,,,,,,,EC,https://abc7.com/uber-lyft-gas-protest/11835574/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Madison,WI,Wright Middle School,,count pic,30,50,Madison Teachers Inc.,,"for better pay for educators, strive for five, for $5 wage increase, listen to your staff",0,rally; march,,,,,,,,,,,EC,https://captimes.com/news/education/mti-rally-wages/article_ebcc0d8c-5dcf-583b-8142-7bef02d7078e.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,McLean,VA,McLean High School,Statewide Student Day of Action for Abortion Access,,,,Generation Ratify Virginia,students,"against overturning Roe v. Wade, for abortion access",1,walkout,,,,,,,,,,,,https://www.whsv.com/2022/05/10/students-organize-march-walkouts-across-virginia-support-abortion-access/,https://www.instagram.com/p/CdKO970OGHA/,https://twitter.com/bluevirginia/status/1523427400771866624,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Meadville,PA,Diamond Park,,about 50,50,50,,candidates for office,"against overturning Roe v. Wade, fight for women's rights, for reproductive freedom, for women's health, for voting",1,vigil,,,,,,,,,,,,https://www.sharonherald.com/news/pending-abortion-ruling-spurs-vigil-for-abortion-rights/article_216615b7-c78d-547a-a32e-8e7780cd1e42.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Melrose Park,IL,"Kerry Ingredients & Flavours, 3141 W North Ave",,,,,Teamsters Local 781,,"against unfair labor practices at Kerry Ingredients & Flavours, against mandatory overtime",0,strike; picket,,,,,,,,,,,,https://www.instagram.com/p/CbFkzWeBfGM/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Miami,FL,4525 Collins Ave,"We Work, We Want to Live",count pic,25,30,UNITE HERE! Local 355,,"for higher wages for hotel workers in South Florida, one job should be enough, cocineros exigen justicia, hotel cook demand justice, hotel rooms should be cleaned every day, end abusive working conditions",0,march,,,,,,,,,,,,https://twitter.com/UNITEHERE_SoFla/status/1522228115245785089,https://twitter.com/UNITEHERE_SoFla/status/1523736615645970432,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Midlothian,VA,Clover Hill High School,Statewide Student Day of Action for Abortion Access,,,,Generation Ratify Virginia,students,"against overturning Roe v. Wade, for abortion access",1,walkout,,,,,,,,,,,,https://www.whsv.com/2022/05/10/students-organize-march-walkouts-across-virginia-support-abortion-access/,https://www.instagram.com/p/CdKO970OGHA/,https://twitter.com/bluevirginia/status/1523427400771866624,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Midlothian,VA,James River High School,Statewide Student Day of Action for Abortion Access,,,,Generation Ratify Virginia,students,"against overturning Roe v. Wade, for abortion access",1,walkout,,,,,,,,,,,,https://www.whsv.com/2022/05/10/students-organize-march-walkouts-across-virginia-support-abortion-access/,https://www.instagram.com/p/CdKO970OGHA/,https://twitter.com/bluevirginia/status/1523427400771866624,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Midlothian,VA,Midlothian High School,Statewide Student Day of Action for Abortion Access,,,,Generation Ratify Virginia,students,"against overturning Roe v. Wade, for abortion access",1,walkout,,,,,,,,,,,,https://www.whsv.com/2022/05/10/students-organize-march-walkouts-across-virginia-support-abortion-access/,https://www.instagram.com/p/CdKO970OGHA/,https://twitter.com/bluevirginia/status/1523427400771866624,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,Minneapolis,MN,Irene Hixon Whitney Pedestrian Bridge,Defend Roe!,,,,PSL,,"against overturning Roe v. Wade, for abortion rights, against the war on women",1,rally,,,,,,,,,,,,https://www.liberationnews.org/join-nationwide-emergency-actions-to-defend-abortion/,https://www.facebook.com/events/1238458386692560/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
