CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Las Vegas,Arts District in downtown Las Vegas,Clark,NV,US,2018-11-02,,2000,,2000,,,Democratic campaign,rallying support for Democratic candidate Rosen,1,rally,0,0,0,0,1,1,https://news3lv.com/news/local/jimmy-kimmel-kamala-harris-to-rally-for-nevada-democrats-in-las-vegas,https://lasvegassun.com/news/2018/oct/31/kimmel-flowers-to-headline-las-vegas-rally-friday/,https://www.santacruzsentinel.com/2018/11/02/the-latest-rosen-makes-female-focused-push-in-las-vegas/,,
Las Vegas,,Clark,NV,US,2018-11-02,a crowd of about 600,600,,600,,,Trump Jr with Trump campaign,rallying for Republican candidates,2,rally,0,0,0,0,1,1,https://apnews.com/a8a0f46551424503a332d12e9360f169,https://www.reviewjournal.com/news/politics-and-government/nevada/jimmy-kimmel-brandon-flowers-rally-for-democrats-in-las-vegas-1517380/,,,
Long Beach,Belmont Shore neighborhood,Los Angeles,CA,US,2018-11-02,22 (count pic),22,,22,,,Democratic Socialists of America’s Long Beach chapter,protesting evictions of homeless,0,march,0,0,0,0,1,1,https://www.latimes.com/local/lanow/la-me-ln-long-beach-patrols-20181102-story.html,https://www.sandiegouniontribune.com/news/california/la-me-ln-long-beach-patrols-20181102-story.html,,,
Longview,1205 Eden Drive,Gregg,TX,US,2018-11-02,,,,,,,Emanu-el community,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://www.news-journal.com/news/local/prayer-rally-planned-at-emanu-el-to-remember-shooting-victims/article_b59501fe-dd47-11e8-87f0-070e0b1f5797.html,,,,
Longview,Lower Columbia College,Cowlitz,WA,US,2018-11-02,About 50,50,,50,,,Patriot Prayer members,pro-gun rally,2,rally,0,0,0,0,1,1,https://tdn.com/news/local/political-protest-group-plans-pro-gun-rally-at-lower-columbia/article_37672e7b-4145-5b47-8ac0-bb5334428538.html,https://tdn.com/news/local/patriot-prayer-pro-gun-rally-at-lcc-peaceful-despite-tense/article_393ef906-7c58-5982-8158-7a1adb13d79b.html,,,
Madison,Monona Terrance,Dane,WI,US,2018-11-02,about 350,350,,350,,,Warren/Democratic campaign,rallying Democratic support,1,rally,0,0,0,0,1,1,https://lacrossetribune.com/news/state-and-regional/fourth-possible-democratic-contender-visits-madison-for-tammy-baldwin-rally/article_b3713b36-c3cf-55e8-ab8f-374b5702a769.html,,,,
Mana ,outside main gate of the Pacific Missile Range Facility,Kauai,HI,US,2018-11-02,na,17,,17,,,Sovereignty Kanaka Nation,protest illegal occupation of their sovereign land,0,protest,0,0,0,0,1,1,https://www.hawaiinewsnow.com/2018/11/03/sovereignty-activists-block-gate-pacific-missile-range-facility-protest/,,,,
Manassas,Nelson Park,Prince William,VA,US,2018-11-02,about 40,40,,40,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,0,0,0,0,1,1,https://www.insidenova.com/news/prince_william/manassas-vigil-honors-pittsburgh-synagogue-shooting-victims/article_b5ba0f44-df04-11e8-9e22-336f07511c37.html,,,,
McCook,Sehnert’s Bakery,Red Willow,NE,US,2018-11-02,FB: 2,2,,2,,,GOP campaign,rallying for Republican support,2,rally,0,0,0,0,1,1,http://www.mccookgazette.com/story/2562775.html,https://business.facebook.com/events/205183653587966/,,,
Miami,Ice Palace Film Studios,Miami-Dade,FL,US,2018-11-02,na,4000,,4000,,,Obama/Democrats,rally for Democrats,1,rally,0,0,0,0,1,1,https://www.washingtonpost.com/politics/2018/11/03/obama-rips-hecklers-why-are-people-who-won-last-election-so-mad-all-time/?utm_term=.ccd5412fdb43,https://miami.cbslocal.com/2018/10/30/barack-obama-in-miami-friday-to-rally-support-free-tickets-available/,https://cbs12.com/news/local/obama-rallies-for-democrats-in-miami,,
Muncie,Ball State University,Delaware,IN,US,2018-11-02,more than 100,100,,100,,,general protestors,against violent attack on Pittsburgh synagogue and in Kentucky,0,vigil,0,0,0,0,1,1,http://www.ballstatedaily.com/article/2018/11/news-ball-state-candlelight-vigil,,,,
Newburyport,Congregation Ahavas Achim,Essex,MA,US,2018-11-02,Around 500,500,,500,,,general protestors,against violent attack on Pittsburgh synagogue a,0,vigil,0,0,0,0,1,1,https://twitter.com/Oldmac18/status/1058487799408746496,https://www.newburyportnews.com/news/local_news/police-boost-presence-at-newburyport-synagogue/article_88ce8ff0-df68-577f-89ab-5f51c70b6dec.html,,,
New York,1211 6th Ave at 48th St.,New York,NY,US,2018-11-02,FB: 26,26,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,protest,0,0,0,0,0,1,https://twitter.com/BklynEagle/status/1058494035172777984,,,,
New York,Fordham University Rose Hill campus; Bronx,New York,NY,US,2018-11-02,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,protest,0,0,0,0,0,1,https://twitter.com/DEANRODGERSRH/status/1058464117638488066,,,,
Oberlin,Oberlin College,Lorain,OH,US,2018-11-02,na,200,,200,,,general protestors,against violent attack on Pittsburgh synagogue and in Kentucky,0,vigil,0,0,0,0,1,1,https://twitter.com/DaveOBrienCT/status/1058461983694053376,http://www.chroniclet.com/Local-News/2018/11/03/Oberlin-College-students-others-unite-against-hate.html,,,
Oswego,SUNY,Oswego,NY,US,2018-11-02,na,50,,50,,,general protestors,against violent attack on Pittsburgh synagogue and in Kentucky,0,vigil,0,0,0,0,1,1,https://twitter.com/Wayne_OswegoCCO/status/1058522032852361217,,,,
Pahrump Valley,,Nye,NV,US,2018-11-02,na,200,,200,,,Trump Jr with Trump campaign,rallying Republican support,2,rally,0,0,0,0,1,1,https://pvtimes.com/news/trump-jr-to-rally-republicans-in-pahrump/,https://www.eastoregonian.com/community/the-latest-kimmel-roasts-heller-trump-at-las-vegas-rally/article_47f93820-7fad-548e-ba4c-dd79d57b2062.html,,,
Passaic,,Passaic,NJ,US,2018-11-02,count pic,100,,100,,,general protestors,against violent attack on Pittsburgh synagogue ,0,vigil,0,0,0,0,1,1,https://twitter.com/FirstLadyNJ/status/1058455375815606272,,,,
Plantation,Ramat Shalom,Broward,FL,US,2018-11-02,,,,,,,general protestors,against violent attack on Pittsburgh synagogue ,0,vigil,0,0,0,0,1,1,https://twitter.com/bocamag/status/1058462135318179846,,,,
Port Chester,Congregation KTI,Westchester,NY,US,2018-11-02,more than 150,150,,150,,,general protestors,against violent attack on Pittsburgh synagogue ,0,vigil,0,0,0,0,1,1,https://twitter.com/WestmoreNews/status/1058493964670521344,,,,
Rapid City,Community Cafe in downtown Rapid City,Pennington,SD,US,2018-11-02,,,,,,,Democratic campaign,rallying support for Tim Bjorkland,1,rally,0,0,0,0,1,1,https://www.blackhillsfox.com/content/news/Tim-Bjorkman-makes-final-rally-in-Rapid-City-499467921.html,https://www.kotatv.com/content/news/South-Dakota-Congressional-candidate-Tim-Bjorkman-rallies-in-Rapid-City-499468091.html,,,
Reno,Reno cabinet warehouse,Washoe,NV,US,2018-11-02,na,200,,200,,,Trump campaign,rallying for Republican candidates,2,rally,0,0,0,0,1,1,https://www.rgj.com/story/news/politics/2018/10/30/trump-jr-rally-gop-voters-reno-friday/1821994002/,https://www.ktvn.com/story/39377363/donald-trump-jr-to-hold-rallies-in-carson-city-reno,,,
San Juan,meeting at the LUPE office on 1601 E. Business 83 at noon and voting at Sgt. Fernando De La Rosa Memorial Library in Alamo,Hidalgo,TX,US,2018-11-02,,,,,,,early vote rally and caravan to the polls,rally to encouage early voting ,1,rally,0,0,0,0,2,1,https://www.brownsvilleherald.com/news/valley/dolores-huerta-cristela-alonzo-attending-early-voting-rally-friday-in/article_8245fba5-fc94-5afc-9ee0-caa7d1e8f0ae.html,,,,
Santa Fe,Meow Wolf,Santa Fe,NM,US,2018-11-02,na,350,,350,,,Democratic campaign,rallying Democratic support,1,rally,0,0,0,0,1,1,http://www.santafenewmexican.com/news/local_news/sense-of-urgency-at-santa-fe-democratic-rally/article_889eceaf-ad75-51b7-877e-5a17cf124e0d.html,,,,
Slippery Rock,Slippery Rock University,Butler,PA,US,2018-11-02,,,,,,,general protestors,against violent attack on Pittsburgh synagogue ,0,vigil,0,0,0,0,1,1,https://twitter.com/sruliberalarts/status/1058448685061885953,,,,
Savannah,Savannah Convention Center,Chatham,GA,US,2018-11-02,,,,,,,Trump campaign,Pence and Kemp rallying for Republican candidates,2,rally,0,0,0,0,1,1,http://www.thegeorgeanne.com/news/article_cf148efd-8e03-5b71-9491-224614276617.html,,,,
Spring Grove,,McHenry,IL,US,2018-11-02,over 1200,1200,,1200,,,Ryan/GOP campaign,rallying support for Republican candidate Hultgren,2,rally,0,0,0,0,1,1,https://wgntv.com/2018/10/31/paul-ryan-attending-chicago-area-rally-for-congressman-hultgren/,https://kwwl.com/news/2018/10/30/biden-stops-in-cedar-rapids-for-early-voting-rally/,,,
Statesboro,Anderson General Store,Bulloch,GA,US,2018-11-02,Around 200,200,,200,,,Republican rally,rallying for Republican candidate Kemp,2,rally,0,0,0,0,1,1,http://www.thegeorgeanne.com/news/article_cf148efd-8e03-5b71-9491-224614276617.html,http://www.thegeorgeanne.com/camayak-content/article_8f0250d8-fb3a-5321-a50d-9e9d2be2d831.html,,,
Standing Rock,tribal headquarters of Standing Rock Sioux,Sioux,ND,US,2018-11-02,Around 200,200,,200,,,Booker/Democratic supporters,rallying to support Democratic candidate Heitkamp,1,rally,0,0,0,0,1,1,https://www.apnews.com/0233a875c44a4cdbbdabe0db598bd6fe,,,,
Staunton,Statler Chairs,Staunton City,VA,US,2018-11-02,count FB video,25,,25,,,rally for trans rights,protest Trump statement on trans rights,1,march,0,0,0,0,1,1,https://www.newsleader.com/story/news/local/2018/10/31/trans-visibility-march-held-friday-staunton/1834691002/,https://www.facebook.com/events/294573011378697/,,,
Washington,Gallaudet University,DC,DC,US,2018-11-02,,,,,,,general protestors,against violent attack on Pittsburgh synagogue ,0,vigil,0,0,0,0,1,1,https://twitter.com/ADWSNM/status/1058466581569769472,,,,
West Lafayette,outside Temple Israel,Tippecanoe,IN,US,2018-11-02,Around 200,200,,200,,,general protestors,against violent attack on Pittsburgh synagogue ,0,vigil,0,0,0,0,1,1,https://twitter.com/RabbiHarvey/status/1058491721791737863,,,,
West Palm Beach,Meyer's Park Amphitheater,Palm Beach ,FL,US,2018-11-02,more than 1000,1000,,1000,,,Florida Democratic Party,rallying support for Democratic candidates,1,rally,0,0,0,0,1,1,https://cbs12.com/news/local/jimmy-buffet-to-perform-at-rally-for-andrew-gillum-bill-nelson-in-west-palm-beach,https://miami.cbslocal.com/2018/11/03/its-trump-vs-jimmy-buffett-as-florida-enters-campaign-push/,,,
Whitehall,Prospect Park; Maple Drive,Lehigh,PA,US,2018-11-02,Around 200,200,,200,,,Bhutanese Community of Pittsburgh,against violent attack on Pittsburgh synagogue ,0,vigil,0,0,0,0,1,1,https://twitter.com/atrishna14/status/1058493589121056768,https://www.facebook.com/events/2173653442957738/,,,
Aurora,"Painters Hall, 1905 Sequoia Drive",DuPage,IL,US,2018-11-03,,,,,,,IL Democrats,GOTV,1,rally,0,0,0,0,1,1,https://www.kcchronicle.com/2018/11/02/kane-democrats-host-get-out-the-vote-rally-with-pritzker/adqbllk/,,,,
Belgrade,Bozeman Yellowstone International Airport,Gallatin,MT,US,2018-11-03,"a few thousand; about 5,500",3000,,5500,,,Trump campaign,"for Republican candidates, for President Trump",2,rally,0,0,0,0,1,1,https://www.donaldjtrump.com/rallies/,https://www.bozemandailychronicle.com/news/politics/trump-makes-final-pitch-for-rosendale-gianforte-at-airport-rally/article_69dc0380-0657-57e3-8643-ea7104b734e7.html,https://www.greatfallstribune.com/story/news/2018/11/03/president-trump-rally-bozeman-montana-great-falls-key-takeaways/1861996002,feat. President Trump,
Belgrade,Bozeman Yellowstone International Airport,Gallatin,MT,US,2018-11-03,about 80,80,,80,,,general protestors,protest Trump visit; against Trump ,1,counter-protest,0,0,0,0,1,1,https://www.bozemandailychronicle.com/news/politics/dozens-show-up-to-protest-trump-rally-many-skip-to/article_3fa8768f-9e00-53d5-b8c6-7e0da1cc5dbe.html,https://www.bozemandailychronicle.com/news/politics/dozens-show-up-to-protest-trump-rally-many-skip-to/article_3fa8768f-9e00-53d5-b8c6-7e0da1cc5dbe.html,,,
Belgrade,Roe farmland,Gallatin,MT,US,2018-11-03,na,2,,2,,,general protestors,protest Trump visit; against Trump views on women and minorities,1,protest,0,0,0,0,1,1,https://www.greatfallstribune.com/story/news/2018/11/03/two-bozeman-belgrade-guys-mow-protest-trumps-latest-montana-visit/1875002002/,,,,
Chattanooga,,Hamilton,TN,US,2018-11-03,na,12000,,12000,,,Trump campaign,Rallying for Republican candidates,2,rally,0,0,0,0,1,1,https://www.donaldjtrump.com/rallies/,https://www.knoxnews.com/story/news/politics/2018/11/04/president-trumps-chattanooga-sunday-rally-blackburn-senate/1860455002/,,,
Chattanooga,Bessie Smith Cultural Center,Hamilton,TN,US,2018-11-03,about 350,350,,350,,,Bredesen/Democratic campaign,rallying for Democratic support,1,rally,0,0,0,0,1,1,https://www.tennessean.com/story/news/politics/2018/11/02/bredesen-blackburn-trump-tennessee-rally/1860477002/,,,,
Chicago,outside Holy Name Cathedral,Cook,IL,US,2018-11-03,,,,,,,general protestors,for survivors of childhood sexual abuse,0,vigil,0,0,0,0,1,1,,,,,
Detroit,Westin Book Cadillac on Washington Boulevard,Wayne,MI,US,2018-11-03,na,160,,160,,,Westin Book Cadillac workers,striking over low and stagnant wages,1,strike,0,0,0,0,0,1,https://www.detroitnews.com/story/news/local/detroit-city/2018/11/03/westin-book-cadillac-workers-reach-settlement-ending-strike/1879724002/,https://wwjnewsradio.radio.com/articles/strike-ends-detroits-westin-book-cadillac,,END of ongoing strike - began on 10/7/18,
Fort Bragg,outside Pentecost Hall,Cumberland,NC,US,2018-11-03,several dozen,36,,36,,,general protestors,protesting a Friends of the NRA fundraising dinner,1,protest,0,0,0,0,1,1,https://www.advocate-news.com/2018/03/08/friends-of-nra-event-protested/,,,,
Fort Lauderdale,"Old Dillard Museum, 1009 N 4th St",Broward,FL,US,2018-11-03,,,,,,,MWC; Planned Parenthood; Florida Majority Education Fund; FLIC; PowerU; Soul Sisters; Women's March Florida,for empowering Black women,1,march,,,,,1,1,https://www.instagram.com/p/Bpr77WlF1s3/,,,,
Gaithersburg,Kentlands Clubhouse lawn,Montgomery,MD,US,2018-11-03,nearly 100,100,,100,,,general protestors,against violent attack on Pittsburgh synagogue ,2,rally,0,0,0,0,1,1,https://twitter.com/kidservemd/status/1058460469441282050,http://towncourier.com/community-gathers-in-memory-of-hate-crime-victims/,,,
Green Bay ,Teamsters union hall,Brown,WI,US,2018-11-03,Several hundred,300,,300,,,"Baldwin, Evers/Democratic campaign",rallying Democratic support,1,rally,0,0,0,0,1,1,https://www.jsonline.com/story/news/2018/11/03/evers-baldwin-rally-union-members-green-bay/1871719002/,https://www.wbay.com/content/news/Democratic-Candidates-rally-in-Green-Bay-499508351.html,,,
Helena,,Lewis and Clark,MT,US,2018-11-03,na,5500,,5500,,,Trump campaign,Rallying for Republican candidates,2,rally,0,0,0,0,1,1,https://www.khq.com/news/trump-to-hold-th-montana-rally-in-support-of-rosendale/article_3b6dfbcf-5a5f-5863-8eb8-aa71479b46f5.html,https://lmtribune.com/northwest/trump-to-go-to-montana-for-fourth-rally/article_876cf789-4b80-52d3-85e3-14e390e395f0.html,,,
Hopewell,,Hopewell City,VA,US,2018-11-03,,,,,,,general protestors,Protesting Registrar Yolanda Stokes,0,Protest,0,0,0,0,1,1,https://www.richmond.com/news/local/central-virginia/tri-cities/hopewell/hopewell-gop-chairman-s-armed-protest-outside-city-election-office/article_f0b22e55-a317-5578-86df-796dc96bf780.html,,,,
Hudson,Valley Cartage,St. Croix,WI,US,2018-11-03,more than 500,500,,500,,,Pence (for Trump campaign),Rallying for Republican candidate Scott Walker,2,rally,0,0,0,0,1,1,https://www.twincities.com/2018/10/30/pence-set-to-visit-hudson-wis-for-walker-rally-saturday/,https://minnesota.cbslocal.com/2018/11/03/mike-pence-scott-walker-wisconsin-campaign/,https://www.mprnews.org/story/2018/11/03/pence-campaigns-for-walker-at-western-wisconsin-rally,,
Jamestown,Northwest Arena,Chautauqua,NY,US,2018-11-03,,,,,,,GOP/Molinaro campaign,rallying Republican support,2,rally,0,0,0,0,1,1,http://www.observertoday.com/news/page-one/2018/11/cuomo-challenger-rallies-in-jamestown/,,,,
La Crescent,,Houston,MN,US,2018-11-03,na,150,,150,,,GOP campaign,rallying Republican support,2,rally,0,0,0,0,1,1,https://www.winonadailynews.com/news/local/govt-and-politics/elections/we-can-feel-it-out-there-housley-johnson-rally-republican/article_e92d35c5-8308-53b9-baf1-6278ddd4861f.html,,,,
Lakewood,Lakewood Park,Cuyahoga,OH,US,2018-11-03,,,,,,,general protestors,against violent attack on Pittsburgh synagogue ,2,rally,0,0,0,0,1,1,https://twitter.com/lkwdcitizen/status/1059548666959159301,https://fox8.com/2018/11/03/pittsburgh-synagogue-shooting-victims-remembered-at-vigil-in-lakewood/,,,
Lakewood,Jefferson County GOP headquarters,Cuyahoga,OH,US,2018-11-03,close to 50 people,50,,50,,,Stapleton/GOP campaign,rallying Republican support,2,rally,0,0,0,0,1,1,https://denverite.com/2018/11/03/stapleton-rallies-republican-voters-during-an-intimate-campaign-stop-in-lakewood/,,,,
Lexington,Fayette County Courthouse,Fayette,KY,US,2018-11-03,a group of people,,,,,,general protestors ,marched for transgender rights,1,march,0,0,0,0,1,1,https://www.wtvq.com/2018/11/03/transgender-rights-march-takes-place-lexington/,,,,
Longview,Temple Emanu-El,Gregg,TX,US,2018-11-03,more than 100,100,,100,,,general protestors,against violent attack on Pittsburgh synagogue,1,vigil,0,0,0,0,1,1,https://www.news-journal.com/news/local/time-for-this-to-stop-longview-prayer-rally-responds-to/article_03bb928e-deac-11e8-b5da-cb42522e9e48.html,,,,
Lynn,Lynn Beach,Essex,MA,US,2018-11-03,,,,,,,general protesters,protesting against climate change,0,protest,0,0,0,0,1,1,https://www.itemlive.com/2018/11/13/lynn-environmental-protest-was-part-of-statewide-letusbreathe-tour/,,,,
Madison,,Dane,WI,US,2018-11-03,about 300,300,,300,,,Warren for Baldwin/Democratic campaign,rallying for Democratic support,1,rally,0,0,0,0,1,1,https://www.weau.com/content/news/The-Latest-Sen-Warren-holds-Women-for-Tammy-rally-499493851.html,,,,
Milwaukee,oustide mayor's house,Milwaukee,WI,US,2018-11-03,,,,,,,Black Panthers,protest lead in water crisis,0,protest,0,0,0,0,1,1,https://www.cbs58.com/news/milwaukee-black-panthers-protest-outside-mayors-home,https://www.jsonline.com/story/news/2018/11/03/milwaukee-black-panthers-plan-lead-awareness-campaign-hop-protest/1872239002/,,,
Mobile,Unity Point Park on Spring Hill Avenue,Mobile,AL,US,2018-11-03,,,,,,,NAACP,GOTV rally tour,0,rally,0,0,0,0,1,1,https://www.wkrg.com/news/mobile-county/al-naacp-planning-voter-rallies-this-weekend/1570411041,,,,
New York,In front of St. Patrick’s Cathedral; Fifth Ave at 50th St.,New York,NY,US,2018-11-03,,,,,,,general protestors,for survivors of childhood sexual abuse,0,vigil,0,0,0,0,1,1,https://twitter.com/ConnieAlt1/status/1058520271047528448,,,,
New York,Staten Island,New York,NY,US,2018-11-03,hundreds,200,,200,,,voters,GOTV rally,0,rally,0,0,0,0,1,1,https://pix11.com/2018/11/03/hundreds-gather-at-get-out-the-vote-rally-days-before-midterm-election/,,,,
Newark,outside Essex County Jail,Essex,NJ,US,2018-11-03,about three dozen,36,,36,,,general protestors,press county officials to stop housing immigration detainees at the facility on Doremus Avenue,1,protest,0,0,0,0,1,1,https://www.northjersey.com/story/news/new-jersey/2018/11/03/activists-protest-ice-contract/1875050002/,,,,
Newburyport,,Essex,MA,US,2018-11-03,na,200,,300,,,Massachusetts Attorney General Maura Healey,"""Knock the Vote Rally""",1,rally,0,0,0,0,1,1,https://www.newburyportnews.com/news/local_news/ag-to-host-knock-the-vote-rally-saturday/article_a5b7996a-1320-5ab8-8808-bb994bef5122.html,,,,
Norwich,outside Cathedral of St. Patrick,New London,CT,US,2018-11-03,,,,,,,Connecticut Chapter of the Survivors Network of Those Abused by Priests,pushing for elimination of the statute of limitations on all sexual assault-related crimes,0,protest,0,0,0,0,1,1,https://www.theday.com/local-news/20181103/sex-abuse-victims-rally-outside-catholic-church-in-norwich,,,,
Oklahoma City,outside State Capitol building,Oklahoma,OK,US,2018-11-03,close to three hundred,300,,300,,,general protestors,rallying for trans rights,1,rally,0,0,0,0,1,1,https://okcfox.com/news/local/transgender-rally-held-at-the-capitol,http://www.oudaily.com/news/ou-student-to-hold-protest-at-oklahoma-capitol-in-support/article_8bf1e71a-dd31-11e8-a402-d7a6f596de9d.html,,,
Orlando,University of Central Florida,Orange,FL,US,2018-11-03,approximately 40,40,,40,,,UCF students,marching for gun control,1,march,0,0,0,0,1,1,http://knightnews.com/2018/11/ucf-students-screen-pulse-movie-then-march-for-gun-control/,,,,
Parma Heights,Valley Forge HS,Cuyahoga,OH,US,2018-11-03,,,,,,,Biden/Democrats,rallying support for Democratic candidates ,1,rally,0,0,0,0,1,1,https://www.wkyc.com/article/news/politics/elections/former-vp-joe-biden-campaigns-for-democrats-in-parma-heights/95-610934841,,,,
Pensacola,hangar at Pensacola International Airport,Escambia,FL,US,2018-11-03,around 5000,5000,,5000,,,Trump campaign,"for Republican candidates, for President Trump",2,rally,0,0,0,0,1,1,https://www.donaldjtrump.com/rallies/,https://www.miamiherald.com/news/politics-government/state-politics/article221098480.html,https://apnews.com/ea0b03390c2348cf9cca138db2852b07,feat. President Trump,
Phoenix,outside of the Arizona Education Association offices ,Maricopa,AZ,US,2018-11-03,,,,,,,public education advocates,GOTV rally for teacher-led ed movement,1,rally,0,0,0,0,1,1,https://www.azcentral.com/story/news/politics/elections/2018/11/03/arizona-election-democrats-make-final-push/1864326002/,,,,
Pittsburgh,Carrick neighborhood; Dairy District Pavilion; 1529 Brownsville Rd,Allegheny,PA,US,2018-11-03,,,,,,,Carrick Community Council; Love Carrick,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/CarrickUNITY/status/1057775611119308800,https://www.facebook.com/events/1026606560878433/?active_tab=about,,,
Prescott,Yavapai County Courthouse Plaza steps,Yavapai,AZ,US,2018-11-03,,,,,,,general protestors,against violent attack on Pittsburgh synagogue,0,vigil,,,,,1,1,https://twitter.com/PresTweets/status/1057779277549240321,https://www.dcourier.com/news/2018/oct/31/prescott-stands-pittsburgh-vigil-set-saturday/?,,,
Providence,outside State House,Providence,RI,US,2018-11-03,nearly 1000,1000,,1000,,,general protestors,rallying for trans rights,1,rally,0,0,0,0,1,1,http://www.providencejournal.com/news/20181103/hundreds-rally-at-state-house-against-trumps-efforts-to-erase-transgender-people,,,,
San Francisco,,San Francisco,CA,US,2018-11-03,,,,,,,Salesforce CEO and corporations,rallying in support of Propsition C,1,rally,0,0,0,0,1,1,http://www.sfexaminer.com/salesforce-ceo-says-homelessness-affected-business-mission-district-rally-prop-c/,,,,
Spartanburg ,Barnet Park,Spartanburg,SC,US,2018-11-03,A large crowd,,,,,,Upstate Pride SC,"to empower people of all gender expressions and sexual identities in the Upstate by promoting acceptance through education, advocacy and networking",0,march,0,0,0,0,1,1,https://www.greenvilleonline.com/story/news/2018/11/01/upstate-pride-march-festival-spartanburg-sc/1817128002/,https://www.goupstate.com/news/20181103/crowd-marches-in-10th-annual-pride-fest,,does not give a number in regards to crowd size only says that it was large,
Wichita ,Chapin Park,Sedgwick,KS,US,2018-11-03,about 100,100,,200,,,general protestors,to save the Starlite Drive-In,0,rally,0,0,0,0,1,1,https://www.kansas.com/entertainment/ent-columns-blogs/keeper-of-the-plans/article220787345.html,https://www.kansas.com/entertainment/arts-culture/article221082370.html,,,
Wichita Falls,,Wichita,TX,US,2018-11-03,dozens,24,,24,,,North Texas Veterans Relief Fund,marching to help homeless veterans,0,march,0,0,0,0,1,1,http://www.newschannel6now.com/2018/11/03/dozens-march-help-texomas-homeless-veterans/,,,,
Youngstown,began at 20. West Wood Street and ended at the Mahoning County Courthouse,Mahoning,OH,US,2018-11-03,,,,,,,Salon and the Youngstown Chapter of The Links,demonstrate the collective and personal power of women within the community,1,"march, rally",0,0,0,0,1,1,http://www.wfmj.com/story/39411561/local-women-organizations-hold-rally,,,,
Yuma,Kress Ultra Lounge--284 S. Main St.,Yuma,AZ,US,2018-11-03,,,,,,,"Gov. Doug Ducey, Rep. Martha McSally",rallying support for Republican candidates,2,rally,0,0,0,0,1,1,https://www.yumasun.com/news/ducey-mcsally-to-hold-rally-downtown-tomorrow/article_cf7e07b4-df1d-11e8-b9ed-1bdacdc15cfd.html,,,,
,U.S. Naval Computer and Telecommunications Station base - the entrance to the South Finegayan site,,Guam,US,2018-11-03,count pic,21,,21,,,Direct action group Prutehi Litekyan: Save Ritidian and political group Independent Guåhan,protest US military bulldozing of ancient village,0,protest,0,0,0,0,1,1,https://www.guampdn.com/story/news/2018/10/31/peaceful-demonstration-protest-military-bulldozing-ancient-village/1829904002/,https://www.guampdn.com/picture-gallery/news/2018/11/03/groups-protest-against-removal-ancient-chamoru-village/1871563002/,,,
Asheville,Pack Square,Buncombe,NC,US,2018-11-04,dozens,24,,24,,,general protestors,pro-Transgender community; aganist HHS proposal,1,protest,0,0,0,0,1,1,https://wlos.com/news/local/trans-community-allies-rally-in-asheville-to-protest-proposed-changes-to-title-ix,,,,
Austin,East Austin park,Travis,TX,US,2018-11-04,several hundred,300,,300,,,O'Rourke campaign,pro-O'Rourke rally ,1,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/2018-elections/2018/11/04/anxiety-optimism-rallies-ted-cruz-beto-orourke-battle-texas-winds,,,,
Bartonville,,Denton,TX,US,2018-11-04,1000-1500,1000,,1500,,,Cruz campaign,pro-Cruz rally ,2,rally,0,0,0,0,1,1,https://www.dallasnews.com/news/2018-elections/2018/11/04/anxiety-optimism-rallies-ted-cruz-beto-orourke-battle-texas-winds,https://dentonrc.com/news/cruz-hits-on-second-amendment-unemployment-at-bartonville-rally-ahead/article_ce05d31f-3900-5d4f-98d5-e1918815f870.html,,,
Burlington,First Unitarian Universalist Society at the top of Church Street and marching down to the steps of City Hall,Chittenden,VT,US,2018-11-04,FB: 77,77,,77,,,general protestors,#WontBeErased: March Against Hate,1,march,0,0,0,0,1,1,https://www.timesargus.com/news/local/transgender-support-march-set-for-sunday-in-burlington/article_6ca03dc6-94ed-588c-91b6-b06ae38b69e8.html,,,,
Butte,Hotel Finlen,Silver Bow,MT,US,2018-11-04,FB: 26,26,,26,,,Butte-Silver Bow Democratic Central Committee and the Burros Club,Democratic pre-election rally,1,rally,0,0,0,0,1,1,https://mtstandard.com/news/local/snapshots/snapshots-free-rides-to-the-polls-programming-contest-democrats-rally/article_943b1b58-f3f6-547e-92ec-ae5820187ce6.html,https://www.facebook.com/events/433489626698695/,,,
Chattanooga,McKenzie Arena,Hamilton,TN,US,2018-11-04,na,12000,,12000,,,Trump campaign,"for Republican candidates such as Blackburn, for President Trump",2,rally,0,0,0,0,1,1,https://www.tennessean.com/story/news/2018/10/29/president-trump-marsha-blackburn-chattanooga/1814454002/,https://www.knoxnews.com/story/news/politics/2018/11/04/president-trumps-chattanooga-sunday-rally-blackburn-senate/1860455002/,,feat. President Trump,
