CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Kansas City,1000 Walnut St.,MO,US,2017-02-07,,100,100,100,110,90,Indivisible Kansas City,"Against ""travel ban"" and DeVos nomination; immigration, education",1,rally,0,0,0,0,1,1,http://fox4kc.com/2017/02/07/protesters-gather-in-downtown-kc-opposing-travel-ban-and-betsy-devos/,,,,
Lawrenceville,75 Langley Drive,GA,US,2017-02-07,,24,24,24,26.4,21.6,general protesters,Demanding resignation of Gwinnett County Commissioner Tommy Hunter for racist comments; against racism,0,protest,0,0,0,0,1,1,http://www.ajc.com/news/local-govt--politics/racist-pig-post-spurs-more-protests-ethics-talk-gwinnett/ijOor3bZhdoQJR8RbYxONN/,,,,
Long Beach,Univ of Southern Mississippi’s Long Beach campus,MS,US,2017-02-07,,130,130,130,143,117,students; general protesters,anti-immigration ban; anti-Wall on US-Mexico border,1,protest,0,0,0,0,1,1,http://www.sunherald.com/news/politics-government/article131375424.html,,,,
Miami,City Hall,FL,US,2017-02-07,,24,24,24,26.4,21.6,general protesters,Against city compliance with federal immigration rules,1,protest,0,0,0,0,1,1,http://www.local10.com/news/florida/miami-dade/protesters-confront-miami-dade-commissioners-over-new-immigration-policy,http://www.miamiherald.com/news/local/community/miami-dade/article131216444.html?utm_source=dlvr.it&utm_medium=twitter,,,
New Brunswick,City Hall,NJ,US,2017-02-07,,24,62,100,26.4,90,New Jersey Working Families Alliance,Demanding New Brunswick be a Sanctuary City; immigfation,1,protest,0,0,0,0,1,1,http://www.nj.com/middlesex/index.ssf/2017/02/protesters_rail_against_new_brunswicks_refusal_to.html,http://www.app.com/story/news/local/communitychange/2017/02/07/protesters-rally-sanctuary-cities-new-brunswick-city-hall/97625586/,https://www.tapinto.net/towns/new-brunswick/articles/protesters-take-to-city-hall-demand-protections-1,,
New York,200 West St.,NY,US,2017-02-07,,200,200,200,220,180,"Government Sachs, Resist Here",Against political influence of Goldman Sachs and JP Morgan Chase,1,march,0,0,0,0,0,1,http://www.cnbc.com/2017/02/07/nyc-protesters-march-on-goldman-sachs-jpmorgan-chase-for-trump-ties.html,,,,
New York,Foley Square,NY,US,2017-02-07,,200,600,1000,220,900,students,Against immigration executive order,1,march,0,0,0,0,1,1,http://www.amny.com/news/politics/nyc-students-protest-trump-s-ban-on-refugees-immigrants-1.13074563,http://www.kpax.com/story/34456217/more-than-1000-nyc-high-school-students-leave-school-early-to-protest-president-trump,http://www.fox5ny.com/news/234359820-story,,
Philadelphia,8 Penn Center,PA,US,2017-02-07,,200,200,200,220,180,general protesters,Against Puzder nomination for Secretary of Labor,1,protest,0,0,0,0,1,1,http://www.phillyvoice.com/during-tuesdays-toomey-event-protesters-learned-devos-nomination/,,,,
Phoenix,2200 East Camel Back Rd.,AZ,US,2017-02-07,,35,35,35,38.5,31.5,Indivisible Arizona,Against President Trump's Cabinet picks,1,protest,0,0,0,0,1,1,https://cronkitenews.azpbs.org/2017/02/07/protesters-gather-outside-flakes-office-to-oppose-trump-devos/,,,,
Pittsburgh,Hot Metal Bridge,PA,US,2017-02-07,,100,100,100,110,90,general protesters,"Demanding release of undocumented immigrant Martin Esquivel Hernandez, immigration",1,protest,0,0,0,0,0,1,http://pittnews.com/article/116689/top-stories/protesters-make-plea-bring-martin-esquivel-hernandez-home/,,,,
Pittsburgh,Station Square,PA,US,2017-02-07,,250,275,300,275,270,high school students,Against DeVos Nomination for Secretary of Education,1,demonstration,0,0,0,0,1,1,http://pittsburgh.cbslocal.com/2017/02/08/pittsburgh-public-schools-students-protest-devos-confirmation/,,,,
Port Orange,City Hall,FL,US,2017-02-07,,200,250,300,220,270,general protesters,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.news-journalonline.com/news/20170207/travel-ban-protesters-clash-with-trump-supporters-in-port-orange/1,,,,
Prescott,Senator / Representative offices,AZ,US,2017-02-07,,100,100,100,110,90,"Yavapai County Democratic Party, progressives, Sierra Club members, Veterans for Peace and others",Against DeVos Nomination for Secretary of Education,1,protest,0,0,0,0,1,1,http://www.dcourier.com/news/2017/feb/13/prescott-protesters-target-gosar-mccain-over-devos/,,,,
Richmond,Capitol Square,VA,US,2017-02-07,,12,12,12,13.2,10.8,"Progress Virginia, NARAL Pro-Choice Virginia, Virginia Latina Advocacy Network, Virginia Civic Engagement Table, Planned Parenthood Advocates of Virginia",In support of Planed Parenthood,1,protest,0,0,0,0,1,1,http://wjla.com/news/local/va-house-votes-to-defund-planned-parenthood-despite-womens-rights-protests-at-capitol,,,,
Richmond,City Hall,VA,US,2017-02-07,,24,24,24,26.4,21.6,general protesters,Demanding city shut down local compost facility,0,protest,0,0,0,0,0,1,http://www.richmond-news.com/news/protesters-raise-a-stink-at-city-hall-1.9716090,,,,
Riverhead,30 W Main St.,NY,US,2017-02-07,,50,50,50,55,45,Let's Visit Lee Zeldin,Demanding meeting with Rep. Zeldin to discuss Trump presidency,1,protest,0,0,0,0,1,1,http://www.newsday.com/long-island/politics/spin-cycle/protesters-demand-meeting-with-u-s-rep-lee-zeldin-1.13077822,,,,
San Antonio,,TX,US,2017-02-07,,,,,,,PETA,Demanding release of last pregnant Orca; support animal rights,0,march,0,0,0,0,1,1,http://www.kens5.com/news/local/animals/pregnant-peta-protesters-demand-seaworld-free-killer-whales/402974112,,,,
San Diego,800 Front St.,CA,US,2017-02-07,,60,60,60,66,54,Indivisible San Diego,Against Trump agenda,1,demonstration,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/politics/sd-me-politics-0208-story.html,,,,
San Francisco,95 Seventh St.,CA,US,2017-02-07,,,,,,,general protesters,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.sfexaminer.com/protesters-gather-outside-9th-u-s-circuit-court-appeals-soma/,,,,
Troy,625 East Big Beaver Rd.,MI,US,2017-02-07,,50,50,50,55,45,Michigan People's Campaign,"Against repeal of Affordable Care Act, health care",1,protest,0,0,0,0,1,1,http://www.theoaklandpress.com/general-news/20170207/protesters-call-congressman-trott-chicken-demand-aca-stay-in-force,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-02-07,,150,150,150,165,135,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/politics/sd-me-politics-0208-story.html,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Vista,1800 Thibodo Rd.,CA,US,2017-02-07,,,,,,,general protesters,for President Trump,2,counter-protest,0,0,0,0,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,
Annapolis,Government House,MD,US,2017-02-08,,46,46,46,50.6,41.4,general protesters,Against Dakota Access Pipeline,1,protest,0,0,0,0,1,1,http://www.capitalgazette.com/multimedia/photos/cgnews-annapolis-dakota-access-pipeline-protest-20170208-photogallery.html,,,,
Bozeman,11th and Main St.,MT,US,2017-02-08,,24,24,24,26.4,21.6,High Schol Students,Against DeVos Nomination for Secretary of Education,1,protest,0,0,0,0,1,1,http://www.kbzk.com/story/34461410/bozeman-students-protest-devos-daines,,,,
Bozeman,,MT,US,2017-02-08,,,,,,,general protesters,Against Sen. Daines silencing of Sen. Elizabeth Warren,1,protest,0,0,0,0,1,1,http://www.ktvq.com/story/34461898/protesters-gather-to-protest-daines-after-senate-floor-controversy,,,,
Champaign,201 W. University Ave,IL,US,2017-02-08,,11,11,11,12.1,9.9,general protesters,Against Dakota Access Pipeline,1,march,0,0,0,0,1,1,http://www.illinoishomepage.net/news/local-news/people-protest-banks-connected-to-oil-pipeline/653180902,,,,
Chicago,26 W. Washington St.,IL,US,2017-02-08,,10,20,30,11,27,general protesters,Against Dakota Access Pipeline,1,sit-in,4,0,0,0,1,1,http://chicagoist.com/2017/02/08/water_protectors_protesting_dapl_ar.php,,,,
Denver,16th Street Mall,CO,US,2017-02-08,,100,100,100,110,90,International Indigenous Youth Council,Against Dakota Access Pipeline,1,march,0,0,0,0,1,1,https://twitter.com/climatejourney/status/829445911218642951,,,,
Des Moines,Neal Smith Federal Building,IA,US,2017-02-08,,60,60,60,66,54,Bold Iowa,Against Dakota Access Pipeline,1,protest,0,0,0,0,1,1,https://twitter.com/CCIAction/status/823985271624568832,,http://www.kcrg.com/content/news/People-protest-Dakota-Access-pipeline-in-Des-Moines-412111783.html,,
Fullerton,Cal State Fullerton,CA,US,2017-02-08,,45,45,45,49.5,40.5,Students for Justice in Palestine,Against immigration executive order,1,march,0,0,0,0,1,1,http://www.ocregister.com/articles/republicans-743488-willey-instructor.html,,,,
Helena,30 W. 14th St.,MT,US,2017-02-08,,20,20,20,22,18,general protesters,Against Sen. Daines silencing of Sen. Elizabeth Warren,1,protest,0,0,0,0,1,1,http://helenair.com/news/politics/state/about-protest-warren-silencing-at-daines-helena-office/article_cb5e248f-c594-5aa0-8195-b543dd6035d4.html,,,,
Iowa City,Pentacrest,IA,US,2017-02-08,,55,55,55,60.5,49.5,Iowa Action and Student Engagement,Against DeVos Nomination for Secretary of Education,1,protest,0,0,0,0,1,1,http://daily-iowan.com/2017/02/09/protest-rails-against-devos/,,,,
Kalispell,,MT,US,2017-02-08,,30,30,30,33,27,Big Sky Rising,Against Sen. Daines silencing of Sen. Elizabeth Warren,1,protest,0,0,0,0,1,1,http://www.dailyinterlake.com/article/20170208/ARTICLE/170209882,,http://www.ktvq.com/story/34461898/protesters-gather-to-protest-daines-after-senate-floor-controversy,,
Los Angeles,915 Wilshire Blvd,CA,US,2017-02-08,,500,500,500,550,450,March and Rally Los Angeles,Against Dakota Access Pipeline,1,"rally, march",0,0,0,0,1,1,http://abc7.com/news/anti-dakota-access-pipeline-protesters-rally-march-in-downtown-la/1745400/,,,,
Missoula,,MT,US,2017-02-08,,30,30,30,33,27,Missoula Rises,Condemning Sen. Daines silencing of Sen. Elizabeth Warren,1,demonstration,0,0,0,0,1,1,http://billingsgazette.com/news/state-and-regional/montana/montanans-head-to-daines-offices-statewide-to-protest-warren-silencing/article_036c358a-b407-5ea2-a6bd-24972d778423.html,,,,
Napoleonville,,LA,US,2017-02-08,,,,,,,general protesters,against Bayou Bridge pipeline,1,protest,0,0,0,0,1,1,http://www.insidesources.com/anatomy-bayou-bridge-protest-movement/,,,,
New York,Thomas Paine Park,NY,US,2017-02-08,,50,75,100,55,90,Nodapl.nyc,Against Dakota Access Pipeline,1,protest,0,0,0,0,1,1,https://www.instagram.com/p/BQRDt9LDSTh/,https://www.facebook.com/events/256168104825360/?active_tab=discussion,,,
Orlando,University of Central Florida,FL,US,2017-02-08,,300,300,300,330,270,Students Organize for Syria,Against immigration executive order,1,protest,0,0,0,0,1,1,http://knightnews.com/2017/02/march-for-humanity-ucf-protests-anti-immigration-ban/,http://www.orlandoweekly.com/Blogs/archives/2017/02/09/ucf-students-protest-immigration-ban-petition-to-make-school-sanctuary-campus,,,
Phoenix,ICE Facility,AZ,US,2017-02-08,,100,100,100,110,90,Puente Arizona,Against deportation of undocumented immigrant; immigration,1,Nonviolent blockade,7,0,0,0,1,1,http://www.usatoday.com/story/news/nation-now/2017/02/08/deported-trump-guadalupe-garcia-de-rayo/97678236/,http://www.cnn.com/2017/02/09/us/arizona-guadalupe-garcia-de-rayos-protests/,http://www.nydailynews.com/news/national/undocumented-arizona-woman-detained-display-trump-order-article-1.2968030,,
Pittsburgh,Station Square,PA,US,2017-02-08,,250,275,300,275,270,high school students,Against DeVos Nomination for Secretary of Education,1,protest,0,0,0,0,1,1,http://www.wpxi.com/news/hundreds-of-students-protest-devos-outside-toomeys-station-square-office/492168359,,,,
Rapid City,Ninth and Saint Joseph Streets,SD,US,2017-02-08,,20,20,20,22,18,general protesters,Against Dakota Access Pipeline,1,protest,0,0,0,0,1,1,http://www.kotatv.com/content/news/Dakota-Access-Pipeline-opposers-take-Last-Stand-413228543.html,,,,
Richwood,Richwood High Schol,WV,US,2017-02-08,,60,60,60,66,54,High School Students,Against Local school conditions; education,0,protest,0,0,0,0,1,1,http://www.register-herald.com/news/rhs-students-protest-condition-and-treatment-with-video/article_42d0f3b4-bc30-57b3-8650-772ca7309958.html,,,,
Sacred Stone Camp,,SD,US,2017-02-08,,76,76,76,83.6,68.4,general protesters,Against Dakota Access Pipeline,1,nonviolent occupation,76,0,0,0,1,1,http://www.sidneyherald.com/news/dapl-protesters-attempt-to-take-higher-ground/article_889bceda-edbb-11e6-a1ed-3bb93be6ec7f.html,,,,
San Francisco,7th & Mission,CA,US,2017-02-08,,200,200,200,220,180,Idle No More S F Bay,Against Dakota Access Pipeline,1,protest,,,,,0,1,FB group,onsite eyewitness,,,
San Francisco,SF Federal Building,CA,US,2017-02-08,,24,24,24,26.4,21.6,Trade Unionists for Standing Rock,Against Dakota Access Pipeline,1,protest / sit-in,20,0,0,0,1,1,http://sanfrancisco.cbslocal.com/2017/02/08/dakota-pipeline-protesters-block-sf-federal-building-after-project-gets-okd/,FB group,onsite eyewitness,,
Steamboat Springs,200 Lincoln Ave,CO,US,2017-02-08,,4,4,4,4.4,3.6,Steamboat Stands with Standing Rock,Against Dakota Access Pipeline,1,protest,0,0,0,0,1,1,https://www.facebook.com/steamboat4standingrock/,,,,
Washington,White House,DC,US,2017-02-08,,200,200,200,220,180,general protesters,Against Dakota Access Pipeline,1,demonstration,0,0,0,0,1,1,http://www.huffingtonpost.com/entry/no-dakota-access-pipeline-last-stand_us_589b6bc5e4b04061313b0649?,,,,
Washington,,DC,US,2017-02-08,,100,100,100,110,90,general protesters,Against Sen. Daines silencing of Sen. Elizabeth Warren,1,protest,0,0,0,0,0,1,http://dcist.com/2017/02/as_the_senate_confirmed_sessions_ne.php,,,,
Ames,Iowa State University,IA,US,2017-02-09,,200,200,200,220,180,Academics United,"Against ""Muslim ban""; immigration",1,protest,0,0,0,0,1,1,http://www.iowastatedaily.com/news/politics_and_administration/article_5042610a-ef02-11e6-bbc9-1b762698212b.html,,,,
Ann Arbor,University of Michigan,MI,US,2017-02-09,,35,42.5,50,38.5,45,student protestors,against the Muslim ban; immigration,1,march,0,0,0,0,1,1,onsite eyewitness (known to team),,,,
Ann Arbor,University of Michigan,MI,US,2017-02-09,,150,150,150,165,135,Students4Justice,Demanding greater recognition of students of color,0,sit-in,0,0,0,0,0,1,https://www.michigandaily.com/section/news/students4justice-hold-sit-michigan-union,,,,
Athens,Ohio University,OH,US,2017-02-09,,100,100,100,110,90,general protestors,against immigration ban,1,protest,0,0,0,0,1,1,http://www.athensnews.com/news/campus/large-group-rallies-in-behalf-of-international-students-others/article_d031fe08-f159-11e6-b6d1-5ffbbcdfee65.html,,,,
Austin,"J.J. Pickle Federal Building, 300 E 8th St",TX,US,2017-02-09,,24,24,24,26.4,21.6,general protesers,"against ICE raids in central Texas, against detention of undocumented immigrants",1,vigil,0,0,0,0,1,1,http://www.statesman.com/news/local/group-protests-after-woman-says-immigration-officials-detained-husband/Oln6Qo56ql9oW4LSI4H1tK/,https://austinautonomedia.noblogs.org/rundberg-rebellion-retrospective/,,,
Baton Rouge,Louisiana State University,LA,US,2017-02-09,,24,24,24,26.4,21.6,Iranian Student Association,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.lsunow.com/daily/iranian-student-association-holds-free-speech-plaza-protest/article_5e970250-ef12-11e6-963f-f7ca7b566607.html,,,,
Blacksburg,Virginia Tech University,VA,US,2017-02-09,,100,100,100,110,90,Academics United,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.wdbj7.com/content/news/Virginia-Tech-students-faculty-protest-President-Trumps-views-on-immigration-413349783.html,,,,
Buffalo,B-District Building,NY,US,2017-02-09,,70,72.5,75,77,67.5,Buffalo Anti-Racism Coalition,Protesting death of African-American Wardel Davis in police custody; against racism; against police brutality,1,protest,0,0,0,0,1,1,https://buffalonews.com/2017/02/09/protest-held-outside-b-district/,http://www.wgrz.com/news/local/activists-protest-police-over-mans-death/406650190,http://news.wbfo.org/post/autopsy-finds-no-cause-death-wardel-davis-supporters-protest-bpd,,
Champaign,University of Illinois,IL,US,2017-02-09,,130,130,130,143,117,students and faculty,"Against ""Muslim ban""; immigration",1,protest,0,0,0,0,1,1,http://www.illinoishomepage.net/news/local-news/students-protest-travel-ban/654169035,,,,
Charlotte,University of North Carolina Charlotte,NC,US,2017-02-09,,24,87,150,26.4,135,students,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.wcnc.com/news/local/uncc-students-stage-immigration-protest/406533915,http://www.twcnews.com/nc/charlotte/news/2017/02/9/uncc-students-protest-against-trumps-travel-ban.html,http://www.wsoctv.com/news/local/unc-charlotte-students-rally-against-presidents-travel-ban/492553183,,
Chicago,6215 W. Foster Ave.,IL,US,2017-02-09,,200,200,200,220,180,general protesters,against proposed housing project ,0,protest,0,0,0,0,1,1,http://nadignewspapers.com/2017/02/14/protest-goes-on-outside-church-during-arenas-community-meeting/,,,,
Cottonwood Heights,Brighton High Schol,UT,US,2017-02-09,,1200,1200,1200,1320,1080,general protesters,anti-Trump administration,1,protest,1,0,0,0,1,1,http://www.cnn.com/2017/02/10/politics/republican-town-halls-obamacare/index.html,http://www.chicagotribune.com/news/nationworld/politics/ct-jason-chaffetz-town-hall-utah-20170209-story.html,,,
Evanston,Northwestern University,IL,US,2017-02-09,,200,200,200,220,180,Academics United,"Against ""Muslim ban""; immigration",1,march,0,0,0,0,1,1,https://dailynorthwestern.com/2017/02/10/campus/city-officials-students-lead-protest-against-immigration-ban/,http://www.chicagotribune.com/suburbs/evanston/news/ct-evr-northwestern-immigration-protest-tl-0209-20170209-story.html,,,
Gainesville,University of Florida,FL,US,2017-02-09,,50,50,50,55,45,Academics United,"Against ""Immigration ban""",1,protest,0,0,0,0,1,1,http://www.alligator.org/news/campus/article_30567cbc-ef59-11e6-890a-43950a57dcaf.html,,,,
Lexington,University of Kentucky,KY,US,2017-02-09,,24,62,100,26.4,90,students,"Against ""Muslim ban""; immigration",1,march,0,0,0,0,1,1,http://www.wkyt.com/content/news/Protest-on-UK-campus-over-Trump-travel-ban-413333093.html,http://www.kentucky.com/news/local/education/article131756844.html,http://www.kykernel.com/news/campus-march-protests-immigration-ban/article_305c3b48-ef09-11e6-b476-13a336134a2f.html,,
Los Angeles,Metropolitan Detention Center,CA,US,2017-02-09,,100,125,150,110,135,general protesters,Against stepped up immigration raids,1,protest,0,0,0,0,1,1,http://www.mercurynews.com/2017/02/09/reports-of-socal-immigration-sweeps-countered-as-routine-enforcement-by-ice/,http://abc7.com/politics/ice-protesters-block-101-freeway-onramp-in-downtown-la/1747197/,http://ktla.com/2017/02/09/protests-erupt-in-downtown-l-a-following-reports-of-immigration-raids-at-homes-in-l-a-san-bernardino-and-ventura-counties/,,
Milwaukee,University of Wisconsin - Milwaukee,WI,US,2017-02-09,,28,28,28,30.8,25.2,Academics United,Against immigration executive order,1,protest,0,0,0,0,1,1,http://fox6now.com/2017/02/09/it-is-affecting-our-life-uwm-students-faculty-protest-pres-trumps-executive-order-on-immigration/,,,,
Mount Pleasant,Central Michigan University,MI,US,2017-02-09,,24,24,24,26.4,21.6,SMU students,Against Anti-Semitic messages,1,march,0,0,0,0,1,1,http://upnorthlive.com/news/local/campus-protest-held-after-student-finds-anti-semitic-valentines-day-card,,,,
Murfreesboro,Middle Tennessee State University,TN,US,2017-02-09,,100,100,100,110,90,general protesters,Against repeal of Affordable Care Act; health care,1,protest,0,0,0,0,1,1,http://www.cnn.com/2017/02/10/politics/republican-town-halls-obamacare/index.html,,,,
Omaha,17th St. and Capitol Ave,NE,US,2017-02-09,,24,24,24,26.4,21.6,general protesters,Against Dakota Access Pipeline,1,protest,0,0,0,0,1,1,http://www.omaha.com/news/metro/dozens-protest-dakota-access-pipeline-decision-in-omaha/article_3d314da1-c487-56ae-acb9-5a42c7d559f2.html,,,,
Oxford,the Circle at U. of Miss,MS,US,2017-02-09,count pic,40,40,40,44,36,general protesters,Against immigration executive order,1,protest,0,0,0,0,1,1,http://www.oxfordeagle.com/2017/02/10/protest-of-president-donald-trumps-travel-ban-held-on-ole-miss-campus/,,,,
Tempe,Arizona State University,AZ,US,2017-02-09,,150,150,150,165,135,Academics United,Against immigration executive order,1,demonstration,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/tempe/2017/02/09/asu-students-faculty-protest-trump--travel-ban/97669044/,,http://www.statepress.com/article/2017/02/sppolitics-asu-faculty-protest-travel-ban,,
Tuscaloosa,University of Alabama,AL,US,2017-02-09,,75,75,75,82.5,67.5,Academics United,Against immigration executive order,1,march,0,0,0,0,1,1,http://www.tuscaloosanews.com/news/20170209/group-continues-to-protest-immigration-order,,http://www.cw.ua.edu/article/2017/02/executive-order-protest-continues-at-ua,,
University,University of Mississippi,MI,US,2017-02-09,,200,200,200,220,180,students,Against immigration executive order,1,protest,0,0,0,0,1,1,http://hottytoddy.com/2017/02/09/students-protest-trump-ban/,,,,
Waco,Texas Ranger Hall of Fame,TX,US,2017-02-09,,60,65,70,66,63,general protesters,support LGBT rights; abortion rights; immigrant rights,1,protest,0,0,0,0,1,1,http://www.wacotrib.com/news/police/limits-on-waco-protesters-went-too-far-police-chief-says/article_75116f60-f9ab-5607-86f6-cfa73788cde8.html,http://www.kwtx.com/content/news/Governor-Abbott-met-with-protest-in-Waco--413368833.html,,,
Austin,"J.J. Pickle Federal Building, 300 E 8th St",TX,US,2017-02-10,,,,,,,general protesers,"against ICE raids in central Texas, against detention of undocumented immigrants",1,demonstration,0,0,0,0,1,1,https://austinautonomedia.noblogs.org/rundberg-rebellion-retrospective/,,,,
Austin,N Lamar Blvd and Rundberg Ln,TX,US,2017-02-10,more than 100; 200,100,150,200,110,180,Peaceful Streets Project,"against detention of undocumented immigrants, against ICE raids in central Texas",1,protest,0,0,0,0,0,1,http://kxan.com/2017/02/11/hundreds-gather-to-protest-against-latest-federal-immigration-operations/,http://www.myssnews.com/index.php?option=com_content&view=article&id=35312:austin-police-car-set-on-fire-during-immigration-protest&catid=94:state-news&Itemid=351,https://austinautonomedia.noblogs.org/rundberg-rebellion-retrospective/,,
Batavia,,OH,US,2017-02-10,,24,24,24,26.4,21.6,general protestors,supporting Obamacare; health care,1,rally,0,0,0,0,1,1,http://www.cincinnati.com/story/news/2017/02/11/pro-obamacare-protest-clermont-county-goes-viral/97789642/,,,"article says Clermont County, so locating in county seat",
Colorado Springs,near Wells Fargo bank at 90 S. Cascade Ave,CO,US,2017-02-10,,30,30,30,33,27,Green Party of the Pikes Peak Region,against Dakota Access Pipeline,1,protest,2,0,0,0,1,1,http://gazette.com/two-dakota-access-pipeline-protesters-arrested-in-colorado-springs/article/1596545,,,,
Greensboro,,GA,US,2017-02-10,,300,300,300,330,270,general protesters,anti-Trump,1,protest,0,0,0,0,1,1,http://www.npr.org/2017/02/11/514650918/protesters-in-georgia-crowd-meeting-with-congressional-staff,,,,
Juneau,State Capitol,AK,US,2017-02-10,,26,26,26,28.6,23.4,Fairbanks Climate Action Coalition,Against ANWR Drilling; pro-environment,1,protest,0,0,0,0,1,1,http://juneauempire.com/slideshow/2017-02-10/anwr-drilling-protest-feb-10-2017#slide-5,,,,
New York,ICE Headquarters,NY,US,2017-02-10,,100,550,1000,110,900,general protesters,Againts ICE raids; Against immigration executive order,1,protest,0,0,0,0,1,1,http://newyork.cbslocal.com/2017/02/10/ice-protests/,http://thehill.com/blogs/blog-briefing-room/news/319062-protests-erupt-in-nyc-over-immigration-enforcement-raids,https://twitter.com/JackSmithIV/status/830207219992031235,,
New York,"Washington Square Park, Manhattan",NY,US,2017-02-10,,100,100,100,110,90,general protestors,against immigration ban,1,protest,0,0,0,0,1,1,http://newyork.cbslocal.com/2017/02/11/washington-square-park-immigration-protest/,,,,
Oklahoma City,State Capitol,OK,US,2017-02-10,,,,,,,general protestors,against immigration ban,1,protest,0,0,0,0,1,1,http://kfor.com/2017/02/10/i-fear-for-all-of-the-other-people-affected-by-this-oklahomans-band-together-at-no-ban-no-wall-rally/,,,,
Paterson,Rep. Frelinghuysen's office,NJ,US,2017-02-10,,430,430,430,473,387,NJ 11th for Change,calling for town hall with representative,1,protest,0,0,0,0,1,1,http://www.dailyrecord.com/story/news/local/new-jersey/2017/02/10/protesters-demand-frelinghuysen-hold-town-hall/97748392/,,,,
Sarasota,Planned Parenthood,FL,US,2017-02-10,,200,200,200,220,180,,pro-Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.heraldtribune.com/news/20170210/dual-rallies-in-front-of-planned-parenthood-in-sarasota,,,,
Sarasota,Planned Parenthood,FL,US,2017-02-10,,40,40,40,44,36,,pro-life; against abortion rights,2,rally,0,0,0,0,0,1,http://www.heraldtribune.com/news/20170210/dual-rallies-in-front-of-planned-parenthood-in-sarasota,,,,
Washington,Jefferson Middle School Academy,DC,US,2017-02-10,,36,36,36,39.6,32.4,teachers,Against Secretary of Education DeVos,1,protest,1,0,0,0,1,1,http://www.nbcwashington.com/news/local/DC-Parents-Teachers-to-Protest-Devos-Middle-School-413364093.html,http://wjla.com/news/local/teachers-parents-want-education-secretary-betsy-devos-to-hear-their-message,https://www.washingtonpost.com/local/education/protesters-rally-at-dc-school-ahead-of-visit-by-education-secretary-betsy-devos/2017/02/10/faad4962-ef06-11e6-b4ff-ac2cf509efe5_story.html?hpid=hp_hp-more-top-stories_devos-nhp%3Ahomepage%2Fstory&utm_term=.df1382bf738f,,
Albany,"Planned Parenthood, Central Ave",NY,US,2017-02-11,,1000,1000,1000,1100,900,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,http://www.timesunion.com/local/article/Planned-Parenthood-supporters-rally-in-Albany-10925812.php,,,,
Anchorage,Planned Parenthood,AK,US,2017-02-11,,1,1,1,1.1,0.9,protestor,Supporting Planned Parenthood,1,protest,0,0,0,0,1,1,https://www.adn.com/alaska-news/2017/02/11/anchorage-protesters-rally-against-planned-parenthood/,,,,
Anchorage,Planned Parenthood,AK,US,2017-02-11,,25,25,25,27.5,22.5,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,0,1,https://www.adn.com/alaska-news/2017/02/11/anchorage-protesters-rally-against-planned-parenthood/,,,,
Ann Arbor,2370 W. Stadium Blvd.,MI,US,2017-02-11,,30,30,30,33,27,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/02/protests_at_planned_parenthood.html,,,,
Ann Arbor,2370 W. Stadium Blvd.,MI,US,2017-02-11,,300,300,300,330,270,general protesters,Supporting Planned Parenthood,1,protest,0,0,0,0,0,1,http://www.mlive.com/news/ann-arbor/index.ssf/2017/02/protests_at_planned_parenthood.html,,,,
Aurora,,IL,US,2017-02-11,,300,300,300,330,270,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-abortion-idUSKBN15Q0AS?feedType=RSS,,,,
Austin,N Lamar Blvd and Rundberg Ln,TX,US,2017-02-11,count video,50,75,100,55,90,general protesters,"against detention of undocumented immigrants, against ICE raids in central Texas",1,protest,2,0,0,1,1,1,http://www.statesman.com/news/local/group-north-austin-protests-against-federal-immigration-raids/dXDJlIbgNFG1rqMwmy59bL/,https://austinautonomedia.noblogs.org/rundberg-rebellion-retrospective/,,,
Bakersfield,2633 16th St.,CA,US,2017-02-11,,12,12,12,13.2,10.8,general protesters,Defunding Planned Parenthood,2,protest,0,0,0,0,1,1,http://bakersfieldnow.com/news/local/local-demonstrators-protest-planned-parenthood,,,,
