date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2022-07-01,Akron,OH,Harold K. Stubbs Justice Center,,about 20,20,20,The Freedom BLOC,,"for justice for Jayland Walker, against police brutality, for police accountability, against racism, stop killing brothers and sisters, how do you spell murderer APD, stop killer cops, justice for Jayland",1,protest,,conversation with counter-protester,,,,,,,20220701-akron-jaylandwalker,,,https://twitter.com/sahrasulaiman/status/1543107687650447360,https://fox8.com/news/elected-officials-calling-on-doj-to-investigate-deadly-police-involved-shooting/,https://www.wkyc.com/article/news/local/akron/trucks-blocking-akron-streets-roads-closed-police-shooting-death-jayland-walker/95-072a35fd-30b1-4632-99b1-db345291d528,https://www.beaconjournal.com/story/news/2022/07/01/protesters-converge-after-akron-police-shoot-and-kill-jayland-walker/7786240001/,https://www.instagram.com/p/Cfcmqv6JPtD/,https://www.instagram.com/p/CfepN98pt0G/,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,Akron,OH,Harold K. Stubbs Justice Center,,a,1,1,,man,"against protest against police brutality, Thin Blue Line",2,counter-protest,,conversation with protester,,,,,,,20220701-akron-jaylandwalker,,,https://twitter.com/sahrasulaiman/status/1543107687650447360,https://www.beaconjournal.com/story/news/2022/07/01/protesters-converge-after-akron-police-shoot-and-kill-jayland-walker/7786240001/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,Albuquerque,NM,Robinson Park,,several hundred,300,300,PSL,,"against overturning Roe v. Wade, legal abortion once and for all we won't go back we will fight back, Biden can use executive action to ensure abortion access in all 50 states do it now, bans off our bodies, voting blue is not enough Democrats we call your bluff, when trans rights are under attack what do we do stand up fight back, women power, against racism, for indigenous peoples' rights, for abolishing the filibuster, for expanding or abolishing the Supreme Court, forced motherhood is female enslavement, keep your rosaries off my ovaries, only the struggle has won women's rights, I will not go quietly back to the 1950s, for paid leave for abortion travel, no apologies free abortion on demand",1,protest,,marched in street,,,,,,,,,,https://www.liberationnews.org/albuquerque-protest-for-abortion-access-voting-blue-is-not-enough/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,Ashland,WI,Menard Park; Ashland County Courthouse,Hear Us Roar Pro-Choice,count FB,34,34,,,"against overturning Roe v. Wade, for reproductive rights, for women's rights",1,protest; march,,,,,,,,,,,JP,https://twitter.com/NorthwoodsWork1/status/1541777840320004100,https://www.facebook.com/events/587971089510376/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,Atlanta,GA,Georgia State Capitol,,,,,People4thePeople,,"against overturning Roe v. Wade, for abortion rights, my body my choice",1,demonstration,on scene,continuous sit-in,,,,,,,,,,https://www.instagram.com/p/CfQbAAgsDWd/,https://www.instagram.com/p/CfUHSgQgw4x/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,Atlanta,GA,Intrenchment Creek Park,,,,,,,"against construction of police training facility in Atlanta Forest, for environmental conservation",1,demonstration,,encamped in forest; tree sit,,,,,,,,,,https://unicornriot.ninja/2022/police-raid-atlanta-forest-occupation/,https://twitter.com/defendATLforest/status/1533810334364057603,https://twitter.com/defendATLforest/status/1533868345572851719,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,Attleboro,MA,Capron Park,We Won't Go Back,about a dozen,12,12,,high school students; mostly teen-aged women,"against overturning Roe v. Wade, for reproductive rights, for women's rights, abortion is healthcare f*ck SCOTUS, parents by choice, our bodies our choice, never again [hanger]",1,march,,,,,,,,,,,,https://www.thesunchronicle.com/news/local_news/march-planned-for-friday-to-protest-supreme-court-abortion-decision/article_57b5b1d0-a9ae-51f2-a018-ca3e8c02a555.html,https://www.thesunchronicle.com/news/local_news/student-led-march-held-in-attleboro-to-protest-roe-v-wade-decision/article_c524f39d-c98f-5384-9441-d33ade7f4444.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,Augusta,GA,Augusta Common,,around 20,20,20,,,"against overturning Roe v. Wade, abortion is healthcare and healthcare is a human right, abortion rights are human rights, do no harm, stop speaking for my ovaries, build this wall: church | state, you can only ban safe abortions, egg [does not equal] chicken, abort the court, pussy power",1,protest,,,,,,,,,,,ED,https://www.wrdw.com/2022/07/02/post-roe-v-wade-augusta-protesters-gather-downtown/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,Austin,TX,Texas State Capitol,,,,,Rise Up 4 Abortion Rights,,"against overturning Roe v. Wade, for abortion rights, against Texas state law criminalizing abortion",1,demonstration,,daily sit-in in capitol rotunda from 1 PM to 8 PM,,,,,,,,,,https://www.instagram.com/p/CftgqgKuPBu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,Bellingham,WA,Magnolia St and Cornwall Ave,Bellingham-Whatcom Peace Vigil,,,,Whatcom Peace & Justice Center,,"for peace, against war",0,vigil,,,,,,,,,,every Friday since 1966,,https://www.whatcompjc.org/friday-afternoon-peace-vigil.html,https://www.facebook.com/WhatcomPeaceVigil/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,Bentonville,AR,Bentonville Square,,,,,,,"against overturning Roe v. Wade, for abortion rights",1,protest,,,,,,,,,,,JP,https://twitter.com/4029news/status/1541708758660927488,https://www.4029tv.com/article/arkansans-protest-in-favor-of-abortion-rights-in-bentonville/40439079?utm_campaign=snd-autopilot#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
