CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,
Easthampton,Easthampton High School ,Hampshire,MA,US,2019-05-09,hundreds,200,,200,,,general protestors,civil rights; for racial justice,1,protest,0,0,0,0,1,1,https://www.gazettenet.com/Easthampton-High-School-students-hold-walkout-8988252        ,,,,,,
El Centro ,Imperial Avenue and Broadway,Imperial,CA,US,2019-05-09,,,,,,,parents and children,support of charter petition,0,rally/protests,0,0,0,0,1,1,https://www.ivpressonline.com/news/local/education/former-imagine-school-parents-rally-for-public-support/article_8ff474a2-72d9-11e9-af91-0316a25d4e57.html,,,,,,
Escondido,Escondido Union School Board Meeting ,San Diego,CA,US,2019-05-09,hundreds,200,,200,,,teacher's union,raise in pay,0,negotiaiton,0,0,0,0,1,1,https://www.10news.com/news/local-news/escondido-teachers-rally-for-better-pay-as-district-warns-of-financial-trouble,,,,,,
Harford,parking lot adjacent to Harford County School to Harford County Council Chambers,Harford,MD,US,2019-05-09,hundreds,200,,200,,,community,education funding,1,protest,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/harford/aegis/ph-ag-harford-schools-rally-0515-story.html,,,,,,
Highland,Highlands Ranch High School,Highland,CO,US,2019-05-09,more than 1000,1000,,1000,,,"students, family, faculty",coping with recent shool shooting,1,"walkouts, vigils, march, protests",0,0,0,0,1,1,https://www.denverpost.com/2019/05/08/stem-school-vigils-highlands-ranch/,,,,,,
Indianapolis,Monument Circle,Marion,IN,US,2019-05-09,,,,,,,American Bikers Aimed Toward Education,motorcycle safety awareness,0,rally,0,0,0,0,1,1,https://www.wishtv.com/news/local-news/motorcycle-rally-on-monument-circle-promotes-safety/,,,,,,
Nashville,Whitsitt Elementary School,Davidson,TN,US,2019-05-09,,,,,,,general protestors,education; for greater funding,0,rally,0,0,0,0,1,1,https://www.wsmv.com/news/teachers-protest-for-better-schools-funding/article_6762d428-774f-11e9-8728-e73c6af2d564.html        ,,,,,,
New York,City Hall; Manhattan,New York ,NY,US,2019-05-09,,,,,,,Eulen America employees,seek rollover of sick leave,0,rally,0,0,0,0,1,1,https://qns.com/story/2019/05/14/paid-sick-leave-isnt-a-luxury-jfk-airport-workers-queens-pols-protest-companys-forced-worker-leave/        ,,,,,,
Newark,University of Delaware,New Castle,DE,US,2019-05-09,More than 35,35,,35,,,student and peers,awareness for sexual assault victims ,1,protest,0,0,0,0,1,1,https://www.newarkpostonline.com/news/ud-student-holds-silent-protest-after-sexual-assault/article_2551b043-36c7-5f08-8811-755d96c3bb8a.html,,,,,,
North Bend,Broadway Avenue,Coos,OR,US,2019-05-09,dozens,24,,24,,,teachers,seek better school funding,0,walk out,0,0,0,0,1,1,https://theworldlink.com/news/local/education/teachers-march-in-support-of-student-success-act/article_2101f101-9b26-5b2b-9f7e-1a950aac0523.html,,,,,,
Plymouth,Plymouth Harbor,Plymouth,MA,US,2019-05-09,about 60,60,,60,,,lobstermen and families,anti ban on trap gear,0,"protest, rally",0,0,0,0,1,1,https://www.patriotledger.com/news/20190509/lobstermen-rally-against-delay-in-opening-season,,,,,,
San Diego,Near Ocen Beach Pier,San Diego,CA,US,2019-05-09,count pic,10,,10,,,homeless and supporters,fight against new vehicle habitation law,0,rally,0,0,0,0,1,1,https://www.sandiegouniontribune.com/news/homelessness/story/2019-05-09/homeless-rally-for-fight-against-vehicle-law,,,,,,
Spokane,Outside Sacred Heart Hospital,Spokane,WA,US,2019-05-09,nealry 500,500,,500,,,nurses,patient safety,0,protest,0,0,0,0,1,1,https://www.krem.com/article/news/local/spokane-county/sacred-heart-nurses-protest-for-nurse-patient-safety/293-8bff8ae4-ee3d-44d0-ba7a-1523f0f62a47,,,,,,
Washington,outside Dunbar High School,DC,DC,US,2019-05-09,,,,,,,anti-activists,anti-abortion,2,protest,0,0,0,0,1,1,https://www.wusa9.com/article/news/anti-abortion-activists-target-minors-at-schools/65-335c5b02-6eda-4e79-b283-920b2454ec4e,,,,,,
Amherst ,TD Bank,Hampshire,MA,US,2019-05-10,NA,5,,5,,,general protestors,against fossil fuels; environment	,1,protest,4,0,0,0,1,1,https://www.gazettenet.com/Pipeline-protesters-chain-themselves-to-Amherst-TD-Bank-6932488        ,,,,,,
Athens ,University Of Georgia 2019 Commensment Ceremony ,Clarke ,GA,US,2019-05-10,NA,22,,22,,,students,"pro-DACA, civil rights, education, anti-discrimination",1,civil protest,0,0,0,0,1,1,https://www.redandblack.com/uganews/silent-protest-at-graduation-supports-daca-recipients-and-undocumented-students/article_25e105be-7395-11e9-b356-af61b743a86e.html,,,,,,
Bridgeport,Fairfield Avenue,Fairfield,CT,US,2019-05-10,about 35,35,,35,,,general protestors,"anti-police brutality, civil rights",1,protest,1,0,0,0,1,1,https://www.ctpost.com/local/article/Hearst-reporter-detained-by-Bridgeport-cops-while-13834244.php,,,,,,
Brunswick,Bowdoin College,Cumberland,ME,US,2019-05-10,over 100,100,,100,,,"students, workers, community, bowdoin labor alliance",need for new wages for bowdoin workers,0,rally,0,0,0,0,1,1,https://www.pressherald.com/2019/05/10/bowdoin-workers-students-rally-to-increase-hourly-starting-rate-to-a-15-living-wage/,,,,,,
Dunbar,Outside Dunbar High School,Kanawah,WA,US,2019-05-10,,,,,,,anti-activists,anti-abortion,2,protest,0,0,0,0,1,1,https://www.wusa9.com/article/news/anti-abortion-activists-target-minors-at-schools/65-335c5b02-6eda-4e79-b283-920b2454ec4e,,,,,,
Hartford,,Hartford,CT,US,2019-05-10,,,,,,,general protestors,"anti-vaccination, civil rights",1,protest,0,0,0,0,1,1,https://www.wtnh.com/news/politics/group-holds-anti-vaccination-protest-in-hartford/1994553697,,,,,,
Lebanon,Main Street and Airport Road,Linn,OR,US,2019-05-10,more than 70,70,,,,,Lebanon school community staff,"improving school funding, education",0,protest,0,0,0,0,1,1,https://democratherald.com/news/local/lebanon-teachers-rally-behind-funding-bill/article_d6d844f4-028b-5d69-b137-3fe6f5b86316.html,,,,,,
Los Angeles,Georgia Street,Los Angeles,CA,US,2019-05-10,several dozen,36,,36,,,Lakers fans,pro-Lakers,0,protest,0,0,0,0,1,1,http://www.ocregister.com/behind-the-spectacle-of-lakers-protest-a-genuine-fan-unrest-is-brewing,,,,,,
Manchester,Manchester Essex Regional High School,Essex,MA,US,2019-05-10,NA,9,,9,,,students,climate change,1,"walk out, protest",0,0,0,0,1,1,https://www.gloucestertimes.com/news/local_news/students-protest-clean-streets-despite-school-s-warning/article_f44421eb-8baf-5715-9bbb-651991805e45.html,,,,,,
Medford,,Ashland,OR,US,2019-05-10,,,,,,,local school children and families,"acess to education, vaccinations ",1,protest,0,0,0,0,1,1,http://ktvl.com/news/local/parents-students-protest-against-vaccine-exemption-bill,,,,,,
Philadelphia,Outside Planned Parenthood's Elizabeth Blackwell Center,Philadelphia ,PA,US,2019-05-10,around 1000,1000,,1000,,,pro-life movement ,"pro-life, anti-bullying",2,protest,0,0,0,0,1,1,https://www.phillyvoice.com/hundreds-anti-abortion-protesters-rally-outside-planned-parenthood-center-city/,,,,,,
Rancho Cucamonga ,outside Rancho Cucamonga High School,San Bernardino,CA,US,2019-05-10,dozens,24,,24,,,"parents, students",pro-teacher with gun,0,protest,0,0,0,0,1,1,http://www.dailybulletin.com/dozens-rally-in-support-of-rancho-cucamonga-teacher-disciplined-for-bringing-firearm-on-campus,,,,,,
Simpsonville,Hillcrest High School Front Lawn,Greenville,SC,US,2019-05-10,,,,,,,students,"anti-discrimination, civil rights",1,protest,0,0,0,0,1,1,https://www.wspa.com/entertainment/your-carolina/hillcrest-high-school-students-hold-protest-on-school-s-front-lawn/1994513907,,,,,,
Trenton,,Mercer,NJ,US,2019-05-10,,,,,,,"families, service agencies",raise wages for programming for dissabilities,0,protest,0,0,0,0,1,1,https://www.google.com/url?q=https://nam01.safelinks.protection.outlook.com/?url%3Dhttps%253A%252F%252Fwww.courierpostonline.com%252Fstory%252Fnews%252Flocal%252Fsouth-jersey%252F2019%252F05%252F10%252Fnj-disability-workers-seek-higher-wages-staff-shortages%252F1122082001%252F%26data%3D02%257C01%257Cjeremy.pressman%2540uconn.edu%257C63800978ec704d1e535408d6d691bdb2%257C17f1a87e2a254eaab9df9d439034b080%257C0%257C0%257C636932318779315687%26sdata%3DeDmdZ5%252Fh3h5SapTEa%252BI5MlR7MplBGRdxNruY4MM8AtE%253D%26reserved%3D0&source=gmail&ust=1572651493342000&usg=AFQjCNF4G_zgB25U7dzbc3mtDgmt1fCc2w,,,,,,
Vancouver ,,Clark,WA,US,2019-05-10,,,,,,,Senate,anti-vaccination ,1,delay tactics,0,0,0,0,1,1,https://www.seattlepi.com/local/politics/article/Inslee-signs-vaccination-bill-anti-vaxxer-Clark-13836408.php,,,,,,
Wyoming,Godfrey-Lee Highschool,Kent,MI,US,2019-05-10,around 40,40,,40,,,students,"civil rights, pro-diversity",1,"protest, walk out",0,0,0,0,1,1,https://fox17online.com/2019/05/10/godfrey-lee-students-hold-walkout-to-protest-mascot-name-change/,,,,,,
 Wenatchee,BPOE Ballroom,Chelan,WA,US,2019-05-11,about 190,190,,190,,,general protestors,other; for redistricting; against progressive agenda,2,protest,0,0,0,0,1,1,http://www.ifiberone.com/news/legislator-embroiled-in-online-chat-controversy-keynotes-wenatchee-s-liberty/article_90985516-746b-11e9-872f-dbea642883b5.html,,,,,,
Boston,Statehouse ,Suffolk,MA,US,2019-05-11,,,,,,,correction officers,equal pay,1,rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.masslive.com%2Fnews%2F2019%2F05%2Fwe-all-do-the-same-job-county-correction-officers-protest-lower-pay-than-state-prison-officers.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C63800978ec704d1e535408d6d691bdb2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636932318779245727&sdata=spwdw8RZd%2BYYgo0uS2LphCU70jW2%2FWgY5z4lSD5lw8g%3D&reserved=0,,,,,,
Charleston ,,Charleston,SC,US,2019-05-11,,,,,,,community,anti-bulling,0,rally,0,0,0,0,1,1,https://www.live5news.com/2019/05/11/more-needs-be-done-bullying-issues-result-community-rally/,,,,,,
Dayton ,In front of Congressman Mike Turner's office,Montgomery,OH,US,2019-05-11,,,,,,,general protestors,healthcare,1,"rally, protest",0,0,0,0,1,1,https://www.wdtn.com/news/local-news/activists-rally-for-health-care-outside-rep-turners-office/,,,,,,
Fairfield,,Fairfield,CT,US,2019-05-11,,,,,,,general protestors,"anti-racism, civil rights, education",1,rally,0,0,0,0,1,1,https://www.wtnh.com/news/connecticut/fairfield/anti-racism-rally-held-saturday-after-family-accuses-fairfield-pd-of-racial-profiling/1996723764,,,,,,
Hood River ,Jackson Park,Hood River ,OR,US,2019-05-11,about 300,300,,300,,,k-12 state school districts,"education, improving school funding ",0,protests ,0,0,0,0,1,1,https://www.hoodrivernews.com/news/red-for-ed-march-and-rally-draws/article_a839f204-733c-11e9-a770-bb349110753a.html,,,,,,
Indianapolis,,Marion,IN,US,2019-05-11,,,,,,,animal rights acivists,"anti-animal cruelty, anti-zoo",0,protest,0,0,0,0,1,1,https://www.google.com/url?q=https://nam01.safelinks.protection.outlook.com/?url%3Dhttps%253A%252F%252Fwww.indystar.com%252Fstory%252Fnews%252F2019%252F05%252F11%252Findy-zoo-dolphins-protest-captivity%252F1175859001%252F%26data%3D02%257C01%257Cjeremy.pressman%2540uconn.edu%257C63800978ec704d1e535408d6d691bdb2%257C17f1a87e2a254eaab9df9d439034b080%257C0%257C0%257C636932318779305692%26sdata%3Df4h7lU9tE8%252FPhmea010w4Y4Svsk6G7RWhBHbrhjPIbo%253D%26reserved%3D0&source=gmail&ust=1572651493341000&usg=AFQjCNHjqa3-X0kW9m3pK2UeVfKZEx6YxQ,,,,,,
Los Angeles,outside Los Angeles City Hall,Los Angeles,CA,US,2019-05-11,,,,,,,family and educators,"education, raising funding for afterschool programs ",0,"rally, protest",0,0,0,0,1,1,https://abc7.com/parents-educators-rally-in-support-of-bill-to-boost-after-school-program-funds/5294507/,,,,,,
Minneapolis,,Hennepin,MN,US,2019-05-11,more than 100,100,,100,,,"Native American women, LGBTQ community","civil rights, indigenous rights, womens rights, anti-violence ",1,"march, protest",0,0,0,0,1,1,https://www.google.com/url?q=https://nam01.safelinks.protection.outlook.com/?url%3Dhttps%253A%252F%252Fwww.mprnews.org%252Fstory%252F2019%252F05%252F11%252Fnative-american-women-lgbtq-march-end-violence%26data%3D02%257C01%257Cjeremy.pressman%2540uconn.edu%257C63800978ec704d1e535408d6d691bdb2%257C17f1a87e2a254eaab9df9d439034b080%257C0%257C0%257C636932318779295702%26sdata%3D7xKcsOadfYtHcdWX844iKmNvunY%252FFqq43hJk4X5Lah8%253D%26reserved%3D0&source=gmail&ust=1572651493341000&usg=AFQjCNEem7b_17096CV3lEBlmjw2NiWqLg,,,,,,
Minneapolis,Plaza Centenario,Hennepin,MN,US,2019-05-11,around 40,40,,40,,,Minnesota Caravan Solidarity,immigration; for compassionate immigration,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/5/13/minneapolis-protest-demands-sanctuary-all-no-border-militarization,,,,,,
New York,Travers Park; Queens,Queens,NY,US,2019-05-11,hundreds,200,,200,,,general protestors,other; against development; park,0,rally,0,0,0,0,1,1,https://qns.com/story/2019/05/14/jackson-heights-play-in-protest-focuses-on-citys-role-in-travers-park-controversy/        ,,,,,,
Phoenix,City Hall,Maricopa,AZ,US,2019-05-11,two dozen,24,,24,,,Black Mothers Forum,civil rights; for racial justice,1,march,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/phoenix/2019/05/11/black-mothers-forum-marches-phoenix-more-equal-school-discipline/1175818001/        ,,,,,,
West Palm Beach ,"Drecher Park, Mar-a-Lago",Palm Beach,FL,US,2019-05-11,about 200,200,,200,,,general protestors,"anti-facism, pro-democracy",1,"march, rally",0,0,0,0,1,1,https://www.palmbeachpost.com/news/20190511/trumps-not-in-town-but-200-opponents-march-to-mar-a-lago-anyway,,,,,,
Boston,City Hall,Suffolk,MA,US,2019-05-12,hundreds,200,,200,,,Louis D. Brown Peace Institute,guns; against violence,1,protest,0,0,0,0,1,1,https://www.bostonherald.com/2019/05/12/hundreds-march-in-boston-against-gun-violence/        ,,,,,,
El Paso,San Jacinto Plaza,El Paso,TX,US,2019-05-12,about 40,40,,40,,,Coalition to End Child Detention,families; for compassionate immigration; immigration,1,protest,0,0,0,0,1,1,https://www.elpasotimes.com/story/news/immigration/2019/05/12/mothers-day-rally-calls-end-detention-migrant-children-el-paso/1184147001/        ,,,,,,
Fort Worth,Tarrant County Courthouse,Tarrant,TX,US,2019-05-12,hundreds ,200,,200,,,National Organization for the Reform of Marijuana Laws,for marijuana; other,1,protest,0,0,0,0,1,1,https://www.star-telegram.com/news/local/community/fort-worth/article230308839.html        ,,,,,,
Homestead,Homestead detention facility,Miami-Dade,FL,US,2019-05-12,over 200; over 300,200,,300,,,general protestors,against government crackdown and detention policy at border,1,protest,0,0,0,0,1,1,https://www.sun-sentinel.com/news/politics/fl-ne-homestead-immigrant-shelter-protest-20190620-x3gq7k4qjvbt5gsq5y3fvla5eu-story.html,https://www.miamiherald.com/news/local/immigration/article230274999.html        ,,,,,
Modesto,County Coroners Office,Stanislaus,CA,US,2019-05-12,,,,,,,general protestors,other; for continued investigation,1,protest,9 (detained),0,0,0,1,1,https://www.modbee.com/latest-news/article230353614.html        ,,,,,,
New York,Palantir's Office; Manhattan,New York,NY,US,2019-05-12,,,,,,,general protestors,immigration; for compassionate immigration; business,1,protest,0,0,0,0,1,1,https://thehill.com/policy/technology/443418-tech-activists-protest-palantirs-work-with-ice        ,,,,,,
San Francisco,Golden Gate Bridge,San Francisco,CA,US,2019-05-12,about 25,25,,25,,,Code Pink,immigration for compasssionate immigration; families,1,protest,0,0,0,0,1,1,https://www.sfchronicle.com/bayarea/article/Mother-s-Day-bridge-march-protests-separation-13839641.php        ,,,,,,
Waterville,Head of Falls,Kennebec,ME,US,2019-05-12,,,,,,,general protestors,immigration; for compassionate immigration; families,1,protest,0,0,0,0,1,1,https://www.centralmaine.com/2019/05/12/activists-mark-mothers-day-with-rally-protesting-immigration-policies/,,,,,,
Albany,Albany Capital Center,Albany ,NY,US,2019-05-13,count pic,16,,16,,,Sane Energy Project,against fossil fuels; environment	,1,protest,0,0,0,0,1,1,https://www.timesunion.com/business/article/Groups-against-new-gas-pipelines-protest-in-Albany-13841249.php        ,,,,,,
Ithaca,Commons,Tompkins,NY,US,2019-05-13,about 100,100,,100,,,Black Lives Matter,civil rights; for greater accountability; for racial justice; police,1,protest,0,0,0,0,1,1,https://www.ithacajournal.com/story/news/local/2019/05/13/ithaca-commons-arrest-taser-police/1189235001/        ,https://ithacavoice.com/2019/05/black-lives-matter-ithaca-condemns-police-brutality-and-racism-at-local-rally/,,,,,
Jersey City,Jersey City Board of Education Meeting,Hudson,NJ,US,2019-05-13,more than 300,300,,300,,,general protestors,against budget; education,0,protest,0,0,0,0,1,1,https://www.nj.com/hudson/2019/05/hundreds-protest-budget-cuts-planned-teacher-layoffs-at-jersey-city-schools.html        ,,,,,,
Little Rock,Pulaski County Prosecuters Office,Pulaski,AR,US,2019-05-13,about 20,20,,20,,,general protestors,civil rights; for racial justice; for greater accountability; police,1,protest,10,0,0,0,1,1,https://www.arkansasonline.com/news/2019/may/14/little-rock-police-arrest-protesters-blocking-traf/        ,,,,,,
New York,Trump Tower; Manhattan,New York,NY,US,2019-05-13,about a dozen,12,,12,,,general protestors,executive for president; against candidate; campaign,2,protest,0,0,0,0,1,1,https://www.foxnews.com/politics/de-blasio-mocked-by-protesters-at-green-new-deal-rally-inside-trump-tower,,,,,,
Norwich,City Hall,New London,CT,US,2019-05-13,more than 100,100,,100,,,general protestors,education; against budget; against city councilor,0,protest,0,0,0,0,1,1,https://www.norwichbulletin.com/news/20190513/norwich-residents-rally-for-education,,,,,,
Silver Spring,Montgomery County Police Station,Montgomery,MD,US,2019-05-13,at least 50,50,,50,,,general protestors,civil rights; for racial justice; for greater accountability; police,1,protest,4,0,0,0,1,1,https://wtop.com/montgomery-county/2019/05/protest-outside-montgomery-county-police-station-in-silver-spring/        ,,,,,,
Springfield,Skyview Downtown Apartment Complex,Hampden,MA,US,2019-05-13,about 125,125,,125,,,Springfield Labor Unions,rally; against outsourcing,0,rally,0,0,0,0,1,1,https://www.masslive.com/news/2019/05/springfield-councilors-question-their-power-to-push-local-hiring-at-50m-skyview-downtown-housing-renovation-project.html,,,,,,
Washington,Palantir's Office,DC,DC,US,2019-05-13,,,,,,,general protestors,immigration; for compassionate immigration; business,1,protest,0,0,0,0,1,1,https://thehill.com/policy/technology/443418-tech-activists-protest-palantirs-work-with-ice        ,,,,,,
Akron,Lest We Forget Memorial Park,Summit,OH,US,2019-05-14,,,,,,,general protestors,for homeless residents,1,protest,0,0,0,0,1,1,https://www.ohio.com/news/20190515/homeless-pitch-tents-in-public-spaces-to-protest-akrons-camping-ban        ,,,,,,
Albany,Capitol Building ,Albany,NY,US,2019-05-14,hundreds,200,,200,,,general protestors,against vaccines,0,protest,0,0,0,0,1,1,https://www.lohud.com/story/news/local/new-york/2019/05/14/measles-anti-vaccine-rally-albany/3670312002/,,,,,,
Albany,Capitol Building ,Albany,NY,US,2019-05-14,,,,,,,general protestors,for rent control,0,protest,0,0,0,0,0,1,https://apnews.com/6cc7daaef925496a8512e0faa72b18f6        ,,,,,,
Anaheim,Katella High School,Orange,CA,US,2019-05-14,nearly 200,200,,200,,,general protestors,for greater transparency; local governance,0,protest,0,0,0,0,1,1,http://www.ocregister.com/angel-stadium-talks-should-be-public-to-get-a-fair-deal-labor-and-community-groups-demand-at-rally,,,,,,
Austin,Lake Travis High School,Travis,TX,US,2019-05-14,NA,30,,30,,,education austin,rally; for better compensation,0,rally,0,0,0,0,1,1,https://www.statesman.com/news/20190514/austin-teachers-school-staffers-rally-for-10-raises        ,,,,,,
Baytown,Baytown Police Station,Harris,TX,US,2019-05-14,about 15-20,15,,20,,,black lives matter,civil rights; for greater accountability; for racial justice; police,1,protest,0,0,0,0,1,1,https://www.khou.com/article/news/watch-protest-outside-of-baytown-police-station-after-deadly-officer-involved-shooting/285-55a8835f-d7f7-4420-9511-90f3f28b1ca4        ,,,,,,
Columbus,State Capitol,Chenango,NY,US,2019-05-14,count pic,16,,16,,,general protestors,civil rights; against abortion rights,2,protest,0,0,0,0,1,1,https://www.statenews.org/post/bill-would-require-doctors-provide-information-about-controversial-abortion-pill-reversal        ,,,,,,
Danville,Danville High School,Contra Costa,IL,US,2019-05-14,,,,,,,general protestors,education; against firing/reassignment,0,protest,0,0,0,0,1,1,https://patch.com/california/danville/danville-san-ramon-students-will-participate-school-walkout,,,,,,
Detroit,Renaissance High School,Wayne,MI,US,2019-05-14,more than,400,,400,,,Detroit Public School community,rally; for better compensation,0,rally,0,0,0,0,1,1,https://www.detroitnews.com/story/news/education/2019/05/14/detroit-superintendent-scraps-school-calendar-after-teachers-push-back/1187159001/        ,,,,,,
Hollywood,Tri-Rail Station,Broward,FL,US,2019-05-14,dozens,24,,24,,,the Sierra Club,environment; for wilderness preservation,1,protest,0,0,0,0,1,1,https://www.sun-sentinel.com/news/politics/fl-ne-toll-roads-protest-20190514-xiidp2jydje5dfwlmk2pu4lqvm-story.html        ,,,,,,
Huntington Beach,Bolsa Ave,Orange,CA,US,2019-05-14,some 200,200,,200,,,general protestors,rally; for better compensation,0,rally,0,0,0,0,1,1,http://www.ocregister.com/huntington-beach-teachers-rally-for-a-raise-after-a-school-year-with-no-new-contract        ,,,,,,
Las Vegas,,Clark,NV,US,2019-05-14,dozens,24,,24,,,Culinary Workers Union Local 226,rally; for worker rights,0,rally,0,0,0,0,1,1,https://apnews.com/2aca3995975743c8b3b4bca3e7c650a5        ,,,,,,
Montgomery,Statehouse,Montgomery,AL,US,2019-05-14,about 50,50,,50,,,ACLU of Alabama; general protestors,civil rights; for abortion rights	,1,protest,0,0,0,0,1,1,https://www.kob.com/us-news/the-latest-opponents-of-alabama-anti-abortion-bill-protest/5353379/        ,https://www.montgomeryadvertiser.com/story/news/2019/05/14/alabama-abortion-bill-rape-protest-vote-details-amendment-power-house/3666369002/        ,,,,,
Naples,Collier County Courthouse,Collier,FL,US,2019-05-14,nearly 20,20,,20,,,Reconstruct-Ed,for greater education funding,1,protest,0,0,0,0,1,1,https://www.naplesnews.com/story/news/education/2019/05/15/collier-educators-march-save-our-schools/3664796002/        ,,,,,,
Philadelphia,City Hall,Philadelphia,PA,US,2019-05-14,count pic,25,,25,,,general protestors,education; for charter schools,0,protest,0,0,0,0,1,1,https://6abc.com/education/charter-school-supporters-rally-at-city-hall/5299687/        ,,,,,,
Portland,City Hall,Cumberland,ME,US,2019-05-14,,,,,,,general protestors,civil rights; for racial justice; for criminal justice reform ,1,protest,0,0,0,0,1,1,https://www.pressherald.com/2019/05/14/protesters-object-to-bail-in-portland-murder-case/        ,,,,,,
Saint Paul,"U.S. Court of Appeals, 316 Roberts St N",Ramsey,MN,US,2019-05-14,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2019/05/08/may-2019-vigil/,,second Tuesday of every month,,,
San Diego,City Hall,San Diego,CA,US,2019-05-14,,,,,,,general protestors,other; for homeless residents,1,rally,0,0,0,0,1,1,https://www.cbs8.com/article/news/local/san-diego-city-council-considers-new-modified-ban-on-sleeping-in-vehicles-those-opposing-ban-hold-rally/509-ab3226be-7ad0-4e57-9e55-035c09299b7f        ,,,,,,
San Rafael,City Plaza,Marin,CA,US,2019-05-14,,,,,,,EMF Safety Network,against development/utility,0,protest,0,0,0,0,1,1,http://www.marinij.com/2019/05/15/marin-activists-rally-against-5g/        ,,,,,,
Springfield,Statehouse,Sangamon,IL,US,2019-05-14,about 60,60,,60,,,general protestors,for abortion rights,1,protest,0,0,0,0,1,1,https://www.dailyherald.com/news/20190515/there-is-a-war-against-womens-rights-illinois-democrats-urge-action-to-preserve-abortion-access        ,,,,,,
St.Petersburg,Sheridan Street Tri-Rail Station,Pinellas,FL,US,2019-05-14,about two dozen,24,,24,,,the Sierra Club,environment; for wilderness preservation,1,protest,0,0,0,0,1,1,https://www.sun-sentinel.com/news/politics/fl-ne-toll-roads-protest-20190514-xiidp2jydje5dfwlmk2pu4lqvm-story.html        ,,,,,,
Torrance,Torrance City Council,Los Angeles,CA,US,2019-05-14,,,,,,,Black Lives Matter,civil rights; for greater accountability; for racial justice; police,1,protest,1,0,0,0,1,1,http://www.dailybreeze.com/clash-between-protesters-disrupts-torrance-city-council-meeting        ,,,,,,
Torrance,Torrance City Council,Los Angeles,CA,US,2019-05-14,,,,,,,general protestors,civil rights; for supporting police; counter protest,2,counter protest,2,0,0,0,0,1,http://www.dailybreeze.com/clash-between-protesters-disrupts-torrance-city-council-meeting	,,,,,,
Asheville ,Pack Square in Downtown Asheville ,Buncombe,NC,US,2019-05-15,,,,,,,general protestors,"anti-5g cell towers, health",0,protest,0,0,0,0,1,1,https://mountainx.com/blogwire/5g-rally-held-may-15-in-asheville/,,,,,,
Boston,City Hall,Suffolk,MA,US,2019-05-15,,,,,,,general protestors,against systemic underfunding; education	,1,protest,0,0,0,0,1,1,https://www.wwlp.com/news/local-news/hampden-county/hundreds-of-educators-and-students-attend-fund-our-future-rally-in-springfield/2007185071,,,,,,
Decatur ,DeKalb County Jail,DeKalb,GA,US,2019-05-15,about 85,85,,85,,,Atlanta Incarcerated Workers Organizing Committee,civil rights; for criminal justice reform; prisons,1,protest; march,4,0,0,0,1,1,https://www.11alive.com/article/news/4-arrested-during-protest-outside-dekalb-county-jail/85-e3435d73-a373-4042-8e59-351e7288fa59,,,,,,
Gainesville,City Hall,Alachua,FL,US,2019-05-15,count pic,13,,13,,,the Sierra Club,environment; for wilderness preservation	,1,protest,0,0,0,0,1,1,https://www.gainesville.com/news/20190515/costumed-protesters-warn-against-toll-roads-plan        ,,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-05-15,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,
Louisville,Immigration Court,Jefferson,KY,US,2019-05-15,,,,,,,general protestors,immigration; for compassionate immigration,1,protest,3,0,0,0,1,1,https://www.wdrb.com/news/occupy-ice-protesters-on-trial-in-louisville-for-trespassing-in/article_6c1eef16-77e4-11e9-9dfb-879b98bba0b2.html,,,,,,
Mancos,Local Car Wash,Montezuma,CO,US,2019-05-15,around two dozen,24,,24,,,general protestors,immigration against ice,1,protest,2,0,0,0,1,1,https://the-journal.com/articles/138805,,,,,,
New York,Times Square ; Manhattan,New York,NY,US,2019-05-15,about 150,150,,150,,,general protestors,against mayor; executive; against candidate campaign,2,protest,0,0,0,0,1,1,https://www.nydailynews.com/news/politics/ny-police-public-housing-tenants-de-blasio-protest-white-house-20190516-sgjjeur2srcbbhkp2mc34moksu-story.html,,,,,,
Pittsfield,City Hall,Berkshire,MA,US,2019-05-15,Hundreds,200,,200,,,general protestors,against systemic underfunding; education,1,protest,0,0,0,0,1,1,https://www.wwlp.com/news/local-news/hampden-county/hundreds-of-educators-and-students-attend-fund-our-future-rally-in-springfield/2007185071,,,,,,
