date,locality,state,location,title,size_text,size_low,size_high,organizations,participants,claims,valence,event_type,police_measures,participant_measures,police_injuries,participant_injuries,arrests,property_damage,police_deaths,participant_deaths,macroevent,notes,coder,source1,source2,source3,source4,source5,source6,source7,source8,source9,source10,source11,source12,source13,source14,source15,source16,source17,source18,source19,source20,source21,source22,source23,source24,source25,source26,source27,source28,source29,source30
2022-11-01,Bogalusa,LA,"Maximus, 411 Industrial Parkway Dr",,,,,CWA; Call Center Workers United,call center workers,"for higher wages for Maximus call center workers, better wages, higher wages now, #PhonesDownFistsUp",0,strike; picket,,,,,,,,,,,,https://twitter.com/CWAUnion/status/1587432329806594053,https://twitter.com/CCWUnited/status/1587456842606723073,https://www.npr.org/2022/11/01/1132931674/medicaid-and-medicare-hotline-workers-strike-over-pay-and-working-conditions,https://twitter.com/CCWUnited/status/1590799200278958081,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Brookwood,AL,Warror Met Coal Inc.,,,,,United Mine Workers of America,,against unfair labor practices at Warrior Met Coal,0,strike; picket,,,,,,,,,,,,https://twitter.com/TheRealNews/status/1413205492806012929,https://twitter.com/GrimKim/status/1443950077450588167,https://twitter.com/lizshuler/status/1505920801215852547,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Burlington,IA,"CNH Industrial, 1930 Des Moines Ave",,roughly 350,350,350,United Auto Workers Local 180,,"for fair contract for CNH Industrial and Case IH manufacturing workers, for higher pay and better benefits and more vacation time",0,strike; picket,,,,,,,,,,,,https://twitter.com/JonahFurman/status/1521138017787863040,https://twitter.com/JonahFurman/status/1521173565453787141,https://www.wsws.org/en/articles/2022/04/26/cnhi-a26.html,https://twitter.com/JonahFurman/status/1522303884819107841,https://www.kwqc.com/2022/05/24/negotiations-stall-between-cnh-uaw-burlington/,https://twitter.com/mel_buer/status/1546880470452842496,https://twitter.com/Journaltimes/status/1558945954346086401,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Cache,OK,,,,,,,,"for Joy Hofmeister for governor, for voting",1,rally,,,,,,,,,,,,https://www.swoknews.com/news/hofmeister-bus-rally-slated-tuesday-in-lawton-cache-altus/article_3f818a5f-2650-5c08-a8cf-d84ad2314045.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Cedar Rapids,IA,Ingredion,,about 123,123,123,BCTGM Local 100G,,for higher pay and better health insurance for Ingredion workers,0,strike; picket,,,,,,,,,,,,https://www.kcrg.com/2022/08/01/workers-vote-strike-ingredion-cedar-rapids/,https://www.forbes.com/sites/errolschweizer/2022/09/13/why-ingredion-workers-are-still-on-strike-in-iowa/?sh=1eb95b2a75d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Chandler,AZ,"DC Steak House, 180 S Arizona Ave",,,,,,,for Kari Lake for governor,2,rally,,,,,,,,,,feat. Kari Lake and Charlie Kirk,,https://twitter.com/az_rww/status/1587175038544859138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Chester,VA,"Maximus, 12730 N Kingston Ave",,,,,CWA; Call Center Workers United,call center workers,"for higher wages for Maximus call center workers, better wages, higher wages now, #PhonesDownFistsUp",0,strike; picket,,,,,,,,,,,,https://twitter.com/CWAUnion/status/1587432329806594053,https://twitter.com/CCWUnited/status/1587456842606723073,https://richmond.com/business/local/workers-at-maximus-call-center-in-chester-strike-for-better-pay-conditions/article_2d0b0f95-8cbf-51f0-b1ab-4140272016ac.html,https://www.npr.org/2022/11/01/1132931674/medicaid-and-medicare-hotline-workers-strike-over-pay-and-working-conditions,https://twitter.com/CCWUnited/status/1590799200278958081,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Chevy Chase,MD,Brookville Market,RESIST SCOTUS6,,,,Our Rights DC,,"for reproductive rights, for human rights",1,march,,,,,,,,,,past homes of SCOTUS justices Kavanaugh and Roberts,,https://twitter.com/OurRightsDC/status/1587513960684732419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Cleveland,OH,"Sherwin-Williams Plant, 26300 Fargo Ave, Bedford Heights",,,,,United Steelworkers Local 14919,,"against unfair labor practices at Sherwin-Williams Bedford Heights plant, for higher pay for workers",0,strike; picket,,,,,,,,,,,,https://www.prnewswire.com/news-releases/usw-members-strike-against-sherwin-williams-301483924.html,https://twitter.com/snaccrondsa/status/1495850420387958801,https://www.workers.org/2022/03/62197/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Clinton,PA,"Pittsburgh Post-Gazette, 2201 Sweeney Dr",,around 55,55,55,CWA; Teamsters Local 205/211; Pressmen's Union GCC/IBT Local 24M/9N,mailers; typographers,"against termination of healthcare benefits for Pittsburgh Post-Gazette newspaper workers during contract negotiations, against unfair labor practices, for fair contract",0,strike; picket,,,,,,,,,,,,https://www.pghcitypaper.com/pittsburgh/pittsburgh-post-gazette-workers-to-strike-at-midnight/Content?oid=22552487,https://twitter.com/ILRLaborAction/status/1578058522922827785,https://www.cbsnews.com/pittsburgh/news/cwa-workers-at-the-pittsburgh-post-gazette-officially-go-on-strike-unions/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Coeur d'Alene,ID,Lake City Center,Keep Idaho Idaho Rally,,,,Ammon Bundy for Governor,,for Ammon Bundy for governor,2,rally,,,,,,,,,,,,https://t.me/northidahofreedomfighters/140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Cumming,GA,,,about 150,150,150,,,"for Brian Kemp for governor, for voting, for cutting taxes, for creating jobs, against crime, for restoring sanity to schools, for Christian values, against COVID restrictions, against defunding police, against the Biden-Harris agenda",2,rally,,,,,,,,,,feat. Mike Pence,EC,https://www.clickondetroit.com/news/politics/2022/11/01/pence-backs-gops-kemp-as-democrat-abrams-hits-on-medicaid/,https://www.11alive.com/article/news/politics/abrams-kemp-rally-voters/85-42e32dc0-9fc5-455b-8e45-2cfaba250b10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Douglas,AZ,"U.S. Customs and Border Protection - Douglas Port of Entry, 1st St and Pan American Ave",Healing Our Borders Prayers Vigil,,,,Frontera de Cristo,,in remembrance of migrants killed trying to enter the United States,1,vigil,,prayer vigil,,,,,,,,every Tuesday,,https://tucson.com/news/local/group-holds-vigil-for-migrant-shot-killed-by-border-patrol-agent/article_05eeee04-9a59-11ec-83ad-b7eb901b0b54.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,East Wenatchee,WA,Swire Coca-Cola,,,,,Teamsters Local 760,drivers; merchandisers; loaders,for higher wages for workers at Swire Coca-Cola beverage distribution company,0,strike; picket,,,,,,,,,,,,https://www.ifiberone.com/columbia_basin/beverage-distribution-workers-in-moses-lake-east-wenatchee-and-omak-actively-picketing-after-going-on/article_202312a2-4a56-11ed-ab10-6b3d7b598b71.html,https://www.wsws.org/en/articles/2022/10/18/eocq-o18.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Eau Claire,WI,"Seven Mile Creek Landfill, 8001 Olson Dr",,,,,International Union of Operating Engineers Local 139,,"for higher wages and better benefits for Everglades Holding LLC workers at Seven Mile Creek Landfill, against unfair labor practices",0,strike; picket,,,,,,,,,,,,https://www.weau.com/2022/05/04/seven-mile-creek-landfill-workers-strike/,https://www.wqow.com/news/chippewa-valley/gfl-workers-strike-at-seven-mile-creek-landfill/article_33ebb5be-cbf8-11ec-8e0f-671022d613f2.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,El Paso,TX,Riviera Cocina and Cantina,,count video,30,50,,,"for Greg Abbott for governor, for voting, against inflation, against illegal immigration, for border security, against crime, for lower taxes, we're going to keep Texas Texas, border security [wall], thank you Abbott",2,rally,,,,,,,,,,,,https://kfoxtv.com/news/local/governor-greg-abbott-holds-a-campaign-rally-in-el-paso-jonathan-mejia-reports-11-01-22,https://www.ktsm.com/news/gov-abbott-in-el-paso-for-the-8th-time-this-year-one-week-ahead-of-election/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Elkhart,IN,"Elkhart Products Corporation, 1255 Oak St",,more than 100,100,100,International Association of Machinist and Aerospace Workers,workers,for higher wages for Elkhart Products Corporation workers,0,strike; picket,,,,,,,,,,,,https://indianapublicmedia.org/news/workers-strike-for-higher-wages-at-elkhart-piping-manufacturer.php,https://indianapublicmedia.org/news/workers-strike-for-higher-wages-at-elkhart-piping-manufacturer.php,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Gainesville,FL,"Emerson Hall, University of Florida",,dozens; around 50; about 100,24,100,,students,"against selection of Ben Sasse as president of University of Florida, UF hates Ben Sasse, there's no such thing as a homophobe in name only, DeSantis [puppet], no politicians, get your politicians out, show me what democracy looks like / this is what democracy looks like, no justice no peace / you can't suppress our speech",1,protest,on scene; university police and state troopers; barricades in front of building entrance; K-9 unit,,,,,,,,,,EC,https://mycbs4.com/news/local/students-protest-as-uf-board-of-trustees-votes-sen-ben-sasse-to-be-next-president,https://www.alligator.org/article/2022/11/sasse-interview-protest,https://www.hercampus.com/school/ufl/inside-the-ben-sasse-protest-nov-1/,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Greensboro,NC,"Greensboro Transit Authority, 236 E Washington St",,,,,,bus drivers,for better benefits for bus drivers for Greensboro Transit Authority,0,walkout,,,,,,,,,,not officially a strike; lasted a couple of hours,,https://twitter.com/IMcMillerNews/status/1587414043899330561,https://twitter.com/GTAHEAT/status/1587414897524088835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Hallandale Beach,FL,OB Johnson Park,,,,,,,"for Democratic candidates for office, for Charlie Christ for governor, for medicaid, for lowering perscription drug costs, for Val Demmings for U.S. Senate",1,rally,,,,,,,,,,feat. Joe Biden,EC,https://www.politico.com/news/2022/11/01/biden-florida-democrats-midterm-election-republicans-00064397,https://www.cbsnews.com/miami/news/president-joe-biden-south-florida-rally-support-charlie-crist-val-demings/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Hattiesburg,MS,"Maximus, 5912 US-49",,,,,CWA; Call Center Workers United,call center workers,"for higher wages for Maximus call center workers, better wages, higher wages now, #PhonesDownFistsUp",0,strike; picket,,,,,,,,,,,,https://twitter.com/CWAUnion/status/1587432329806594053,https://twitter.com/CCWUnited/status/1587456842606723073,https://www.npr.org/2022/11/01/1132931674/medicaid-and-medicare-hotline-workers-strike-over-pay-and-working-conditions,https://twitter.com/CCWUnited/status/1590799200278958081,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Holcomb,KS,"Tyson Fresh Meats, 3105 IBP Rd",,about a dozen,12,12,International Association of Machinists Local 1989,scale technicians,"for restoring benefits stripped from unionized workers at Tyson Fresh Meats, for a holiday on Veterans Day, for stronger workplace protections against COVID-19",0,strike; picket,,,,,,,,,,,,https://striketracker.ilr.cornell.edu/,https://www.hutchnews.com/story/news/2022/07/23/strike-tysons-holcomb-plant-kansas-ks-surpasses-two-weeks/10130293002/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Jessup,MD,"Sysco Baltimore, 8000 Dorsey Run Rd",,more than 300,300,300,Teamsters Local 355,drivers; warehouse workers,against unfair labor practices at Sysco distribution center,0,strike; picket,,,,,,,,,,,,https://www.wbaltv.com/article/sysco-strike-restaurants-scramble-to-fill-food-orders/39876202#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Kansas City,MO,"Wabtec Corporation, 10707 N Pomona Ave",,,,,IBEW Local 1464,workers,"for higher wages for workers at Wabtec Corporation, against misclassification",0,strike; picket,,,,,,,,,,,,https://twitter.com/hannahelisek/status/1587847104499785733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Kauai,HI,Kalapaki Beach,,,,,,,"against commercialization of Kalapaki beach, for native peoples' rights",0,protest,,held space on beach with Hawaiian flags,,,,,,,,,EC,https://www.hawaiinewsnow.com/2022/11/02/these-residents-are-holding-space-popular-kauai-beach-protest-commercialization-sand/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Lake Charles,LA,Golden Nugget Lake Charles Hotel & Casino,,,,,,,"against expansion of liquid natural gas infrastructure on Gulf of Mexico, for environmental protection, against fossil fuels, for climate action",1,demonstration,,,,,,,,,,outside venue for three-day Americas LNG & Gas Summit & Exhibition on first day,,https://www.theadvocate.com/lake_charles/article_898b6df4-5954-11ed-9169-37bc7e41b348.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Las Vegas,NV,Cheyenne High School,,,,,,,"for Democratic candidates, for  Governor Steve Sisolak, for Catherine Cortez Masto",1,rally,,,,,,,,,,feat. Barack Obama,EC,https://www.ktnv.com/news/former-president-obama-john-legend-to-appear-at-early-voting-rally-for-nevada-democrats-in-las-vegas,https://lasvegassun.com/news/2022/nov/01/progress-over-chaos-obama-dems-stress-getting-out/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Lawrenceville,NJ,"Shred-It, 649 Whitehead Rd",,,,,Teamsters Local 469,,"against unfair labor practices at Shred-It, for higher pay for drivers and helpers",0,strike; picket,,,,,,,,,,,,https://www.instagram.com/p/CXv74K0svtK/?utm_source=ig_web_copy_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Lawton,OK,Cache Road Square,,,,,,,"for Joy Hofmeister for governor, for voting",1,rally,,,,,,,,,,,,https://www.swoknews.com/news/hofmeister-bus-rally-slated-tuesday-in-lawton-cache-altus/article_3f818a5f-2650-5c08-a8cf-d84ad2314045.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,London,KY,"Maximus, 4550 Old Whitley Rd",,,,,CWA; Call Center Workers United,call center workers,"for higher wages for Maximus call center workers, better wages, higher wages now, #PhonesDownFistsUp",0,strike; picket,,,,,,,,,,,,https://twitter.com/CWAUnion/status/1587432329806594053,https://twitter.com/CCWUnited/status/1587456842606723073,https://www.npr.org/2022/11/01/1132931674/medicaid-and-medicare-hotline-workers-strike-over-pay-and-working-conditions,https://twitter.com/CCWUnited/status/1590799200278958081,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Los Angeles,CA,La Roda Ave and Fair Park Ave,Operation Resignation,count video,20,25,Black Lives Matter - Los Angeles; People's City Council - Los Angeles,,"for resignation of City Council member Kevin de Leon, against racism, get thee gone Kevin de Leon, no resignation no peace",1,demonstration,,encamped outside house,,,,,,,,outside home of city council member Kevin de Leon; de Leon apparently relocated and action at this location ended,,https://twitter.com/xashgiggles/status/1581694331739463680,https://abc7.com/los-angeles-city-council-meeting-racism-scandal-hall-leaked-audio-la/12405644/,https://twitter.com/BLMLA/status/1589120924766580736,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Los Angeles,CA,Los Angeles City Hall,Business as Usual = Violence,couple dozen,24,24,Black Lives Matter - Los Angeles; Union de Vecinos; Black Alliance for Just Immigration; Stop LAPD Spying; Los Angeles Tenants Union; People's City Council - Los Angeles,,"for resignation of City Council members Kevin de Leon and Gil Cedillo, against racism, KDL resign, no resignation no meeting",1,demonstration,on scene; helmets and batons; stood in formation in front of council dais; escorted protesters out of meeting room,noise demo inside council chambers; shouting and chanting; banged on benches,,,,,,,,protesters removed from council chambers,EC,https://twitter.com/stoplapdspying/status/1587222607463518208,https://twitter.com/PplsCityCouncil/status/1587500047293329411,https://abc7.com/los-angeles-city-council-meeting-racism-scandal-hall-leaked-audio-la/12405644/,https://www.cbsnews.com/losangeles/news/protesters-kicked-out-of-la-city-council-meeting/,https://heysocal.com/2022/11/02/los-angeles-city-council-ejects-a-few-protesters-at-start-of-meeting/,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Los Angeles,CA,"SEIU Local 2015, 2910 Beverley Blvd",,count pic,25,30,PNWSU Chapter 2015,,"against unfair labor practices by SEIU, shame on you, fair labor practices for all, striking in the heart of the labor movement",0,strike; picket,,,,,,,,,,,,https://twitter.com/LALiving213/status/1587207414222245888,https://twitter.com/pnwsu2015/status/1587472196435587072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Los Angeles,CA,"Wilshire Federal Building, 11000 Wilshire Blvd",Free the Land! Free the People! Free Leonard Peltier!,,,,Extinction Rebellion LA,,"for releasing Leonard Peltier from prison, in solidarity with Leonard Peltier's Walk to Justice, free the land / free the people",0,demonstration,,,,,,,,,,,,https://twitter.com/XRebellionLA/status/1586203238990196736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Lubbock,TX,1500 Broadway St,AAA Fire Watch,count video,3,3,Iraq & Afghanistan Veterans of America,,"for passage of Afghan Adjustment Act, for federal legislation to grant special immigration status to at-risk allies from U.S. war in Afghanistan, for support for nationals of Afghanistan who supported the United States mission in Afghanistan",0,demonstration,,,,,,,,,,outside Senator Cornyn's office,,https://twitter.com/AAAFireWatch/status/1579555855355502593,https://twitter.com/AAAFireWatch/status/1585018451684626432,https://twitter.com/AAAFireWatch/status/1587491504330887169,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Marion,VA,"General Dynamics, 150 Johnston Rd",,,,,UAW Local 2850,,for higher pay for workers at General Dynamics plants in Marion,0,strike; picket,,,,,,,,,,,,https://swvatoday.com/community/article_8431b82c-fc7f-11ec-85e0-7b521e381adb.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Melrose Park,IL,"Kerry Ingredients & Flavours, 3141 W North Ave",,,,,Teamsters Local 781,,"against unfair labor practices at Kerry Ingredients & Flavours, against mandatory overtime",0,strike; picket,,,,,,,,,,,,https://www.instagram.com/p/CbFkzWeBfGM/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Miami Gardens,FL,Florida Memorial University,,count pic,75,150,Florida Democratic Party,,"for Charlie Crist for governor, for Val Demmings for U.S. Senate, for Democratic candidates for office, for voting",1,rally,on scene,,,,,,,,20221101-miamigardens-biden,feat. President Biden,EC,https://www.cbsnews.com/miami/news/president-joe-biden-south-florida-rally-support-charlie-crist-val-demings/,https://floridaphoenix.com/2022/11/01/with-time-running-out-for-democrats-president-joe-biden-rallies-the-base-in-miami-dade/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Miami Gardens,FL,Florida Memorial University,,[name],1,1,Proud Boys,,against President Biden,2,counter-protest,on scene; ejected counter-protester,heckled president,,,,,,,20221101-miamigardens-biden,,,https://twitter.com/MIAagainstFash/status/1587624090134790144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,Milwaukee,WI,"Colectivo Coffee on the Lakefront, 1701 N Lincoln Memorial Dr",,,,,,,"for women's rights, for reproductive rights, for climate action",1,demonstration,,,,,,,,,,,,https://www.nationalreview.com/corner/climate-protesters-and-collectivized-coffee-in-milwaukee/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,New York,NY,"1211 Avenue of the Americas, Manhattan",Truth Tuesdays,,,,Rise and Resist NY,,"against Fox News, for democracy",1,demonstration,,,,,,,,,,every Tuesday,,https://twitter.com/TruthOverFox/status/1503024864663375874,https://www.facebook.com/events/391781032864890,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,New York,NY,"Long Island Expressway, Queens",,,,,,,"for immigrants rights, for tenants' rights, cancel rent, house migrants",1,banner drop,,,,,,,,,,,,https://twitter.com/protest_nyc/status/1587440070449106950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,New York,NY,"McCarren Park, Brooklyn",,,,,The McCarren Gathering,,"against racism, against police brutality",1,vigil,,,,,,,,,,,,https://www.instagram.com/p/CeFADfNuhRL/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,New York,NY,"Starbucks, 61 9th Ave, Manhattan",,,,,Starbucks Workers United,workers; elected officials,"against Starbucks management's failure to address urgent workplace health and safety issues, against union busting",0,strike; picket,,,,,,,,,,,,https://twitter.com/neuemusklekture/status/1586060857166815232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,New York,NY,"United Metro Energy Corp., 500 Kingsland Ave, Brooklyn",,,,,Teamsters Local 553,,for higher pay and better health benefits for United Metro Energy workers,0,strike; picket,,,,,,,,,,,,https://inthesetimes.com/article/united-metro-energy-labor-politics-unions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,North Hollywood,CA,"Star Garden Topless Dive Bar North Hollywood, 6630 Lankershim Blvd",,,,,Strippers United,strippers; dancers,for safer workplace for workers at Star Garden strip club,0,strike,,,,,,,,,,,,https://twitter.com/MorePerfectUS/status/1506289823379861523,https://www.instagram.com/p/ChqeqfBrh2V/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,North Las Vegas,NV,Cheyenne High School,,"2,000",2000,2000,,,"for Democratic candidates for office, for voting, for democracy, for lower costs for working families, for lower prescription drug prices, for affordable housing, for gun control, against tax cuts for the rich, against Donald Trump, for abortion access",1,rally,,,,,,,,,,feat. Barack Obama,,https://www.washingtonexaminer.com/news/campaigns/obama-plays-defense-crime-inflation-las-vegas-rally,https://thenevadaindependent.com/article/obama-rallies-in-las-vegas-to-boost-democrats-in-final-early-vote-push-democracy-is-at-stake,,,,,,,,,,,,,,,,,,,,,,,,,,,,
